,county_name,county_fips,geoid,tot_fam_acs18,tot_fam_moe_acs18,tot_fam_acs13,tot_fam_moe_acs13,pop_spfam_acs18,pop_spfam_acs13,male_hh_child_acs18,male_hh_child_moe_acs18,male_hh_child_acs13,male_hh_child_moe_acs13,female_hh_child_acs18,female_hh_child_moe_acs18,female_hh_child_acs13,female_hh_child_moe_acs13,pct_spfam_acs18,pct_spfam_acs13,moe_over_est_acs18,moe_over_est_acs13
1181,Alameda,001,06001441926,1147,92,1052,149,100,215,35,29,79,80,65,51,136,84,0.08718395815170009,0.20437262357414449,0,1
1182,Alameda,001,06001442301,1275,87,1150,101,70,100,29,32,16,24,41,33,84,70,0.054901960784313725,0.08695652173913043,1,1
1183,Alameda,001,06001442302,1534,135,1228,170,125,221,64,63,42,37,61,38,179,102,0.08148631029986962,0.17996742671009772,0,0
1184,Alameda,001,06001442601,1061,65,878,130,34,127,15,24,0,12,19,20,127,90,0.03204524033930255,0.14464692482915717,1,1
1185,Alameda,001,06001442602,1363,122,1317,114,165,161,91,70,9,15,74,49,152,98,0.1210564930300807,0.12224753227031131,0,1
1186,Alameda,001,06001443104,1556,107,1444,104,46,33,7,12,0,17,39,30,33,33,0.02956298200514139,0.022853185595567867,1,1
1187,Alameda,001,06001443105,1392,64,1200,112,8,65,0,12,0,12,8,14,65,53,0.005747126436781609,0.05416666666666667,1,1
1188,Alameda,001,06001443321,864,73,823,87,31,74,7,11,18,26,24,20,56,45,0.03587962962962963,0.0899149453219927,1,1
1189,Alameda,001,06001443322,824,45,819,59,36,40,17,21,17,24,19,15,23,28,0.043689320388349516,0.04884004884004884,1,1
1190,Alameda,001,06001444301,963,81,984,88,100,117,37,26,0,12,63,49,117,68,0.10384215991692627,0.11890243902439024,0,1
1191,San Francisco,075,06075061500,2958,464,2503,483,93,258,0,19,37,58,93,115,221,190,0.03144016227180527,0.10307630842988413,1,1
1192,Santa Clara,085,06085512305,1426,87,1094,90,115,81,39,42,39,43,76,50,42,40,0.08064516129032258,0.0740402193784278,1,1
1193,Santa Clara,085,06085504421,1264,82,1115,96,58,162,14,18,20,23,44,39,142,73,0.04588607594936709,0.1452914798206278,1,1
1194,Santa Clara,085,06085504506,1830,156,1455,152,256,218,59,57,148,123,197,130,70,58,0.13989071038251366,0.14982817869415807,0,0
1195,Santa Clara,085,06085504700,168,32,138,46,29,14,13,11,0,12,16,16,14,15,0.17261904761904762,0.10144927536231885,0,1
1196,Santa Clara,085,06085504805,1747,180,1479,160,68,84,13,20,17,28,55,71,67,46,0.038923869490555235,0.056795131845841784,1,1
1197,Santa Clara,085,06085505600,601,83,403,95,91,0,43,32,0,12,48,33,0,12,0.15141430948419302,0.0,0,1
1198,Santa Clara,085,06085506101,1187,93,1277,116,49,54,9,14,25,27,40,38,29,24,0.041280539174389216,0.042286609240407204,1,1
1199,Santa Clara,085,06085506203,1750,186,1577,172,77,272,10,16,36,49,67,64,236,111,0.044,0.17247939124920736,1,1
1200,Santa Clara,085,06085506802,1449,112,1336,115,144,96,45,56,55,49,99,46,41,32,0.09937888198757763,0.0718562874251497,1,0
1201,Santa Clara,085,06085506900,2205,153,2041,190,128,163,60,55,72,66,68,53,91,62,0.058049886621315196,0.07986281234688879,0,0
1202,Santa Clara,085,06085507001,1901,181,1941,219,109,124,14,23,21,32,95,66,103,75,0.05733824302998422,0.06388459556929418,1,1
1203,Santa Clara,085,06085507302,913,63,717,70,43,17,0,12,17,25,43,34,0,12,0.047097480832420595,0.023709902370990237,1,1
1204,Santa Clara,085,06085507702,1778,115,1935,102,12,74,12,20,43,67,0,17,31,42,0.006749156355455568,0.03824289405684755,1,1
1205,Santa Clara,085,06085507805,1531,174,1436,133,140,147,58,55,67,53,82,55,80,56,0.09144350097975179,0.10236768802228412,0,0
1206,Santa Clara,085,06085507806,1639,115,1451,130,125,128,31,33,0,17,94,64,128,67,0.0762660158633313,0.08821502412129566,1,1
1207,Contra Costa,013,06013345202,1933,175,2156,176,141,212,44,45,68,82,97,80,144,89,0.07294361096740817,0.09833024118738404,1,1
1208,Contra Costa,013,06013352101,675,60,650,70,25,25,6,9,9,13,19,13,16,17,0.037037037037037035,0.038461538461538464,1,1
1209,Contra Costa,013,06013352201,1508,152,1552,121,101,93,20,31,47,43,81,71,46,40,0.06697612732095491,0.059922680412371136,1,0
1210,Contra Costa,013,06013353002,1252,84,1116,99,47,19,21,22,6,9,26,19,13,15,0.037539936102236424,0.017025089605734768,1,1
1211,Contra Costa,013,06013359202,1633,147,1550,134,96,70,0,17,0,17,96,82,70,58,0.05878750765462339,0.04516129032258064,1,1
1212,Contra Costa,013,06013360200,1344,117,1156,131,214,188,36,53,30,27,178,120,158,75,0.15922619047619047,0.16262975778546712,1,0
1213,Contra Costa,013,06013361000,1225,124,1185,124,142,227,36,35,74,59,106,63,153,85,0.11591836734693878,0.19156118143459916,0,0
1214,Contra Costa,013,06013362000,722,119,716,100,68,153,29,33,13,19,39,35,140,77,0.09418282548476455,0.21368715083798884,1,1
1215,Contra Costa,013,06013364002,1353,136,1308,119,183,269,74,68,11,18,109,62,258,90,0.1352549889135255,0.20565749235474007,0,1
1216,Contra Costa,013,06013380000,1588,201,1389,193,301,482,92,80,0,17,209,125,482,148,0.18954659949622166,0.34701223902087835,0,1
1217,Contra Costa,013,06013385100,907,68,725,82,54,40,35,31,15,18,19,21,25,39,0.05953693495038589,0.05517241379310345,1,1
1218,Contra Costa,013,06013390200,469,61,454,53,12,36,0,12,0,12,12,13,36,29,0.0255863539445629,0.07929515418502203,1,1
1219,Contra Costa,013,06013307102,1171,136,1261,116,453,340,99,76,52,49,354,147,288,105,0.38684884713919726,0.2696272799365583,0,0
1220,Contra Costa,013,06013318000,864,103,732,111,131,144,43,34,67,48,88,55,77,61,0.15162037037037038,0.19672131147540983,0,0
1221,Contra Costa,013,06013354001,604,53,497,58,40,28,5,7,10,11,35,24,18,16,0.06622516556291391,0.056338028169014086,1,1
1222,Contra Costa,013,06013354002,2147,156,1813,145,28,41,16,25,10,17,12,19,31,37,0.01304145319049837,0.022614451185879757,1,1
1223,Contra Costa,013,06013355302,1015,73,1071,60,33,61,15,22,54,56,18,28,7,11,0.03251231527093596,0.05695611577964519,1,1
1224,Contra Costa,013,06013325000,1438,119,1467,159,117,85,39,58,24,28,78,62,61,48,0.08136300417246176,0.05794137695978187,1,1
1225,Contra Costa,013,06013308002,1208,84,1102,113,115,96,0,12,49,39,115,76,47,30,0.09519867549668874,0.08711433756805807,1,0
1226,Contra Costa,013,06013316000,193,50,132,49,110,23,0,12,0,12,110,40,23,28,0.5699481865284974,0.17424242424242425,1,1
1227,Contra Costa,013,06013319000,1995,219,1815,177,188,322,70,63,84,75,118,99,238,123,0.09423558897243108,0.17741046831955923,0,0
1228,Santa Clara,085,06085502302,763,102,647,107,163,51,48,43,16,22,115,58,35,40,0.21363040629095675,0.07882534775888717,0,1
1229,Santa Clara,085,06085502603,750,66,711,82,19,49,0,12,13,17,19,29,36,26,0.025333333333333333,0.06891701828410689,1,1
1230,Santa Clara,085,06085502604,898,168,911,157,84,223,62,67,63,64,22,28,160,90,0.0935412026726058,0.24478594950603733,1,1
1231,Santa Clara,085,06085503117,570,65,652,75,181,249,54,45,148,67,127,55,101,60,0.3175438596491228,0.38190184049079756,0,0
1232,Santa Clara,085,06085503118,1191,107,1323,121,216,274,138,72,116,96,78,44,158,88,0.181360201511335,0.20710506424792138,0,0
1233,Santa Clara,085,06085503121,933,121,939,151,264,196,87,59,8,13,177,78,188,91,0.2829581993569132,0.20873269435569755,0,1
1234,Santa Clara,085,06085503122,667,85,665,96,203,118,40,36,15,25,163,70,103,64,0.30434782608695654,0.1774436090225564,0,1
1235,Santa Clara,085,06085503123,768,102,840,143,166,162,45,51,16,22,121,52,146,99,0.21614583333333334,0.19285714285714287,1,1
1236,Santa Clara,085,06085503329,1049,43,853,50,23,77,7,9,39,34,16,16,38,40,0.0219256434699714,0.09026963657678781,1,1
1237,Santa Clara,085,06085503330,1971,121,1948,107,135,39,49,46,15,24,86,86,24,27,0.0684931506849315,0.02002053388090349,0,1
1238,Santa Clara,085,06085503331,902,81,912,86,0,34,0,12,0,12,0,12,34,36,0.0,0.03728070175438596,1,1
1239,Santa Clara,085,06085503332,1550,129,1742,132,38,18,0,17,8,21,38,46,10,18,0.024516129032258065,0.010332950631458095,1,1
1240,Santa Clara,085,06085503333,1122,75,1083,84,48,131,0,12,0,12,48,43,131,92,0.0427807486631016,0.12096029547553093,1,1
1241,Santa Clara,085,06085503334,2352,117,2401,128,148,118,40,48,17,26,108,61,101,82,0.06292517006802721,0.04914618908788005,1,1
1242,Santa Clara,085,06085503336,780,53,802,48,128,109,24,20,44,43,104,39,65,32,0.1641025641025641,0.13591022443890274,0,0
1243,Santa Clara,085,06085503337,821,57,850,50,88,109,30,29,37,33,58,37,72,45,0.1071863580998782,0.12823529411764706,0,0
1244,Santa Clara,085,06085503710,830,88,710,88,197,162,0,12,21,26,197,90,141,67,0.23734939759036144,0.22816901408450704,1,1
1245,Santa Clara,085,06085503711,912,59,922,62,231,127,42,33,29,27,189,72,98,55,0.2532894736842105,0.13774403470715835,0,0
1246,Santa Clara,085,06085503712,943,109,923,112,150,183,12,19,96,92,138,76,87,73,0.15906680805938495,0.19826652221018418,1,0
1247,Santa Clara,085,06085503713,689,99,725,110,116,173,36,36,65,69,80,63,108,69,0.1683599419448476,0.2386206896551724,0,1
1248,Santa Clara,085,06085503902,1311,88,1318,117,356,195,133,84,58,56,223,93,137,109,0.2715484363081617,0.1479514415781487,0,0
1249,Santa Clara,085,06085503903,728,67,725,82,149,219,49,32,67,63,100,49,152,73,0.20467032967032966,0.3020689655172414,0,0
1250,Santa Clara,085,06085504322,1278,179,1434,184,115,104,0,17,0,17,115,81,104,76,0.08998435054773082,0.07252440725244072,1,1
1251,Santa Clara,085,06085504323,1367,125,1434,113,119,91,45,50,40,41,74,50,51,62,0.08705193855157278,0.06345885634588563,1,1
1252,Santa Clara,085,06085504423,578,48,595,59,23,62,0,12,3,6,23,19,59,33,0.039792387543252594,0.10420168067226891,1,1
1253,Santa Clara,085,06085505008,1776,232,1399,169,77,42,55,49,21,34,22,32,21,28,0.04335585585585586,0.03002144388849178,1,1
1254,Santa Clara,085,06085505009,2288,233,1637,172,209,331,96,72,122,102,113,75,209,116,0.09134615384615384,0.20219914477703116,0,0
1255,Santa Clara,085,06085508003,592,55,598,55,18,43,12,14,4,8,6,8,39,39,0.030405405405405407,0.07190635451505016,1,1
1256,Santa Clara,085,06085508004,1550,156,1699,151,113,150,25,30,9,15,88,75,141,90,0.07290322580645162,0.08828722778104768,1,1
1257,Santa Clara,085,06085508507,817,92,707,148,27,133,0,12,23,26,27,45,110,94,0.033047735618115054,0.18811881188118812,1,1
1258,Santa Clara,085,06085511608,22,15,19,21,8,0,0,12,0,12,8,11,0,12,0.36363636363636365,0.0,1,1
1259,Santa Clara,085,06085508508,1386,133,1274,125,41,123,13,20,59,52,28,27,64,61,0.02958152958152958,0.09654631083202511,1,0
1260,Santa Clara,085,06085511301,899,105,975,136,118,172,42,54,21,30,76,74,151,76,0.13125695216907676,0.1764102564102564,1,1
1261,Santa Clara,085,06085511302,785,158,784,172,51,55,51,63,13,23,0,12,42,42,0.06496815286624204,0.07015306122448979,1,1
1262,Santa Clara,085,06085511609,781,104,794,112,89,99,27,25,0,12,62,44,99,59,0.11395646606914213,0.12468513853904283,0,1
1263,Santa Clara,085,06085511704,1417,105,1338,113,69,42,10,15,0,12,59,41,42,39,0.048694424841213835,0.03139013452914798,1,1
1264,Santa Clara,085,06085511705,259,28,262,49,4,18,4,6,0,12,0,12,18,16,0.015444015444015444,0.06870229007633588,1,1
1265,Alameda,001,06001403501,777,169,674,221,7,280,0,12,57,60,7,13,223,171,0.009009009009009009,0.41543026706231456,1,1
1266,Alameda,001,06001403502,384,85,327,84,30,67,26,33,30,35,4,9,37,29,0.078125,0.20489296636085627,1,1
1267,Alameda,001,06001403701,300,73,293,102,18,38,0,12,2,10,18,20,36,37,0.06,0.1296928327645051,1,1
1268,Alameda,001,06001403702,321,85,457,109,37,78,17,20,0,12,20,21,78,84,0.11526479750778816,0.17067833698030635,1,1
1269,Alameda,001,06001404101,650,86,520,88,48,55,0,12,0,12,48,53,55,49,0.07384615384615385,0.10576923076923077,1,1
1270,Alameda,001,06001404102,435,100,276,111,3,14,0,12,0,12,3,6,14,20,0.006896551724137931,0.050724637681159424,1,1
1271,Alameda,001,06001405301,612,111,505,129,64,81,0,12,31,44,64,45,50,49,0.10457516339869281,0.1603960396039604,1,1
1272,Alameda,001,06001405302,484,104,323,109,86,44,31,40,25,28,55,42,19,34,0.17768595041322313,0.13622291021671826,1,1
1273,Alameda,001,06001405401,699,116,755,132,108,158,36,46,22,25,72,50,136,70,0.15450643776824036,0.20927152317880796,1,1
1274,Alameda,001,06001405402,697,109,623,103,156,147,10,14,16,26,146,72,131,73,0.22381635581061693,0.23595505617977527,1,1
1275,Alameda,001,06001405901,904,87,812,124,257,227,61,56,89,91,196,83,138,76,0.2842920353982301,0.27955665024630544,0,1
1276,Alameda,001,06001405902,693,77,703,82,110,137,7,8,9,14,103,47,128,75,0.15873015873015872,0.19487908961593173,1,1
1277,Alameda,001,06001406601,1119,128,1098,122,226,338,43,45,77,78,183,84,261,121,0.20196604110813227,0.30783242258652094,1,1
1278,Alameda,001,06001406602,605,65,416,91,138,112,40,27,0,12,98,45,112,61,0.228099173553719,0.2692307692307692,0,1
1279,Alameda,001,06001407101,716,90,691,102,113,261,12,20,87,62,101,69,174,94,0.15782122905027932,0.37771345875542695,1,0
1280,Alameda,001,06001407102,948,100,985,125,209,221,46,43,50,62,163,90,171,93,0.22046413502109705,0.22436548223350253,0,1
1281,Alameda,001,06001410500,569,79,627,83,320,299,22,26,4,8,298,75,295,84,0.562390158172232,0.4768740031897927,1,1
1282,Alameda,001,06001425101,276,69,193,94,0,6,0,12,0,12,0,12,6,10,0.0,0.031088082901554404,1,1
1283,Alameda,001,06001425102,687,108,513,135,81,87,0,12,33,34,81,44,54,60,0.11790393013100436,0.1695906432748538,1,1
1284,Alameda,001,06001425103,623,92,639,140,36,177,16,25,0,12,20,23,177,108,0.05778491171749599,0.27699530516431925,1,1
1285,Alameda,001,06001425104,608,77,630,122,177,108,21,22,74,62,156,57,34,43,0.2911184210526316,0.17142857142857143,1,1
1286,Santa Clara,085,06085501101,813,138,782,173,97,136,36,33,95,93,61,56,41,33,0.11931119311193111,0.17391304347826086,0,0
1287,Santa Clara,085,06085501102,964,88,928,121,147,119,70,54,51,56,77,56,68,54,0.1524896265560166,0.12823275862068967,0,1
1288,Santa Clara,085,06085501401,736,73,701,82,255,197,112,58,59,46,143,52,138,67,0.34646739130434784,0.2810271041369472,0,0
1289,Santa Clara,085,06085501402,613,60,620,72,119,200,45,31,82,49,74,43,118,47,0.19412724306688417,0.3225806451612903,0,0
1290,Santa Clara,085,06085502301,900,111,799,121,126,126,15,18,10,16,111,53,116,80,0.14,0.15769712140175218,1,1
1291,Marin,041,06041102202,1659,138,1804,193,180,159,98,119,33,39,82,89,126,119,0.10849909584086799,0.08813747228381374,1,1
1292,Marin,041,06041102203,1401,135,1198,202,187,309,15,18,206,127,172,67,103,80,0.1334760885082084,0.2579298831385643,1,0
1293,Marin,041,06041109001,1007,120,767,137,117,82,88,79,5,10,29,26,77,80,0.11618669314796425,0.10691003911342895,0,1
1294,Marin,041,06041109002,995,90,1101,129,76,200,8,13,32,36,68,36,168,96,0.0763819095477387,0.18165304268846502,1,1
1295,Santa Clara,085,06085511707,688,79,837,94,12,34,9,14,17,26,3,7,17,25,0.01744186046511628,0.04062126642771804,1,1
1296,Santa Clara,085,06085512037,862,45,864,60,59,51,18,23,5,8,41,25,46,35,0.06844547563805105,0.059027777777777776,1,1
1297,Santa Clara,085,06085511915,894,86,874,118,200,171,112,69,107,78,88,63,64,53,0.22371364653243847,0.1956521739130435,0,0
1298,Santa Clara,085,06085511916,1260,87,1197,108,82,101,24,35,23,36,58,38,78,43,0.06507936507936508,0.08437761069340016,1,1
1299,Santa Clara,085,06085512036,1352,124,1265,137,158,168,95,61,10,16,63,32,158,103,0.11686390532544379,0.13280632411067195,0,1
1300,Santa Clara,085,06085512038,848,61,709,140,132,204,41,29,55,51,91,42,149,86,0.15566037735849056,0.28772919605077574,0,0
1301,Santa Clara,085,06085512039,1222,72,1087,105,176,134,103,71,22,26,73,45,112,57,0.14402618657937807,0.12327506899724011,0,1
1302,Santa Clara,085,06085512042,671,55,590,99,123,60,49,32,13,15,74,43,47,40,0.18330849478390462,0.1016949152542373,0,1
1303,Santa Clara,085,06085512043,1251,99,1405,93,369,428,97,62,71,62,272,99,357,128,0.2949640287769784,0.30462633451957294,0,0
1304,Santa Clara,085,06085512045,1456,86,1371,129,82,113,28,25,40,42,54,48,73,46,0.05631868131868132,0.0824215900802334,0,1
1305,Santa Clara,085,06085512047,1428,82,1449,109,123,168,67,36,36,31,56,31,132,81,0.0861344537815126,0.11594202898550725,0,0
1306,Santa Clara,085,06085512052,1127,122,873,142,217,88,73,33,23,29,144,57,65,49,0.19254658385093168,0.10080183276059565,0,1
1307,Santa Clara,085,06085512053,1147,106,1353,97,156,243,17,19,12,20,139,83,231,101,0.13600697471665213,0.17960088691796008,1,1
1308,Santa Clara,085,06085512310,1274,121,995,111,243,196,57,55,42,38,186,94,154,81,0.19073783359497645,0.19698492462311556,0,0
1309,Santa Clara,085,06085512311,1002,89,693,76,38,45,31,27,0,12,7,11,45,40,0.03792415169660679,0.06493506493506493,1,1
1310,Santa Clara,085,06085512312,916,73,743,79,145,102,23,27,14,26,122,49,88,46,0.15829694323144106,0.13728129205921938,1,1
1311,Santa Clara,085,06085512313,911,96,1036,88,98,298,24,28,66,64,74,57,232,105,0.10757409440175632,0.2876447876447876,1,0
1312,Santa Clara,085,06085512314,1548,134,1511,145,227,421,86,68,35,43,141,76,386,159,0.146640826873385,0.2786234281932495,0,1
1313,Santa Clara,085,06085512509,1296,101,1077,89,153,94,46,53,48,57,107,79,46,50,0.11805555555555555,0.0872794800371402,1,1
1314,Santa Clara,085,06085512510,1882,179,1643,144,490,225,105,93,125,102,385,167,100,96,0.2603613177470776,0.13694461351186854,0,0
1315,Santa Clara,085,06085512603,890,79,693,91,290,211,60,40,58,47,230,66,153,64,0.3258426966292135,0.30447330447330445,0,0
1316,Santa Clara,085,06085512604,1047,83,812,97,286,323,49,41,71,61,237,75,252,84,0.2731614135625597,0.3977832512315271,0,0
1317,Santa Clara,085,06085513000,369,107,447,96,11,10,0,17,10,15,11,17,0,17,0.02981029810298103,0.02237136465324385,1,1
1318,Santa Clara,085,06085513500,292,56,215,62,24,38,0,12,30,21,24,29,8,17,0.0821917808219178,0.17674418604651163,1,1
1319,Solano,095,06095250103,1119,135,1208,129,327,331,58,47,0,12,269,125,331,137,0.29222520107238603,0.2740066225165563,0,1
1320,Alameda,001,06001444302,1037,106,1027,107,139,202,40,40,70,48,99,58,132,79,0.13404050144648022,0.1966893865628043,0,0
1321,Alameda,001,06001444601,1428,91,1113,84,184,167,162,96,68,44,22,22,99,69,0.12885154061624648,0.1500449236298293,0,0
1322,Alameda,001,06001444602,1151,110,1006,124,79,160,16,26,24,34,63,51,136,65,0.0686359687228497,0.15904572564612326,1,1
1323,Alameda,001,06001450101,1434,136,1150,122,235,155,75,59,44,35,160,94,111,63,0.16387726638772665,0.13478260869565217,0,0
1324,Alameda,001,06001450102,1130,76,899,81,92,82,20,22,72,68,72,42,10,19,0.08141592920353982,0.09121245828698554,1,1
1325,Alameda,001,06001450501,840,99,909,110,71,38,64,57,0,12,7,12,38,50,0.08452380952380953,0.041804180418041806,1,1
1326,Alameda,001,06001450502,1696,94,1401,105,130,110,99,78,60,52,31,28,50,40,0.07665094339622641,0.07851534618129907,0,0
1327,Alameda,001,06001450743,1855,132,1463,130,265,289,148,86,75,63,117,62,214,105,0.14285714285714285,0.1975393028024607,0,0
1328,Alameda,001,06001450744,1638,122,1374,82,142,82,35,41,0,12,107,52,82,46,0.08669108669108669,0.05967976710334789,1,1
1329,Alameda,001,06001450745,1706,136,1579,118,60,184,11,17,89,85,49,51,95,61,0.035169988276670575,0.11652944901836605,1,0
1330,Alameda,001,06001450746,960,70,833,102,64,127,10,17,12,18,54,43,115,84,0.06666666666666667,0.1524609843937575,1,1
1331,Alameda,001,06001450750,1297,153,914,142,206,123,125,78,36,34,81,49,87,60,0.15882806476484193,0.13457330415754923,0,0
1332,Alameda,001,06001450751,2584,128,688,60,13,28,8,13,0,12,5,8,28,28,0.005030959752321981,0.040697674418604654,1,1
1333,Alameda,001,06001450752,1641,77,1326,83,105,83,58,38,48,48,47,33,35,41,0.06398537477148081,0.06259426847662142,0,1
1334,Alameda,001,06001451403,550,55,492,81,77,39,20,23,26,31,57,38,13,17,0.14,0.07926829268292683,1,1
1335,Alameda,001,06001451404,1566,185,1383,196,265,439,163,103,122,81,102,68,317,131,0.16922094508301405,0.31742588575560376,0,0
1336,Alameda,001,06001451504,466,48,485,53,76,27,23,23,23,30,53,30,4,7,0.1630901287553648,0.05567010309278351,0,1
1337,Alameda,001,06001451505,1055,51,995,83,32,21,27,44,21,28,5,9,0,12,0.03033175355450237,0.021105527638190954,1,1
1338,Alameda,001,06001451506,776,83,873,95,105,213,15,25,29,35,90,69,184,94,0.13530927835051546,0.24398625429553264,1,1
1339,Alameda,001,06001451703,1167,86,1115,89,85,84,27,29,63,68,58,47,21,30,0.0728363324764353,0.07533632286995516,1,1
1340,Alameda,001,06001451704,1196,88,1139,117,89,210,51,55,145,74,38,27,65,60,0.07441471571906355,0.18437225636523266,1,0
1341,Alameda,001,06001981900,12,10,3,6,0,0,0,12,0,12,0,12,0,12,0.0,0.0,1,1
1342,Alameda,001,06001982000,17,11,33,17,6,0,0,12,0,12,6,8,0,12,0.35294117647058826,0.0,1,1
1343,Alameda,001,06001983200,124,30,85,23,8,12,0,12,0,12,8,10,12,2,0.06451612903225806,0.1411764705882353,1,1
1344,Alameda,001,06001990000,0,12,0,12,0,0,0,12,0,12,0,12,0,12,,,1,1
1345,Contra Costa,013,06013359103,1227,138,1464,150,148,214,15,26,87,80,133,57,127,74,0.12061939690301549,0.14617486338797814,1,0
1346,Contra Costa,013,06013359104,493,77,514,102,126,82,23,29,52,55,103,52,30,35,0.25557809330628806,0.15953307392996108,1,1
1347,Contra Costa,013,06013359105,1302,81,1203,112,91,222,15,17,30,42,76,58,192,104,0.06989247311827956,0.18453865336658354,1,1
1348,Contra Costa,013,06013360101,1217,132,1128,138,128,49,28,27,0,17,100,54,49,40,0.10517666392769104,0.04343971631205674,0,1
1349,Contra Costa,013,06013360102,1169,101,1181,116,65,20,12,19,0,12,53,50,20,24,0.055603079555175364,0.01693480101608806,1,1
1350,Contra Costa,013,06013365003,1119,220,1170,176,231,281,54,49,12,31,177,97,269,143,0.2064343163538874,0.24017094017094018,0,1
1351,Contra Costa,013,06013368001,1099,83,1135,138,245,165,110,71,43,48,135,76,122,111,0.2229299363057325,0.14537444933920704,0,1
1352,Contra Costa,013,06013368002,822,78,686,98,179,183,39,29,100,72,140,64,83,66,0.21776155717761558,0.26676384839650147,0,0
1353,Contra Costa,013,06013392200,2585,182,2378,128,465,328,101,95,92,80,364,173,236,116,0.17988394584139264,0.13793103448275862,0,0
1354,Contra Costa,013,06013392300,780,69,758,70,128,87,10,10,0,12,118,52,87,71,0.1641025641025641,0.11477572559366754,0,1
1355,Contra Costa,013,06013990000,0,12,0,12,0,0,0,12,0,12,0,12,0,12,,,1,1
1356,Contra Costa,013,06013302005,1574,176,1451,166,304,170,139,129,72,48,165,88,98,66,0.193138500635324,0.1171605789110958,0,0
1357,Contra Costa,013,06013302006,1018,103,1068,100,131,77,50,48,20,24,81,67,57,43,0.12868369351669942,0.07209737827715355,0,1
1358,Contra Costa,013,06013302007,1648,123,1382,164,369,280,210,130,69,55,159,93,211,96,0.22390776699029127,0.20260492040520983,0,0
1359,Contra Costa,013,06013302008,2026,133,1906,165,371,466,34,46,123,105,337,137,343,170,0.18311944718657452,0.24449108079748164,1,0
1360,Contra Costa,013,06013302009,1665,133,1459,137,413,366,102,78,104,75,311,111,262,123,0.24804804804804806,0.25085675119945167,0,0
1361,San Francisco,075,06075011901,452,73,297,77,9,7,0,12,7,14,9,15,0,12,0.01991150442477876,0.02356902356902357,1,1
1362,San Francisco,075,06075011902,387,82,341,122,9,72,0,12,32,45,9,14,40,29,0.023255813953488372,0.21114369501466276,1,1
1363,San Francisco,075,06075012201,599,136,777,171,13,104,0,12,19,33,13,21,85,90,0.021702838063439065,0.13384813384813385,1,1
1364,San Francisco,075,06075012202,408,112,370,113,13,145,13,19,145,50,0,12,0,12,0.031862745098039214,0.3918918918918919,1,1
1365,San Francisco,075,06075012301,281,95,259,103,32,52,4,11,0,12,28,30,52,56,0.11387900355871886,0.20077220077220076,1,1
1366,San Francisco,075,06075012302,228,64,279,93,31,0,0,12,0,12,31,34,0,12,0.13596491228070176,0.0,1,1
1367,San Francisco,075,06075012401,725,158,653,206,110,141,37,42,5,16,73,91,136,120,0.15172413793103448,0.21592649310872894,1,1
1368,San Francisco,075,06075012402,537,153,452,141,75,19,19,32,5,11,56,52,14,24,0.13966480446927373,0.0420353982300885,1,1
1369,San Francisco,075,06075012501,728,164,471,133,169,24,0,12,15,24,169,96,9,14,0.23214285714285715,0.050955414012738856,1,1
1370,San Francisco,075,06075012502,521,166,376,129,10,0,0,12,0,12,10,18,0,12,0.019193857965451054,0.0,1,1
1371,San Francisco,075,06075012601,496,100,418,138,13,0,0,12,0,12,13,20,0,12,0.02620967741935484,0.0,1,1
1372,San Francisco,075,06075012602,499,110,629,139,42,86,12,18,0,12,30,29,86,97,0.0841683366733467,0.13672496025437203,1,1
1373,San Francisco,075,06075012901,466,85,341,97,0,0,0,12,0,12,0,12,0,12,0.0,0.0,1,1
1374,San Francisco,075,06075012902,608,156,503,187,105,18,31,37,0,12,74,87,18,29,0.17269736842105263,0.03578528827037773,1,1
1375,San Francisco,075,06075013101,735,188,563,145,0,23,0,12,0,12,0,12,23,34,0.0,0.04085257548845471,1,1
1376,San Francisco,075,06075013102,711,140,485,123,47,34,17,19,0,12,30,48,34,38,0.06610407876230662,0.07010309278350516,1,1
1377,Contra Costa,013,06013302010,2907,141,2407,202,315,342,157,106,99,85,158,106,243,147,0.10835913312693499,0.14208558371416702,0,0
1378,Contra Costa,013,06013303102,2294,215,1922,156,197,371,42,50,50,63,155,84,321,136,0.08587619877942458,0.19302809573361082,1,1
1379,Contra Costa,013,06013303103,3274,251,2465,183,421,376,110,74,113,76,311,102,263,97,0.128588882101405,0.15253549695740365,0,0
1380,Contra Costa,013,06013303201,2825,181,2424,187,518,410,189,137,108,68,329,136,302,190,0.18336283185840707,0.16914191419141913,0,0
1381,Contra Costa,013,06013303202,1917,156,1643,190,167,75,20,31,0,17,147,123,75,52,0.08711528429838289,0.04564820450395618,1,1
1382,Contra Costa,013,06013303203,2682,149,2280,200,420,263,169,103,121,132,251,137,142,94,0.15659955257270694,0.11535087719298245,0,1
1383,Contra Costa,013,06013303204,1175,112,1190,122,165,146,39,35,21,23,126,65,125,62,0.14042553191489363,0.1226890756302521,0,1
1384,Contra Costa,013,06013303205,2406,175,2142,181,238,84,135,101,73,92,103,91,11,24,0.09891936824605153,0.0392156862745098,0,1
1385,Contra Costa,013,06013304001,1422,116,999,123,85,82,0,12,27,30,85,55,55,59,0.05977496483825598,0.08208208208208208,1,1
1386,Contra Costa,013,06013304002,315,58,312,87,44,62,0,12,21,27,44,37,41,53,0.13968253968253969,0.1987179487179487,1,1
