Geoid,County,Geography,Eligible_Tract,Recommended_Tract_30_20_30,Contiguous_Tract,ACS 2012_2016_Tract,OZ_Possible_Tract
06081601502,San Mateo,"Census Tract 6015.02, San Mateo County",Yes,,,,Yes
06081601601,San Mateo,"Census Tract 6016.01, San Mateo County",Yes,,,,Yes
06081601902,San Mateo,"Census Tract 6019.02, San Mateo County",,,Yes,,Yes
06081602100,San Mateo,"Census Tract 6021, San Mateo County",Yes,,,,Yes
06081602200,San Mateo,"Census Tract 6022, San Mateo County",Yes,,,,Yes
06081602300,San Mateo,"Census Tract 6023, San Mateo County",,,Yes,,Yes
06081603801,San Mateo,"Census Tract 6038.01, San Mateo County",Yes,,,,Yes
06081604101,San Mateo,"Census Tract 6041.01, San Mateo County",,,Yes,,Yes
06081604102,San Mateo,"Census Tract 6041.02, San Mateo County",Yes,,,,Yes
06081604200,San Mateo,"Census Tract 6042, San Mateo County",,,Yes,,Yes
06081605400,San Mateo,"Census Tract 6054, San Mateo County",,,Yes,,Yes
06081605900,San Mateo,"Census Tract 6059, San Mateo County",,,Yes,,Yes
06081606000,San Mateo,"Census Tract 6060, San Mateo County",Yes,,,,Yes
06081606100,San Mateo,"Census Tract 6061, San Mateo County",Yes,,,,Yes
06081606200,San Mateo,"Census Tract 6062, San Mateo County",Yes,,,,Yes
06081607701,San Mateo,"Census Tract 6077.01, San Mateo County",,,Yes,,Yes
06081610100,San Mateo,"Census Tract 6101, San Mateo County",Yes,,,,Yes
06081610201,San Mateo,"Census Tract 6102.01, San Mateo County",Yes,,,,Yes
06081610202,San Mateo,"Census Tract 6102.02, San Mateo County",Yes,Yes,,,Yes
06081610203,San Mateo,"Census Tract 6102.03, San Mateo County",Yes,,,,Yes
06081610302,San Mateo,"Census Tract 6103.02, San Mateo County",Yes,,,,Yes
06081610400,San Mateo,"Census Tract 6104, San Mateo County",Yes,,,,Yes
06081610500,San Mateo,"Census Tract 6105, San Mateo County",Yes,Yes,,,Yes
06081610601,San Mateo,"Census Tract 6106.01, San Mateo County",Yes,Yes,,,Yes
06081610700,San Mateo,"Census Tract 6107, San Mateo County",Yes,,,,Yes
06081610800,San Mateo,"Census Tract 6108, San Mateo County",Yes,,,,Yes
06081610900,San Mateo,"Census Tract 6109, San Mateo County",Yes,,,,Yes
06081611700,San Mateo,"Census Tract 6117, San Mateo County",Yes,,,,Yes
06081611800,San Mateo,"Census Tract 6118, San Mateo County",Yes,,,,Yes
06081611900,San Mateo,"Census Tract 6119, San Mateo County",Yes,,,,Yes
06081612000,San Mateo,"Census Tract 6120, San Mateo County",Yes,,,,Yes
06081612100,San Mateo,"Census Tract 6121, San Mateo County",Yes,,,,Yes
06083000301,Santa Barbara,"Census Tract 3.01, Santa Barbara County",Yes,,,,Yes
06083000302,Santa Barbara,"Census Tract 3.02, Santa Barbara County",Yes,,,,Yes
06083000804,Santa Barbara,"Census Tract 8.04, Santa Barbara County",Yes,,,,Yes
06083000900,Santa Barbara,"Census Tract 9, Santa Barbara County",Yes,,,,Yes
06083001101,Santa Barbara,"Census Tract 11.01, Santa Barbara County",Yes,,,,Yes
06083001102,Santa Barbara,"Census Tract 11.02, Santa Barbara County",Yes,,,,Yes
06083001206,Santa Barbara,"Census Tract 12.06, Santa Barbara County",Yes,,,,Yes
06083001604,Santa Barbara,"Census Tract 16.04, Santa Barbara County",Yes,,,,Yes
06083001800,Santa Barbara,"Census Tract 18, Santa Barbara County",Yes,,,,Yes
06083002101,Santa Barbara,"Census Tract 21.01, Santa Barbara County",Yes,Yes,,,Yes
06083002103,Santa Barbara,"Census Tract 21.03, Santa Barbara County",Yes,,,,Yes
06083002205,Santa Barbara,"Census Tract 22.05, Santa Barbara County",Yes,,,,Yes
06083002206,Santa Barbara,"Census Tract 22.06, Santa Barbara County",Yes,,,,Yes
06083002209,Santa Barbara,"Census Tract 22.09, Santa Barbara County",Yes,,,,Yes
06083002303,Santa Barbara,"Census Tract 23.03, Santa Barbara County",Yes,,,,Yes
06083002304,Santa Barbara,"Census Tract 23.04, Santa Barbara County",Yes,,,,Yes
06083002305,Santa Barbara,"Census Tract 23.05, Santa Barbara County",Yes,,,,Yes
06083002402,Santa Barbara,"Census Tract 24.02, Santa Barbara County",Yes,,,,Yes
06083002403,Santa Barbara,"Census Tract 24.03, Santa Barbara County",Yes,Yes,,,Yes
06083002404,Santa Barbara,"Census Tract 24.04, Santa Barbara County",Yes,Yes,,,Yes
06083002502,Santa Barbara,"Census Tract 25.02, Santa Barbara County",Yes,,,,Yes
06083002606,Santa Barbara,"Census Tract 26.06, Santa Barbara County",Yes,,,,Yes
06083002702,Santa Barbara,"Census Tract 27.02, Santa Barbara County",Yes,Yes,,,Yes
06083002703,Santa Barbara,"Census Tract 27.03, Santa Barbara County",Yes,,,,Yes
06083002705,Santa Barbara,"Census Tract 27.05, Santa Barbara County",Yes,Yes,,,Yes
06083002706,Santa Barbara,"Census Tract 27.06, Santa Barbara County",Yes,Yes,,,Yes
06083002707,Santa Barbara,"Census Tract 27.07, Santa Barbara County",Yes,,,,Yes
06083002806,Santa Barbara,"Census Tract 28.06, Santa Barbara County",,,Yes,,Yes
06083002915,Santa Barbara,"Census Tract 29.15, Santa Barbara County",Yes,,,,Yes
06083002922,Santa Barbara,"Census Tract 29.22, Santa Barbara County",,,Yes,,Yes
06083002924,Santa Barbara,"Census Tract 29.24, Santa Barbara County",Yes,Yes,,,Yes
06083002926,Santa Barbara,"Census Tract 29.26, Santa Barbara County",Yes,,,,Yes
06083002928,Santa Barbara,"Census Tract 29.28, Santa Barbara County",Yes,,,,Yes
06083003001,Santa Barbara,"Census Tract 30.01, Santa Barbara County",Yes,,,,Yes
06083980100,Santa Barbara,"Census Tract 9801, Santa Barbara County",,,,Yes,Yes
06085500100,Santa Clara,"Census Tract 5001, Santa Clara County",Yes,,,,Yes
06085500200,Santa Clara,"Census Tract 5002, Santa Clara County",,,Yes,,Yes
06085500300,Santa Clara,"Census Tract 5003, Santa Clara County",Yes,,,,Yes
06085500400,Santa Clara,"Census Tract 5004, Santa Clara County",,,Yes,Yes,Yes
06085500600,Santa Clara,"Census Tract 5006, Santa Clara County",,,Yes,,Yes
06085500800,Santa Clara,"Census Tract 5008, Santa Clara County",Yes,,,,Yes
06085500901,Santa Clara,"Census Tract 5009.01, Santa Clara County",Yes,Yes,,,Yes
06085500902,Santa Clara,"Census Tract 5009.02, Santa Clara County",Yes,Yes,,,Yes
06085501000,Santa Clara,"Census Tract 5010, Santa Clara County",Yes,,,,Yes
06085501101,Santa Clara,"Census Tract 5011.01, Santa Clara County",Yes,,,,Yes
06085501102,Santa Clara,"Census Tract 5011.02, Santa Clara County",Yes,,,,Yes
06085501200,Santa Clara,"Census Tract 5012, Santa Clara County",Yes,,,,Yes
06085501300,Santa Clara,"Census Tract 5013, Santa Clara County",Yes,Yes,,,Yes
06085501401,Santa Clara,"Census Tract 5014.01, Santa Clara County",Yes,,,,Yes
06085501402,Santa Clara,"Census Tract 5014.02, Santa Clara County",Yes,,,,Yes
06085501501,Santa Clara,"Census Tract 5015.01, Santa Clara County",Yes,,,,Yes
06085501502,Santa Clara,"Census Tract 5015.02, Santa Clara County",Yes,,,,Yes
06085501600,Santa Clara,"Census Tract 5016, Santa Clara County",Yes,,,,Yes
06085501700,Santa Clara,"Census Tract 5017, Santa Clara County",Yes,,,,Yes
06085501800,Santa Clara,"Census Tract 5018, Santa Clara County",,,Yes,,Yes
06085501900,Santa Clara,"Census Tract 5019, Santa Clara County",Yes,,,,Yes
06085502001,Santa Clara,"Census Tract 5020.01, Santa Clara County",Yes,,,,Yes
06085502002,Santa Clara,"Census Tract 5020.02, Santa Clara County",Yes,,,,Yes
06085502102,Santa Clara,"Census Tract 5021.02, Santa Clara County",Yes,,,,Yes
06085502201,Santa Clara,"Census Tract 5022.01, Santa Clara County",Yes,,,,Yes
06085503105,Santa Clara,"Census Tract 5031.05, Santa Clara County",Yes,Yes,,,Yes
06085503108,Santa Clara,"Census Tract 5031.08, Santa Clara County",,,Yes,,Yes
06085503110,Santa Clara,"Census Tract 5031.10, Santa Clara County",Yes,,,,Yes
06085503111,Santa Clara,"Census Tract 5031.11, Santa Clara County",Yes,,,,Yes
06085503112,Santa Clara,"Census Tract 5031.12, Santa Clara County",Yes,,,,Yes
06085503113,Santa Clara,"Census Tract 5031.13, Santa Clara County",Yes,Yes,,,Yes
06085503116,Santa Clara,"Census Tract 5031.16, Santa Clara County",Yes,,,,Yes
06085503117,Santa Clara,"Census Tract 5031.17, Santa Clara County",Yes,Yes,,,Yes
06085503118,Santa Clara,"Census Tract 5031.18, Santa Clara County",Yes,,,,Yes
06085503121,Santa Clara,"Census Tract 5031.21, Santa Clara County",Yes,,,,Yes
06085503122,Santa Clara,"Census Tract 5031.22, Santa Clara County",Yes,,,,Yes
06085503123,Santa Clara,"Census Tract 5031.23, Santa Clara County",Yes,,,,Yes
06085503204,Santa Clara,"Census Tract 5032.04, Santa Clara County",Yes,,,,Yes
06085503207,Santa Clara,"Census Tract 5032.07, Santa Clara County",,,Yes,,Yes
06085503208,Santa Clara,"Census Tract 5032.08, Santa Clara County",Yes,,,,Yes
06085503210,Santa Clara,"Census Tract 5032.10, Santa Clara County",Yes,,,,Yes
06085503211,Santa Clara,"Census Tract 5032.11, Santa Clara County",,,,Yes,Yes
06085503212,Santa Clara,"Census Tract 5032.12, Santa Clara County",,,Yes,,Yes
06085503213,Santa Clara,"Census Tract 5032.13, Santa Clara County",Yes,,,,Yes
06085503214,Santa Clara,"Census Tract 5032.14, Santa Clara County",Yes,Yes,,,Yes
06085503217,Santa Clara,"Census Tract 5032.17, Santa Clara County",Yes,,,,Yes
06085503218,Santa Clara,"Census Tract 5032.18, Santa Clara County",Yes,,,,Yes
06085503304,Santa Clara,"Census Tract 5033.04, Santa Clara County",Yes,,,,Yes
06085503305,Santa Clara,"Census Tract 5033.05, Santa Clara County",Yes,,,,Yes
06085503306,Santa Clara,"Census Tract 5033.06, Santa Clara County",Yes,,,,Yes
06085503312,Santa Clara,"Census Tract 5033.12, Santa Clara County",,,Yes,,Yes
06085503315,Santa Clara,"Census Tract 5033.15, Santa Clara County",Yes,,,,Yes
06085503337,Santa Clara,"Census Tract 5033.37, Santa Clara County",Yes,,,,Yes
06085503401,Santa Clara,"Census Tract 5034.01, Santa Clara County",Yes,,,,Yes
06085503402,Santa Clara,"Census Tract 5034.02, Santa Clara County",Yes,Yes,,,Yes
06085503504,Santa Clara,"Census Tract 5035.04, Santa Clara County",Yes,,,,Yes
06085503506,Santa Clara,"Census Tract 5035.06, Santa Clara County",Yes,,,,Yes
06085503507,Santa Clara,"Census Tract 5035.07, Santa Clara County",Yes,,,,Yes
06085503508,Santa Clara,"Census Tract 5035.08, Santa Clara County",Yes,,,,Yes
06085503509,Santa Clara,"Census Tract 5035.09, Santa Clara County",Yes,,,,Yes
06085503510,Santa Clara,"Census Tract 5035.10, Santa Clara County",Yes,,,,Yes
06085503511,Santa Clara,"Census Tract 5035.11, Santa Clara County",,,Yes,,Yes
06085503601,Santa Clara,"Census Tract 5036.01, Santa Clara County",Yes,,,,Yes
06085503602,Santa Clara,"Census Tract 5036.02, Santa Clara County",Yes,,,,Yes
06085503703,Santa Clara,"Census Tract 5037.03, Santa Clara County",Yes,,,,Yes
06085503707,Santa Clara,"Census Tract 5037.07, Santa Clara County",Yes,,,,Yes
06085503708,Santa Clara,"Census Tract 5037.08, Santa Clara County",Yes,,,,Yes
06085503709,Santa Clara,"Census Tract 5037.09, Santa Clara County",Yes,,,,Yes
06085503710,Santa Clara,"Census Tract 5037.10, Santa Clara County",Yes,,,,Yes
06085503711,Santa Clara,"Census Tract 5037.11, Santa Clara County",Yes,,,,Yes
06085503712,Santa Clara,"Census Tract 5037.12, Santa Clara County",Yes,,,,Yes
06085503713,Santa Clara,"Census Tract 5037.13, Santa Clara County",Yes,,,,Yes
06085503802,Santa Clara,"Census Tract 5038.02, Santa Clara County",Yes,,,,Yes
06085503803,Santa Clara,"Census Tract 5038.03, Santa Clara County",Yes,,,,Yes
06085503804,Santa Clara,"Census Tract 5038.04, Santa Clara County",Yes,,,,Yes
06085503902,Santa Clara,"Census Tract 5039.02, Santa Clara County",Yes,,,,Yes
06085503903,Santa Clara,"Census Tract 5039.03, Santa Clara County",Yes,,,,Yes
06085504001,Santa Clara,"Census Tract 5040.01, Santa Clara County",Yes,,,,Yes
06085504002,Santa Clara,"Census Tract 5040.02, Santa Clara County",Yes,,,,Yes
06085504101,Santa Clara,"Census Tract 5041.01, Santa Clara County",Yes,,,,Yes
06085504102,Santa Clara,"Census Tract 5041.02, Santa Clara County",Yes,,,,Yes
06085504307,Santa Clara,"Census Tract 5043.07, Santa Clara County",,,Yes,,Yes
06085504308,Santa Clara,"Census Tract 5043.08, Santa Clara County",,,Yes,,Yes
06085504314,Santa Clara,"Census Tract 5043.14, Santa Clara County",Yes,,,,Yes
06085504315,Santa Clara,"Census Tract 5043.15, Santa Clara County",,,Yes,,Yes
06085504318,Santa Clara,"Census Tract 5043.18, Santa Clara County",Yes,,,,Yes
06085504319,Santa Clara,"Census Tract 5043.19, Santa Clara County",,,Yes,,Yes
06085504320,Santa Clara,"Census Tract 5043.20, Santa Clara County",,,Yes,,Yes
06085504321,Santa Clara,"Census Tract 5043.21, Santa Clara County",,,Yes,,Yes
06085504411,Santa Clara,"Census Tract 5044.11, Santa Clara County",,,Yes,,Yes
06085504412,Santa Clara,"Census Tract 5044.12, Santa Clara County",Yes,,,,Yes
06085504415,Santa Clara,"Census Tract 5044.15, Santa Clara County",,,Yes,,Yes
06085504417,Santa Clara,"Census Tract 5044.17, Santa Clara County",Yes,,,,Yes
06085504418,Santa Clara,"Census Tract 5044.18, Santa Clara County",Yes,,,,Yes
06085504420,Santa Clara,"Census Tract 5044.20, Santa Clara County",,,Yes,,Yes
06085504422,Santa Clara,"Census Tract 5044.22, Santa Clara County",Yes,,,,Yes
06085504423,Santa Clara,"Census Tract 5044.23, Santa Clara County",,,Yes,,Yes
06085504506,Santa Clara,"Census Tract 5045.06, Santa Clara County",,,Yes,,Yes
06085504507,Santa Clara,"Census Tract 5045.07, Santa Clara County",Yes,,,,Yes
06085504601,Santa Clara,"Census Tract 5046.01, Santa Clara County",Yes,,,,Yes
06085504602,Santa Clara,"Census Tract 5046.02, Santa Clara County",Yes,,,,Yes
06085504700,Santa Clara,"Census Tract 5047, Santa Clara County",Yes,,,,Yes
06085504802,Santa Clara,"Census Tract 5048.02, Santa Clara County",,,Yes,,Yes
06085504805,Santa Clara,"Census Tract 5048.05, Santa Clara County",,,Yes,,Yes
06085505009,Santa Clara,"Census Tract 5050.09, Santa Clara County",Yes,,,,Yes
06085505100,Santa Clara,"Census Tract 5051, Santa Clara County",Yes,,,,Yes
06085505202,Santa Clara,"Census Tract 5052.02, Santa Clara County",Yes,,,,Yes
06085505203,Santa Clara,"Census Tract 5052.03, Santa Clara County",,,Yes,,Yes
06085505301,Santa Clara,"Census Tract 5053.01, Santa Clara County",Yes,,,,Yes
06085505303,Santa Clara,"Census Tract 5053.03, Santa Clara County",Yes,,,,Yes
06085505600,Santa Clara,"Census Tract 5056, Santa Clara County",Yes,Yes,,,Yes
06085505700,Santa Clara,"Census Tract 5057, Santa Clara County",Yes,,,,Yes
06085506203,Santa Clara,"Census Tract 5062.03, Santa Clara County",,,Yes,,Yes
06085506301,Santa Clara,"Census Tract 5063.01, Santa Clara County",Yes,,,,Yes
06085506304,Santa Clara,"Census Tract 5063.04, Santa Clara County",Yes,,,,Yes
06085506305,Santa Clara,"Census Tract 5063.05, Santa Clara County",Yes,,,,Yes
06085506401,Santa Clara,"Census Tract 5064.01, Santa Clara County",,,Yes,,Yes
06085506501,Santa Clara,"Census Tract 5065.01, Santa Clara County",Yes,,,,Yes
06085508508,Santa Clara,"Census Tract 5085.08, Santa Clara County",,,Yes,,Yes
06085508704,Santa Clara,"Census Tract 5087.04, Santa Clara County",,,Yes,,Yes
06085508800,Santa Clara,"Census Tract 5088, Santa Clara County",Yes,,,,Yes
06085508900,Santa Clara,"Census Tract 5089, Santa Clara County",,,Yes,,Yes
06085509000,Santa Clara,"Census Tract 5090, Santa Clara County",Yes,,,,Yes
06085509303,Santa Clara,"Census Tract 5093.03, Santa Clara County",Yes,,,,Yes
06085509403,Santa Clara,"Census Tract 5094.03, Santa Clara County",Yes,,,,Yes
06085509500,Santa Clara,"Census Tract 5095, Santa Clara County",Yes,,,,Yes
06085511608,Santa Clara,"Census Tract 5116.08, Santa Clara County",Yes,,,,Yes
06085511915,Santa Clara,"Census Tract 5119.15, Santa Clara County",Yes,,,,Yes
06085512017,Santa Clara,"Census Tract 5120.17, Santa Clara County",Yes,,,,Yes
06085512019,Santa Clara,"Census Tract 5120.19, Santa Clara County",,,Yes,,Yes
06085512020,Santa Clara,"Census Tract 5120.20, Santa Clara County",,,Yes,Yes,Yes
06085512021,Santa Clara,"Census Tract 5120.21, Santa Clara County",,,Yes,,Yes
06085512022,Santa Clara,"Census Tract 5120.22, Santa Clara County",Yes,,,,Yes
06085512023,Santa Clara,"Census Tract 5120.23, Santa Clara County",Yes,,,,Yes
06085512026,Santa Clara,"Census Tract 5120.26, Santa Clara County",Yes,,,,Yes
06085512027,Santa Clara,"Census Tract 5120.27, Santa Clara County",Yes,,,,Yes
06085512038,Santa Clara,"Census Tract 5120.38, Santa Clara County",Yes,,,,Yes
06085512039,Santa Clara,"Census Tract 5120.39, Santa Clara County",,,Yes,,Yes
06085512042,Santa Clara,"Census Tract 5120.42, Santa Clara County",Yes,,,,Yes
06085512043,Santa Clara,"Census Tract 5120.43, Santa Clara County",Yes,,,,Yes
06085512052,Santa Clara,"Census Tract 5120.52, Santa Clara County",,,Yes,,Yes
06085512053,Santa Clara,"Census Tract 5120.53, Santa Clara County",Yes,,,,Yes
06085512310,Santa Clara,"Census Tract 5123.10, Santa Clara County",Yes,,,,Yes
06085512313,Santa Clara,"Census Tract 5123.13, Santa Clara County",Yes,,,,Yes
06085512314,Santa Clara,"Census Tract 5123.14, Santa Clara County",Yes,,,,Yes
06085512505,Santa Clara,"Census Tract 5125.05, Santa Clara County",,,Yes,,Yes
06085512506,Santa Clara,"Census Tract 5125.06, Santa Clara County",Yes,,,,Yes
06085512508,Santa Clara,"Census Tract 5125.08, Santa Clara County",Yes,,,,Yes
06085512509,Santa Clara,"Census Tract 5125.09, Santa Clara County",Yes,,,,Yes
06085512510,Santa Clara,"Census Tract 5125.10, Santa Clara County",,,Yes,Yes,Yes
06085512602,Santa Clara,"Census Tract 5126.02, Santa Clara County",Yes,,,,Yes
06085512603,Santa Clara,"Census Tract 5126.03, Santa Clara County",Yes,Yes,,,Yes
06085512604,Santa Clara,"Census Tract 5126.04, Santa Clara County",Yes,Yes,,,Yes
06085513000,Santa Clara,"Census Tract 5130, Santa Clara County",Yes,Yes,,,Yes
06085513500,Santa Clara,"Census Tract 5135, Santa Clara County",,,Yes,,Yes
06087100200,Santa Cruz,"Census Tract 1002, Santa Cruz County",,,Yes,,Yes
06087100300,Santa Cruz,"Census Tract 1003, Santa Cruz County",,,Yes,,Yes
06087100400,Santa Cruz,"Census Tract 1004, Santa Cruz County",Yes,,,,Yes
06087100500,Santa Cruz,"Census Tract 1005, Santa Cruz County",Yes,Yes,,,Yes
06087100600,Santa Cruz,"Census Tract 1006, Santa Cruz County",,,Yes,,Yes
06087100700,Santa Cruz,"Census Tract 1007, Santa Cruz County",,,Yes,Yes,Yes
06087100800,Santa Cruz,"Census Tract 1008, Santa Cruz County",Yes,,,,Yes
06087100900,Santa Cruz,"Census Tract 1009, Santa Cruz County",,,Yes,,Yes
06087101000,Santa Cruz,"Census Tract 1010, Santa Cruz County",Yes,Yes,,,Yes
06087101200,Santa Cruz,"Census Tract 1012, Santa Cruz County",,,Yes,,Yes
06087110100,Santa Cruz,"Census Tract 1101, Santa Cruz County",Yes,,,,Yes
