,state,county,tract,C17002_001E,C17002_008E,POP_BELOW200,TENURE_TOT,TENURE_OWN,TENURE_RENT,B25003A_001E,B25003A_002E,B25003A_003E,B25003B_001E,B25003B_002E,B25003B_003E,B25003C_001E,B25003C_002E,B25003C_003E,B25003D_001E,B25003D_002E,B25003D_003E,B25003E_001E,B25003E_002E,B25003E_003E,B25003F_001E,B25003F_002E,B25003F_003E,B25003G_001E,B25003G_002E,B25003G_003E,B25003H_001E,B25003H_002E,B25003H_003E,B25003I_001E,B25003I_002E,B25003I_003E
170,6,1,428600,3109,2621,488,1551,816,735,854,444,410,169,34,135,7,0,7,473,334,139,0,0,0,9,0,9,39,4,35,835,436,399,35,15,20
171,6,1,428700,3829,2445,1384,1293,444,849,473,170,303,286,8,278,14,0,14,429,254,175,19,5,14,40,7,33,32,0,32,428,133,295,99,44,55
172,6,1,430101,7017,5886,1131,2248,1960,288,996,814,182,64,64,0,9,9,0,1020,949,71,33,33,0,56,56,0,70,35,35,907,745,162,159,139,20
173,6,1,430102,2224,2091,133,867,724,143,629,538,91,24,24,0,0,0,0,173,139,34,0,0,0,5,0,5,36,23,13,570,483,87,64,55,9
174,6,1,430200,6593,6248,345,2506,2371,135,1923,1798,125,30,30,0,14,14,0,414,414,0,0,0,0,66,66,0,59,49,10,1808,1704,104,191,170,21
175,6,1,430300,3827,3314,513,1292,1051,241,958,836,122,95,20,75,6,0,6,160,139,21,0,0,0,56,47,9,17,9,8,899,799,100,115,84,31
176,6,1,430400,2101,1826,275,729,656,73,564,525,39,6,6,0,0,0,0,111,88,23,0,0,0,7,7,0,41,30,11,510,471,39,78,73,5
177,6,1,430500,5516,3678,1838,2031,1264,767,1109,827,282,353,89,264,19,19,0,385,287,98,31,0,31,84,36,48,50,6,44,786,655,131,421,222,199
178,6,1,430600,5993,4829,1164,2188,1751,437,1459,1164,295,118,59,59,9,0,9,509,467,42,0,0,0,0,0,0,93,61,32,1261,1061,200,217,122,95
179,6,1,430700,4026,3567,459,1329,1016,313,997,754,243,20,20,0,0,0,0,218,208,10,0,0,0,21,21,0,73,13,60,856,690,166,199,85,114
180,6,1,430800,6073,4414,1659,2204,1233,971,1530,932,598,59,29,30,13,0,13,446,208,238,64,9,55,49,12,37,43,43,0,1155,756,399,437,188,249
181,6,1,430900,4757,3070,1687,1801,383,1418,1138,310,828,242,22,220,18,14,4,217,37,180,17,0,17,94,0,94,75,0,75,936,285,651,300,52,248
182,6,1,431000,2842,2005,837,1102,404,698,752,309,443,35,0,35,0,0,0,214,95,119,34,0,34,31,0,31,36,0,36,487,263,224,321,46,275
183,6,1,431100,3397,2339,1058,1374,305,1069,999,264,735,143,0,143,0,0,0,112,32,80,4,0,4,70,9,61,46,0,46,745,222,523,324,51,273
184,6,1,431200,5659,4286,1373,2489,1324,1165,1574,894,680,441,111,330,14,14,0,371,254,117,15,15,0,38,18,20,36,18,18,1373,812,561,239,100,139
185,6,1,432100,3683,2872,811,1484,1072,412,835,722,113,203,69,134,9,9,0,251,140,111,0,0,0,116,88,28,70,44,26,732,649,83,244,180,64
186,6,1,432200,4211,3249,962,1707,742,965,951,492,459,276,59,217,23,13,10,267,125,142,38,0,38,97,23,74,55,30,25,752,449,303,380,85,295
187,6,1,432300,4687,3762,925,1709,1063,646,722,492,230,197,87,110,26,23,3,409,380,29,0,0,0,232,52,180,123,29,94,475,381,94,557,221,336
188,6,1,432400,6070,3807,2263,1852,752,1100,919,408,511,205,15,190,8,0,8,491,252,239,50,0,50,134,77,57,45,0,45,590,298,292,493,187,306
189,6,1,432501,4760,3194,1566,1469,753,716,663,340,323,80,9,71,25,0,25,527,324,203,14,14,0,123,53,70,37,13,24,446,211,235,362,202,160
190,6,1,432502,4877,3091,1786,1522,803,719,569,297,272,290,34,256,0,0,0,530,429,101,26,0,26,52,26,26,55,17,38,281,215,66,366,114,252
191,6,1,432600,7227,4484,2743,3036,895,2141,1152,532,620,760,93,667,42,16,26,543,140,403,128,0,128,209,30,179,202,84,118,838,478,360,713,153,560
192,6,1,432700,2848,2219,629,1064,729,335,712,520,192,76,23,53,0,0,0,161,145,16,11,11,0,50,7,43,54,23,31,606,476,130,162,51,111
193,6,1,432800,3514,3142,372,1352,1130,222,767,653,114,189,174,15,10,10,0,252,213,39,0,0,0,89,35,54,45,45,0,674,580,94,262,188,74
194,6,1,433000,3696,2336,1360,1342,902,440,843,608,235,85,20,65,10,7,3,339,246,93,6,6,0,20,0,20,39,15,24,652,511,141,218,104,114
195,6,1,433102,4076,3360,716,1329,928,401,539,323,216,38,10,28,33,33,0,559,471,88,11,6,5,94,67,27,55,18,37,318,245,73,350,145,205
196,6,1,433103,3737,2228,1509,1590,341,1249,570,121,449,566,31,535,0,0,0,250,166,84,31,9,22,58,5,53,115,9,106,289,64,225,378,62,316
197,6,1,433104,4078,2556,1522,1858,564,1294,1014,365,649,389,52,337,10,7,3,264,102,162,19,19,0,119,0,119,43,19,24,754,323,431,420,61,359
198,6,1,433200,7402,4602,2800,2774,1025,1749,908,432,476,757,105,652,16,0,16,856,467,389,11,11,0,72,0,72,154,10,144,620,348,272,403,94,309
199,6,1,433300,7502,5462,2040,2271,1758,513,1051,729,322,104,24,80,26,26,0,878,783,95,10,10,0,165,165,0,37,21,16,804,589,215,461,336,125
200,6,1,433400,6512,4905,1607,2292,1772,520,767,603,164,152,152,0,19,19,0,1154,901,253,0,0,0,78,26,52,122,71,51,612,448,164,286,207,79
201,6,1,433500,4884,3928,956,1405,1178,227,752,638,114,46,11,35,13,13,0,444,404,40,10,10,0,68,30,38,72,72,0,555,493,62,342,252,90
202,6,1,433600,5634,4165,1469,2158,1066,1092,791,427,364,350,60,290,33,33,0,791,492,299,0,0,0,133,34,99,60,20,40,629,367,262,295,94,201
203,6,1,433700,3274,2402,872,1040,379,661,668,188,480,130,48,82,5,0,5,116,59,57,0,0,0,78,47,31,43,37,6,323,104,219,429,131,298
204,6,1,433800,8467,5829,2638,2571,1050,1521,1150,502,648,539,42,497,0,0,0,663,448,215,10,10,0,200,39,161,9,9,0,593,257,336,766,293,473
205,6,1,433900,7580,3069,4511,2398,366,2032,930,132,798,930,57,873,67,12,55,255,138,117,10,0,10,128,27,101,78,0,78,213,68,145,916,89,827
206,6,1,434000,5201,2924,2277,1821,595,1226,946,339,607,416,29,387,11,0,11,190,165,25,7,0,7,198,43,155,53,19,34,405,200,205,787,190,597
207,6,1,435102,4458,3601,857,1571,1154,417,849,624,225,238,177,61,3,3,0,329,251,78,5,5,0,83,34,49,64,60,4,696,534,162,227,115,112
208,6,1,435103,6671,6175,496,2206,2056,150,1031,951,80,238,202,36,0,0,0,803,789,14,0,0,0,30,22,8,104,92,12,917,839,78,168,146,22
209,6,1,435104,5777,3581,2196,2038,413,1625,665,190,475,330,22,308,36,10,26,573,134,439,83,13,70,183,8,175,168,36,132,362,145,217,583,73,510
210,6,1,435200,4488,3720,768,1443,1168,275,641,455,186,405,328,77,0,0,0,240,228,12,0,0,0,76,76,0,81,81,0,465,369,96,273,171,102
211,6,1,435300,4212,2830,1382,1563,654,909,842,411,431,400,160,240,0,0,0,180,70,110,31,0,31,105,8,97,5,5,0,562,345,217,358,66,292
212,6,1,435400,4337,2619,1718,1761,440,1321,922,224,698,422,46,376,9,0,9,269,161,108,19,9,10,25,0,25,95,0,95,539,180,359,473,44,429
213,6,1,435500,3631,2391,1240,1412,431,981,822,214,608,232,27,205,14,8,6,143,87,56,20,20,0,125,62,63,56,13,43,473,160,313,495,137,358
214,6,1,435601,5687,2569,3118,1627,403,1224,967,243,724,119,7,112,6,0,6,85,16,69,40,0,40,288,117,171,122,20,102,320,100,220,988,267,721
215,6,1,435602,5393,3255,2138,1636,609,1027,1042,451,591,128,28,100,0,0,0,256,60,196,31,8,23,123,28,95,56,34,22,521,309,212,703,204,499
216,6,1,435700,4663,3597,1066,1385,959,426,891,654,237,115,40,75,0,0,0,165,136,29,0,0,0,147,113,34,67,16,51,523,385,138,509,376,133
217,6,1,435800,5321,4393,928,1645,1271,374,952,744,208,67,15,52,0,0,0,429,364,65,13,13,0,151,110,41,33,25,8,622,520,102,509,334,175
218,6,1,435900,5511,4479,1032,1611,1232,379,944,743,201,90,59,31,21,21,0,380,272,108,13,7,6,116,100,16,47,30,17,739,596,143,342,268,74
219,6,1,436000,4369,3788,581,1407,1119,288,908,788,120,55,6,49,15,15,0,205,176,29,18,10,8,153,97,56,53,27,26,691,593,98,422,320,102
220,6,1,436100,6057,4831,1226,1819,1041,778,962,579,383,126,23,103,41,41,0,478,289,189,0,0,0,139,80,59,73,29,44,622,473,149,507,232,275
221,6,1,436200,4219,2327,1892,1275,202,1073,666,93,573,266,20,246,10,0,10,133,74,59,39,0,39,139,6,133,22,9,13,248,47,201,584,61,523
222,6,1,436300,7861,5236,2625,2604,1080,1524,1119,354,765,515,167,348,25,9,16,602,489,113,0,0,0,284,61,223,59,0,59,452,194,258,1103,257,846
223,6,1,436401,7874,5615,2259,3013,1377,1636,1600,1003,597,530,52,478,12,0,12,376,216,160,17,17,0,112,0,112,366,89,277,1077,690,387,692,313,379
224,6,1,436402,2875,2576,299,1021,909,112,730,677,53,184,151,33,0,0,0,32,32,0,0,0,0,49,49,0,26,0,26,650,597,53,155,129,26
225,6,1,436500,4955,2833,2122,1715,422,1293,772,212,560,311,12,299,35,0,35,302,141,161,60,3,57,167,51,116,68,3,65,417,125,292,557,138,419
226,6,1,436601,6460,4380,2080,1854,659,1195,888,324,564,329,30,299,18,8,10,306,170,136,36,0,36,176,84,92,101,43,58,367,156,211,763,298,465
227,6,1,436602,5234,3092,2142,1667,328,1339,609,144,465,402,9,393,7,7,0,327,105,222,24,15,9,149,25,124,149,23,126,214,95,119,596,74,522
228,6,1,436700,3174,2569,605,1021,554,467,527,260,267,99,50,49,0,0,0,244,158,86,27,0,27,97,59,38,27,27,0,181,108,73,472,230,242
229,6,1,436800,4234,2728,1506,1338,615,723,609,261,348,144,85,59,8,8,0,261,124,137,8,8,0,216,81,135,92,48,44,311,209,102,541,160,381
230,6,1,436900,6487,3647,2840,1784,761,1023,994,387,607,122,28,94,26,26,0,271,176,95,39,9,30,244,99,145,88,36,52,342,182,160,1000,366,634
231,6,1,437000,3429,2545,884,1242,983,259,636,512,124,146,89,57,23,11,12,258,236,22,37,37,0,63,51,12,79,47,32,373,271,102,350,308,42
232,6,1,437101,6822,5779,1043,1907,1649,258,543,433,110,98,80,18,8,8,0,1004,931,73,28,23,5,113,79,34,113,95,18,354,318,36,339,231,108
233,6,1,437102,4458,3112,1346,1391,726,665,462,315,147,172,35,137,0,0,0,472,272,200,0,0,0,201,72,129,84,32,52,283,218,65,391,180,211
234,6,1,437200,7525,5655,1870,2301,1401,900,933,574,359,296,38,258,30,15,15,805,622,183,28,28,0,60,60,0,149,64,85,526,341,185,527,313,214
235,6,1,437300,3270,2189,1081,915,511,404,299,214,85,174,52,122,26,17,9,219,110,109,30,30,0,131,66,65,36,22,14,178,131,47,265,155,110
236,6,1,437400,3301,2513,788,907,696,211,506,407,99,34,30,4,19,5,14,168,131,37,20,4,16,135,109,26,25,10,15,209,148,61,468,375,93
237,6,1,437500,4584,2565,2019,1177,229,948,566,108,458,89,5,84,0,0,0,212,56,156,7,0,7,271,46,225,32,14,18,186,84,102,682,78,604
238,6,1,437600,3456,2183,1273,890,473,417,369,198,171,84,32,52,0,0,0,237,154,83,45,26,19,134,54,80,21,9,12,200,107,93,328,165,163
239,6,1,437701,3834,1838,1996,1059,251,808,471,128,343,120,20,100,8,0,8,165,58,107,58,9,49,190,24,166,47,12,35,163,54,109,515,105,410
240,6,1,437702,4816,1902,2914,1094,84,1010,458,15,443,85,8,77,18,0,18,133,47,86,0,0,0,367,14,353,33,0,33,41,5,36,790,24,766
241,6,1,437800,4411,3702,709,1373,982,391,481,374,107,185,75,110,0,0,0,403,332,71,60,60,0,200,105,95,44,36,8,303,245,58,406,262,144
242,6,1,437900,2396,1471,925,660,295,365,259,155,104,89,12,77,30,0,30,125,72,53,0,0,0,119,45,74,38,11,27,105,40,65,330,174,156
243,6,1,438000,3743,2735,1008,1097,724,373,591,439,152,13,13,0,12,0,12,326,199,127,0,0,0,135,62,73,20,11,9,423,331,92,323,170,153
244,6,1,438100,7736,6136,1600,2057,1520,537,949,796,153,239,82,157,4,4,0,578,495,83,0,0,0,253,109,144,34,34,0,644,570,74,558,335,223
245,6,1,438201,4902,3251,1651,1187,898,289,456,383,73,121,43,78,0,0,0,315,256,59,14,9,5,238,171,67,43,36,7,234,202,32,506,391,115
246,6,1,438203,4329,3435,894,1212,864,348,489,382,107,105,17,88,5,0,5,462,366,96,22,22,0,99,62,37,30,15,15,366,296,70,248,159,89
247,6,1,438204,5237,3866,1371,1809,1445,364,828,700,128,178,81,97,14,14,0,500,429,71,55,55,0,124,66,58,110,100,10,522,477,45,461,310,151
248,6,1,438300,4087,2804,1283,890,597,293,320,182,138,84,50,34,0,0,0,285,234,51,47,16,31,85,57,28,69,58,11,98,77,21,336,180,156
249,6,1,438400,2509,1990,519,693,579,114,310,259,51,64,41,23,3,3,0,237,201,36,12,12,0,63,63,0,4,0,4,199,159,40,179,168,11
250,6,1,440100,2303,1710,593,1002,484,518,524,217,307,18,5,13,0,0,0,335,194,141,6,6,0,81,37,44,38,25,13,464,198,266,150,56,94
251,6,1,440200,6209,4097,2112,1503,689,814,369,240,129,75,0,75,0,0,0,246,124,122,0,0,0,719,284,435,94,41,53,133,77,56,995,469,526
252,6,1,440301,6974,4989,1985,2081,1553,528,690,548,142,135,92,43,26,11,15,772,586,186,24,0,24,346,241,105,88,75,13,553,411,142,559,439,120
253,6,1,440304,4952,3968,984,1268,856,412,191,168,23,79,25,54,20,14,6,809,537,272,36,13,23,70,50,20,63,49,14,130,116,14,170,141,29
254,6,1,440305,4147,3519,628,971,793,178,291,254,37,82,49,33,13,13,0,497,425,72,24,16,8,46,21,25,18,15,3,228,191,37,125,97,28
255,6,1,440306,4131,2550,1581,1032,599,433,221,149,72,84,38,46,3,0,3,629,376,253,20,15,5,38,6,32,37,15,22,163,105,58,99,44,55
256,6,1,440307,4264,3021,1243,1492,1117,375,629,534,95,86,55,31,13,4,9,604,437,167,22,22,0,104,57,47,34,8,26,489,421,68,253,170,83
257,6,1,440308,5978,4807,1171,1917,1015,902,560,320,240,126,48,78,0,0,0,824,406,418,6,6,0,304,166,138,97,69,28,422,202,220,479,330,149
258,6,1,440331,3513,2202,1311,919,443,476,223,104,119,71,31,40,9,4,5,432,234,198,49,10,39,89,39,50,46,21,25,170,74,96,164,77,87
259,6,1,440332,3516,3345,171,879,771,108,139,111,28,21,14,7,6,6,0,645,595,50,13,13,0,17,9,8,38,23,15,128,100,28,24,16,8
260,6,1,440333,2992,2669,323,812,681,131,185,165,20,75,38,37,9,7,2,521,454,67,0,0,0,8,8,0,14,9,5,154,144,10,39,29,10
261,6,1,440334,4360,3809,551,1051,859,192,251,246,5,67,53,14,0,0,0,553,431,122,30,10,20,57,57,0,93,62,31,203,198,5,115,115,0
262,6,1,440335,6938,6170,768,2196,1233,963,466,165,301,82,43,39,23,6,17,1282,961,321,29,18,11,209,0,209,105,40,65,442,165,277,220,0,220
263,6,1,440336,5327,4173,1154,1442,783,659,422,290,132,97,71,26,0,0,0,716,371,345,22,6,16,77,14,63,108,31,77,304,195,109,222,127,95
264,6,1,441100,4096,3477,619,1584,1207,377,935,706,229,16,16,0,39,13,26,422,338,84,0,0,0,136,98,38,36,36,0,867,655,212,230,175,55
265,6,1,441200,7316,6850,466,2542,1570,972,1273,791,482,40,40,0,15,0,15,891,626,265,0,0,0,223,45,178,100,68,32,1114,689,425,380,145,235
266,6,1,441301,3224,2828,396,1168,533,635,468,179,289,31,14,17,6,6,0,635,323,312,0,0,0,9,0,9,19,11,8,428,179,249,48,0,48
267,6,1,441302,5789,5021,768,1822,1285,537,721,594,127,86,19,67,25,11,14,861,596,265,5,5,0,70,29,41,54,31,23,645,543,102,182,111,71
268,6,1,441401,7429,6097,1332,2325,1563,762,837,634,203,135,18,117,8,8,0,1124,794,330,86,41,45,56,31,25,79,37,42,672,499,173,243,166,77
269,6,1,441402,5295,4955,340,1644,1248,396,501,422,79,32,32,0,15,0,15,1005,785,220,0,0,0,48,0,48,43,9,34,449,370,79,100,52,48
270,6,1,441501,6432,5733,699,1781,1526,255,334,303,31,41,31,10,20,10,10,1273,1099,174,15,9,6,20,20,0,78,54,24,296,275,21,68,48,20
271,6,1,441503,6566,5987,579,2020,1515,505,165,136,29,36,15,21,17,8,9,1731,1311,420,9,0,9,17,0,17,45,45,0,165,136,29,31,0,31
272,6,1,441521,6171,5666,505,1799,1387,412,440,331,109,53,25,28,15,0,15,1203,951,252,14,14,0,44,44,0,30,22,8,368,276,92,125,99,26
273,6,1,441522,5356,4361,995,1481,1160,321,351,250,101,58,0,58,12,12,0,927,842,85,5,5,0,62,51,11,66,0,66,307,206,101,172,124,48
274,6,1,441523,4267,3910,357,1419,671,748,206,86,120,78,10,68,20,5,15,1019,549,470,34,0,34,44,21,23,18,0,18,178,86,92,73,21,52
275,6,1,441524,4349,4085,264,1302,807,495,166,91,75,30,11,19,0,0,0,1071,702,369,3,3,0,0,0,0,32,0,32,143,68,75,23,23,0
276,6,1,441601,4841,4139,702,1455,1254,201,768,672,96,68,61,7,0,0,0,476,432,44,29,0,29,86,68,18,28,21,7,646,557,89,219,194,25
277,6,1,441602,7907,6234,1673,2263,1164,1099,853,584,269,129,36,93,0,0,0,982,437,545,55,21,34,213,81,132,31,5,26,747,540,207,319,125,194
278,6,1,441700,7270,5827,1443,2621,1434,1187,857,405,452,112,36,76,32,18,14,1272,840,432,0,0,0,213,103,110,135,32,103,722,337,385,433,171,262
279,6,1,441800,7298,6399,899,2314,1341,973,1044,610,434,51,0,51,24,11,13,993,674,319,0,0,0,150,9,141,52,37,15,1002,605,397,191,14,177
280,6,1,441921,3917,3663,254,1229,416,813,368,167,201,125,18,107,27,4,23,490,123,367,0,0,0,161,86,75,58,18,40,252,110,142,282,143,139
281,6,1,441923,5982,4287,1695,2360,125,2235,669,28,641,26,0,26,0,0,0,1407,68,1339,0,0,0,115,0,115,143,29,114,646,15,631,154,13,141
282,6,1,441924,7782,6528,1254,2651,1610,1041,954,543,411,20,13,7,24,15,9,1456,928,528,0,0,0,61,25,36,136,86,50,756,507,249,248,61,187
283,6,1,441925,6694,5990,704,2837,517,2320,761,195,566,47,0,47,35,0,35,1755,272,1483,0,0,0,103,0,103,136,50,86,752,195,557,162,50,112
284,6,1,441926,4611,3374,1237,1448,264,1184,262,89,173,68,0,68,3,0,3,712,113,599,18,0,18,307,48,259,78,14,64,210,68,142,377,69,308
285,6,1,441927,4528,4018,510,1790,410,1380,406,81,325,59,0,59,0,0,0,1111,320,791,9,9,0,83,0,83,122,0,122,391,73,318,113,8,105
286,6,1,442000,3328,3159,169,1034,958,76,313,313,0,0,0,0,0,0,0,687,611,76,6,6,0,11,11,0,17,17,0,299,299,0,14,14,0
287,6,1,442100,5242,4784,458,1616,1428,188,377,330,47,9,9,0,11,11,0,1161,1027,134,0,0,0,11,11,0,47,40,7,347,307,40,47,40,7
288,6,1,442200,7221,6736,485,2140,1853,287,644,588,56,17,17,0,7,7,0,1333,1164,169,13,13,0,87,49,38,39,15,24,599,543,56,132,94,38
289,6,1,442301,4878,3814,1064,1516,811,705,512,279,233,61,20,41,7,0,7,768,434,334,12,8,4,124,54,70,32,16,16,480,261,219,172,88,84
290,6,1,442302,5772,4578,1194,2065,680,1385,526,164,362,267,47,220,18,0,18,1029,453,576,17,10,7,130,0,130,78,6,72,475,150,325,181,14,167
291,6,1,442400,6475,5258,1217,1975,1327,648,694,523,171,86,36,50,38,38,0,742,491,251,22,9,13,319,182,137,74,48,26,549,392,157,522,360,162
292,6,1,442500,7262,5539,1723,2219,1267,952,798,573,225,145,21,124,19,0,19,821,483,338,42,42,0,276,63,213,118,85,33,634,409,225,442,283,159
293,6,1,442601,4002,3798,204,1301,949,352,669,567,102,15,0,15,0,0,0,450,311,139,0,0,0,115,51,64,52,20,32,545,459,86,239,159,80
294,6,1,442602,5051,3588,1463,1618,899,719,778,472,306,147,47,100,0,0,0,449,297,152,0,0,0,207,64,143,37,19,18,715,459,256,268,77,191
295,6,1,442700,3227,2992,235,1037,707,330,576,482,94,42,0,42,0,0,0,375,191,184,0,0,0,17,17,0,27,17,10,502,408,94,98,98,0
296,6,1,442800,3024,2405,619,925,696,229,451,337,114,38,16,22,0,0,0,379,302,77,0,0,0,43,27,16,14,14,0,387,298,89,98,66,32
297,6,1,442900,8064,7192,872,2354,1605,749,1069,791,278,59,17,42,7,7,0,895,678,217,74,0,74,126,79,47,124,33,91,928,707,221,290,147,143
298,6,1,443001,2887,2487,400,833,559,274,308,224,84,34,26,8,0,0,0,324,257,67,21,14,7,128,30,98,18,8,10,261,188,73,180,66,114
299,6,1,443002,6570,5354,1216,1887,1323,564,562,384,178,18,7,11,20,10,10,956,728,228,0,0,0,294,180,114,37,14,23,508,366,142,364,204,160
300,6,1,443102,4786,4490,296,1531,1351,180,408,387,21,0,0,0,0,0,0,1085,950,135,8,8,0,17,0,17,13,6,7,397,376,21,35,11,24
301,6,1,443103,4034,3553,481,1234,1139,95,124,95,29,13,0,13,4,4,0,1069,1016,53,0,0,0,0,0,0,24,24,0,108,95,13,16,0,16
302,6,1,443104,5481,4811,670,1743,1178,565,404,332,72,14,0,14,9,3,6,1153,768,385,0,0,0,52,13,39,111,62,49,390,325,65,78,20,58
303,6,1,443105,4553,4178,375,1436,1347,89,290,261,29,31,31,0,0,0,0,1054,994,60,28,28,0,0,0,0,33,33,0,290,261,29,0,0,0
304,6,1,443200,3802,3553,249,1180,1118,62,259,236,23,6,6,0,14,14,0,843,804,39,18,18,0,0,0,0,40,40,0,250,227,23,21,21,0
305,6,1,443301,4160,3970,190,1215,1041,174,451,377,74,26,12,14,13,13,0,672,586,86,0,0,0,0,0,0,53,53,0,415,341,74,73,73,0
306,6,1,443321,3340,2979,361,1156,488,668,238,120,118,6,0,6,0,0,0,825,336,489,0,0,0,50,0,50,37,32,5,224,106,118,83,33,50
307,6,1,443322,3204,3050,154,904,781,123,303,278,25,9,9,0,4,0,4,534,447,87,18,14,4,6,6,0,30,27,3,284,259,25,45,45,0
308,6,1,444100,7555,6664,891,2531,2150,381,1546,1389,157,50,50,0,6,0,6,686,485,201,0,0,0,170,153,17,73,73,0,1370,1213,157,374,357,17
309,6,1,444200,6728,5825,903,1897,1525,372,829,734,95,77,31,46,0,0,0,493,396,97,25,25,0,347,285,62,126,54,72,653,592,61,565,441,124
310,6,1,444301,4177,3121,1056,1172,881,291,577,510,67,19,10,9,0,0,0,358,245,113,37,16,21,172,91,81,9,9,0,500,440,60,271,168,103
311,6,1,444302,4518,2958,1560,1254,747,507,403,247,156,61,45,16,8,8,0,349,282,67,0,0,0,400,140,260,33,25,8,341,202,139,483,201,282
312,6,1,444400,5057,3844,1213,1549,904,645,507,355,152,71,20,51,14,14,0,389,247,142,0,0,0,474,218,256,94,50,44,410,298,112,599,289,310
313,6,1,444500,6848,5004,1844,2038,829,1209,743,372,371,264,26,238,0,0,0,598,359,239,29,22,7,383,44,339,21,6,15,566,307,259,560,109,451
314,6,1,444601,5365,4571,794,1526,1301,225,708,625,83,86,71,15,19,19,0,416,343,73,12,12,0,196,180,16,89,51,38,608,559,49,347,259,88
315,6,1,444602,4363,3882,481,1555,1118,437,515,382,133,125,65,60,9,9,0,790,574,216,0,0,0,40,28,12,76,60,16,487,366,121,116,92,24
316,6,1,450101,4752,4301,451,1860,633,1227,806,226,580,145,26,119,21,0,21,753,365,388,6,6,0,8,0,8,121,10,111,762,214,548,52,12,40
317,6,1,450102,4173,3994,179,1360,829,531,572,261,311,7,0,7,25,14,11,601,480,121,0,0,0,71,37,34,84,37,47,463,233,230,133,28,105
318,6,1,450200,5903,5305,598,2446,843,1603,1422,574,848,143,31,112,0,0,0,714,197,517,5,0,5,21,0,21,141,41,100,1238,540,698,213,34,179
319,6,1,450300,5081,4515,566,1749,1263,486,1287,999,288,55,22,33,11,0,11,322,208,114,0,0,0,29,15,14,45,19,26,1144,917,227,172,97,75
320,6,1,450400,6154,4749,1405,2087,1648,439,1598,1250,348,0,0,0,34,0,34,429,385,44,0,0,0,0,0,0,26,13,13,1434,1106,328,164,144,20
321,6,1,450501,3426,3038,388,1307,929,378,904,679,225,93,46,47,0,0,0,260,187,73,0,0,0,8,8,0,42,9,33,840,665,175,97,22,75
322,6,1,450502,5460,5260,200,1803,1594,209,1295,1184,111,27,12,15,7,7,0,402,371,31,0,0,0,0,0,0,72,20,52,1250,1150,100,54,34,20
323,6,1,450601,3645,3336,309,1351,1171,180,914,794,120,14,14,0,0,0,0,342,303,39,0,0,0,26,26,0,55,34,21,824,733,91,116,87,29
324,6,1,450602,9767,8890,877,3349,2379,970,2444,1766,678,52,12,40,8,0,8,777,572,205,0,0,0,0,0,0,68,29,39,2212,1636,576,243,130,113
325,6,1,450603,5049,4392,657,1630,1337,293,1152,928,224,9,9,0,0,0,0,377,314,63,0,0,0,52,46,6,40,40,0,1101,877,224,114,108,6
326,6,1,450604,5397,4772,625,1801,1375,426,1394,1150,244,0,0,0,5,0,5,354,200,154,0,0,0,12,0,12,36,25,11,1247,1059,188,159,91,68
327,6,1,450605,3992,3731,261,1490,1180,310,1190,1012,178,15,15,0,2,2,0,237,140,97,0,0,0,10,0,10,36,11,25,1046,905,141,163,116,47
328,6,1,450606,6092,5864,228,2059,1755,304,1440,1192,248,8,8,0,4,0,4,456,413,43,0,0,0,19,10,9,132,132,0,1408,1172,236,66,45,21
329,6,1,450607,5239,4140,1099,2290,849,1441,1669,569,1100,48,20,28,0,0,0,461,237,224,0,0,0,75,23,52,37,0,37,1430,537,893,256,38,218
330,6,1,450701,8738,8128,610,2892,2384,508,1927,1558,369,23,0,23,10,10,0,785,669,116,0,0,0,44,44,0,103,103,0,1889,1523,366,99,96,3
331,6,1,450741,4972,4116,856,1924,1163,761,1430,936,494,103,0,103,8,8,0,312,203,109,0,0,0,51,16,35,20,0,20,1136,828,308,345,124,221
332,6,1,450742,4800,4521,279,1868,1489,379,1446,1176,270,21,12,9,0,0,0,382,282,100,0,0,0,9,9,0,10,10,0,1277,1112,165,169,64,105
333,6,1,450743,6112,5477,635,2103,716,1387,886,274,612,87,21,66,9,0,9,1042,410,632,32,3,29,0,0,0,47,8,39,812,264,548,85,10,75
334,6,1,450744,5348,4833,515,1701,1214,487,1126,845,281,38,19,19,23,14,9,427,301,126,21,7,14,33,5,28,33,23,10,1077,810,267,98,47,51
335,6,1,450745,6238,5910,328,2209,1545,664,1092,754,338,31,5,26,6,0,6,919,724,195,37,0,37,13,0,13,111,62,49,944,660,284,187,94,93
336,6,1,450746,3499,3158,341,1336,1017,319,1049,758,291,0,0,0,0,0,0,234,222,12,7,0,7,0,0,0,46,37,9,925,634,291,124,124,0
337,6,1,450750,4511,3746,765,2028,932,1096,1169,487,682,139,16,123,0,0,0,546,381,165,45,0,45,52,40,12,77,8,69,988,440,548,249,95,154
338,6,1,450751,7249,7023,226,2227,1966,261,630,507,123,41,19,22,0,0,0,1462,1386,76,9,9,0,0,0,0,85,45,40,567,444,123,68,68,0
339,6,1,450752,5661,5194,467,1610,1399,211,543,386,157,98,98,0,7,7,0,876,870,6,9,9,0,9,0,9,68,29,39,479,356,123,73,30,43
340,6,1,451101,7235,6674,561,2455,2052,403,1917,1573,344,63,35,28,8,8,0,328,314,14,11,11,0,45,41,4,83,70,13,1711,1400,311,250,213,37
341,6,1,451102,4093,3822,271,1393,1358,35,1242,1207,35,10,10,0,5,5,0,114,114,0,11,11,0,11,11,0,0,0,0,1164,1144,20,89,74,15
