,state,county,tract,C17002_001E,C17002_008E,POP_BELOW200,TENURE_TOT,TENURE_OWN,TENURE_RENT,B25003A_001E,B25003A_002E,B25003A_003E,B25003B_001E,B25003B_002E,B25003B_003E,B25003C_001E,B25003C_002E,B25003C_003E,B25003D_001E,B25003D_002E,B25003D_003E,B25003E_001E,B25003E_002E,B25003E_003E,B25003F_001E,B25003F_002E,B25003F_003E,B25003G_001E,B25003G_002E,B25003G_003E,B25003H_001E,B25003H_002E,B25003H_003E,B25003I_001E,B25003I_002E,B25003I_003E
387,6,13,307201,3326,1747,1579,1114,587,527,661,400,261,68,0,68,0,0,0,71,45,26,0,0,0,166,79,87,148,63,85,416,273,143,464,241,223
388,6,13,307202,4334,1101,3233,1489,179,1310,510,120,390,523,37,486,10,0,10,93,7,86,28,0,28,248,15,233,77,0,77,312,102,210,489,33,456
389,6,13,307204,3921,2645,1276,1239,958,281,858,722,136,97,7,90,67,67,0,63,63,0,0,0,0,89,67,22,65,32,33,627,545,82,422,322,100
390,6,13,307205,6801,4001,2800,2493,1022,1471,1184,693,491,601,58,543,20,20,0,191,60,131,0,0,0,427,174,253,70,17,53,898,522,376,713,345,368
391,6,13,308001,6822,4634,2188,2431,1671,760,1716,1293,423,117,36,81,41,41,0,155,113,42,27,0,27,283,127,156,92,61,31,1437,1093,344,603,368,235
392,6,13,308002,4416,3850,566,1397,1156,241,744,650,94,211,154,57,15,15,0,279,250,29,0,0,0,70,62,8,78,25,53,560,493,67,269,217,52
393,6,13,309000,3447,2516,931,1251,659,592,491,312,179,494,202,292,7,0,7,138,82,56,0,0,0,40,28,12,81,35,46,359,241,118,236,113,123
394,6,13,310000,6437,3122,3315,1703,727,976,658,434,224,412,170,242,0,0,0,102,59,43,21,7,14,458,39,419,52,18,34,330,242,88,829,239,590
395,6,13,311000,5339,2802,2537,1484,769,715,459,296,163,442,210,232,6,6,0,210,132,78,6,0,6,257,85,172,104,40,64,239,185,54,512,220,292
396,6,13,312000,2313,1093,1220,781,262,519,211,79,132,359,86,273,0,0,0,78,26,52,0,0,0,81,54,27,52,17,35,92,29,63,225,109,116
397,6,13,313101,7006,3490,3516,2589,1250,1339,1087,739,348,422,141,281,32,0,32,338,137,201,55,0,55,379,153,226,276,80,196,722,464,258,824,412,412
398,6,13,313102,3935,2984,951,1472,802,670,608,350,258,445,209,236,21,11,10,149,128,21,27,0,27,136,87,49,86,17,69,400,254,146,378,194,184
399,6,13,313103,8208,6458,1750,2640,1693,947,1240,765,475,378,175,203,13,13,0,513,381,132,27,27,0,365,289,76,104,43,61,1028,599,429,649,512,137
400,6,13,313203,3197,2422,775,914,639,275,476,373,103,30,24,6,11,0,11,167,113,54,39,17,22,133,54,79,58,58,0,363,287,76,287,158,129
401,6,13,313204,5170,3352,1818,1708,970,738,848,504,344,254,138,116,6,6,0,210,167,43,0,0,0,313,108,205,77,47,30,639,412,227,553,219,334
402,6,13,313205,1777,1511,266,506,387,119,240,184,56,59,16,43,0,0,0,114,109,5,0,0,0,78,63,15,15,15,0,153,129,24,165,118,47
403,6,13,313206,5761,3134,2627,1592,827,765,573,304,269,360,163,197,25,5,20,210,87,123,0,0,0,360,210,150,64,58,6,224,172,52,725,352,373
404,6,13,314102,5564,3213,2351,1662,1155,507,677,519,158,136,63,73,15,12,3,210,161,49,19,0,19,460,313,147,145,87,58,422,351,71,736,499,237
405,6,13,314103,6154,2607,3547,1753,762,991,659,351,308,351,59,292,6,6,0,231,199,32,11,0,11,394,130,264,101,17,84,252,135,117,880,352,528
406,6,13,314104,7730,4242,3488,2447,1166,1281,1077,734,343,370,61,309,59,17,42,170,170,0,0,0,0,539,140,399,232,44,188,614,503,111,1212,426,786
407,6,13,314200,6937,3223,3714,1730,1077,653,956,718,238,79,69,10,0,0,0,59,35,24,23,0,23,563,228,335,50,27,23,437,396,41,1103,556,547
408,6,13,315000,3495,2659,836,1215,968,247,692,577,115,60,55,5,11,11,0,189,134,55,25,25,0,87,47,40,151,119,32,615,500,115,260,228,32
409,6,13,316000,881,411,470,465,54,411,418,54,364,20,0,20,17,0,17,0,0,0,0,0,0,4,0,4,6,0,6,366,54,312,73,0,73
410,6,13,317000,2425,1744,681,1074,372,702,875,326,549,35,0,35,32,0,32,39,13,26,0,0,0,44,27,17,49,6,43,848,316,532,103,37,66
411,6,13,318000,3361,2551,810,1475,772,703,1245,717,528,21,0,21,0,0,0,80,17,63,0,0,0,63,10,53,66,28,38,1154,672,482,183,55,128
412,6,13,319000,8100,6657,1443,3162,1933,1229,2684,1695,989,50,41,9,23,0,23,129,48,81,0,0,0,136,39,97,140,110,30,2315,1564,751,550,170,380
413,6,13,320001,4205,2485,1720,1254,809,445,945,655,290,32,8,24,0,0,0,21,21,0,82,15,67,114,62,52,60,48,12,729,553,176,364,198,166
414,6,13,320003,2825,2498,327,1064,919,145,845,717,128,17,17,0,0,0,0,142,133,9,0,0,0,23,23,0,37,29,8,803,675,128,97,89,8
415,6,13,320004,6562,5283,1279,2542,1703,839,2070,1437,633,41,0,41,0,0,0,203,169,34,16,0,16,71,0,71,141,97,44,1846,1314,532,327,136,191
416,6,13,321101,6959,5941,1018,2579,1630,949,2204,1383,821,63,47,16,0,0,0,159,108,51,0,0,0,42,31,11,111,61,50,1979,1309,670,283,105,178
417,6,13,321102,6827,6157,670,2675,2277,398,2158,1913,245,0,0,0,16,16,0,285,241,44,0,0,0,105,14,91,111,93,18,1975,1730,245,304,213,91
418,6,13,321103,4325,4195,130,1783,1543,240,1609,1447,162,0,0,0,14,5,9,98,64,34,0,0,0,12,12,0,50,15,35,1533,1371,162,111,88,23
419,6,13,321200,5417,4020,1397,2179,866,1313,1420,734,686,104,7,97,10,10,0,480,79,401,20,0,20,95,36,59,50,0,50,1335,694,641,236,86,150
420,6,13,322000,6103,5040,1063,2456,1742,714,2028,1492,536,13,13,0,50,0,50,179,146,33,0,0,0,18,0,18,168,91,77,1801,1353,448,254,139,115
421,6,13,323000,4684,4316,368,1714,1346,368,1489,1138,351,9,9,0,0,0,0,116,116,0,60,60,0,24,15,9,16,8,8,1362,1089,273,159,72,87
422,6,13,324001,5451,4113,1338,2994,550,2444,2149,386,1763,158,17,141,0,0,0,525,126,399,0,0,0,59,0,59,103,21,82,1942,369,1573,245,17,228
423,6,13,324002,5186,4420,766,2420,862,1558,1785,593,1192,113,0,113,0,0,0,253,171,82,0,0,0,142,49,93,127,49,78,1544,558,986,406,107,299
424,6,13,325000,5583,4719,864,2161,1436,725,1910,1326,584,0,0,0,0,0,0,141,70,71,0,0,0,44,0,44,66,40,26,1813,1247,566,182,94,88
425,6,13,326000,3461,3153,308,1345,1067,278,1202,963,239,23,0,23,0,0,0,73,57,16,20,20,0,11,11,0,16,16,0,1110,879,231,103,95,8
426,6,13,327000,7738,5118,2620,2837,1752,1085,2325,1508,817,0,0,0,18,18,0,169,121,48,0,0,0,143,38,105,182,67,115,1727,1217,510,820,381,439
427,6,13,328000,2434,1218,1216,1455,80,1375,893,45,848,121,0,121,0,0,0,282,35,247,0,0,0,18,0,18,141,0,141,743,45,698,219,0,219
428,6,13,329000,6633,5183,1450,2162,1575,587,1598,1280,318,44,15,29,0,0,0,191,133,58,0,0,0,191,100,91,138,47,91,1337,1065,272,487,334,153
429,6,13,330000,5708,4246,1462,1878,1307,571,1393,1002,391,23,0,23,22,0,22,289,222,67,0,0,0,87,61,26,64,22,42,1123,825,298,394,266,128
430,6,13,331000,7486,4595,2891,2792,1602,1190,1929,1170,759,178,84,94,15,0,15,260,165,95,60,60,0,232,74,158,118,49,69,1704,1090,614,489,171,318
431,6,13,332000,8200,6552,1648,2899,2173,726,2381,1827,554,0,0,0,11,11,0,250,209,41,0,0,0,147,65,82,110,61,49,2037,1562,475,512,341,171
432,6,13,333101,4351,3111,1240,1512,991,521,1216,854,362,40,0,40,0,0,0,143,67,76,0,0,0,70,44,26,43,26,17,1035,768,267,273,144,129
433,6,13,333102,3954,3345,609,1508,1101,407,1098,850,248,69,38,31,0,0,0,213,126,87,0,0,0,55,43,12,73,44,29,937,723,214,244,198,46
434,6,13,333200,5352,4304,1048,2256,1540,716,1971,1385,586,0,0,0,0,0,0,86,59,27,0,0,0,143,73,70,56,23,33,1671,1195,476,443,263,180
435,6,13,334001,3850,3094,756,1549,826,723,1264,725,539,50,0,50,0,0,0,177,87,90,0,0,0,28,0,28,30,14,16,1130,621,509,162,104,58
436,6,13,334004,7482,5303,2179,3101,1541,1560,2229,1164,1065,178,57,121,52,42,10,360,228,132,0,0,0,70,16,54,212,34,178,1894,1066,828,405,114,291
437,6,13,334006,4815,4525,290,1676,1384,292,1223,984,239,50,27,23,7,7,0,301,282,19,0,0,0,40,40,0,55,44,11,1081,853,228,189,178,11
438,6,13,334200,7650,7133,517,2781,2145,636,2487,1866,621,41,41,0,0,0,0,200,200,0,0,0,0,38,38,0,15,0,15,2349,1763,586,156,121,35
439,6,13,335000,3442,2489,953,1236,791,445,936,602,334,36,13,23,0,0,0,92,85,7,0,0,0,84,64,20,88,27,61,712,478,234,323,188,135
440,6,13,336101,5306,2357,2949,1506,212,1294,871,149,722,140,17,123,0,0,0,200,9,191,22,0,22,217,15,202,56,22,34,405,96,309,683,68,615
441,6,13,336102,7651,2851,4800,2629,278,2351,1178,202,976,411,0,411,45,0,45,349,33,316,0,0,0,491,16,475,155,27,128,642,155,487,1126,90,1036
442,6,13,336201,3927,2293,1634,1198,700,498,781,501,280,11,11,0,0,0,0,177,105,72,0,0,0,177,68,109,52,15,37,535,379,156,423,190,233
443,6,13,336202,6010,1772,4238,1696,217,1479,1069,148,921,33,0,33,13,0,13,112,45,67,51,0,51,339,16,323,79,8,71,415,123,292,1005,41,964
444,6,13,337100,3523,2935,588,1244,967,277,928,734,194,48,40,8,0,0,0,173,138,35,0,0,0,54,14,40,41,41,0,845,714,131,157,54,103
445,6,13,337200,7855,5922,1933,3023,1558,1465,2307,1149,1158,54,14,40,0,0,0,435,308,127,0,0,0,84,39,45,143,48,95,1693,911,782,698,277,421
446,6,13,337300,5868,5288,580,2279,1899,380,1867,1583,284,47,29,18,38,38,0,265,204,61,0,0,0,13,13,0,49,32,17,1742,1458,284,193,176,17
447,6,13,338101,4745,2890,1855,1755,922,833,1035,612,423,179,61,118,11,11,0,188,131,57,0,0,0,302,96,206,40,11,29,750,446,304,607,268,339
448,6,13,338102,3603,3035,568,1373,1216,157,1079,945,134,0,0,0,0,0,0,91,91,0,23,23,0,21,21,0,159,136,23,910,802,108,227,189,38
449,6,13,338201,3596,3182,414,1398,1200,198,1197,1031,166,14,5,9,4,4,0,183,160,23,0,0,0,0,0,0,0,0,0,1139,973,166,58,58,0
450,6,13,338203,5189,4533,656,2663,1065,1598,1900,809,1091,39,0,39,0,0,0,496,204,292,0,0,0,48,0,48,180,52,128,1730,723,1007,218,86,132
451,6,13,338204,6199,5619,580,2692,1464,1228,2158,1141,1017,34,12,22,12,0,12,415,255,160,0,0,0,0,0,0,73,56,17,2044,1104,940,124,47,77
452,6,13,338301,2862,2467,395,1071,930,141,910,769,141,12,12,0,0,0,0,144,144,0,0,0,0,0,0,0,5,5,0,828,722,106,82,47,35
453,6,13,338302,6168,5665,503,2119,1828,291,1780,1582,198,0,0,0,0,0,0,295,246,49,0,0,0,0,0,0,44,0,44,1672,1474,198,123,108,15
454,6,13,339001,3243,2445,798,1821,100,1721,1305,69,1236,87,0,87,25,0,25,271,22,249,9,0,9,74,0,74,50,9,41,1129,55,1074,293,23,270
455,6,13,339002,6966,4961,2005,3530,778,2752,2702,596,2106,30,0,30,5,0,5,613,182,431,0,0,0,12,0,12,168,0,168,2405,564,1841,309,32,277
456,6,13,340001,5860,4264,1596,2389,1352,1037,2035,1183,852,55,0,55,0,0,0,272,156,116,14,0,14,13,13,0,0,0,0,1906,1100,806,142,96,46
457,6,13,340002,7449,6644,805,2936,2247,689,2510,1900,610,0,0,0,10,0,10,271,256,15,0,0,0,51,32,19,94,59,35,2313,1745,568,240,179,61
458,6,13,341000,5531,4925,606,2108,1324,784,1844,1257,587,0,0,0,0,0,0,191,67,124,0,0,0,20,0,20,53,0,53,1709,1158,551,155,99,56
459,6,13,343001,4802,3962,840,2094,960,1134,1877,899,978,30,0,30,0,0,0,131,53,78,0,0,0,48,0,48,8,8,0,1731,863,868,194,36,158
460,6,13,343002,4647,4220,427,1894,1281,613,1720,1125,595,0,0,0,0,0,0,142,124,18,0,0,0,0,0,0,32,32,0,1527,1102,425,209,39,170
461,6,13,343003,3905,3539,366,1486,1244,242,1267,1058,209,11,11,0,0,0,0,156,140,16,0,0,0,17,0,17,35,35,0,1228,1031,197,68,39,29
462,6,13,345101,5785,5302,483,1851,1335,516,1301,966,335,34,34,0,5,5,0,424,264,160,0,0,0,64,43,21,23,23,0,1167,850,317,221,182,39
463,6,13,345102,3698,3240,458,1217,1075,142,985,866,119,0,0,0,0,0,0,175,166,9,0,0,0,22,22,0,35,21,14,886,798,88,121,90,31
464,6,13,345103,4825,4294,531,1764,1453,311,1352,1066,286,26,26,0,5,5,0,309,284,25,0,0,0,10,10,0,62,62,0,1245,974,271,129,114,15
465,6,13,345105,6620,6072,548,2246,1817,429,2000,1602,398,0,0,0,11,11,0,182,155,27,0,0,0,0,0,0,53,49,4,1877,1494,383,123,108,15
466,6,13,345108,7480,7132,348,3132,2347,785,2041,1550,491,118,35,83,21,21,0,821,642,179,0,0,0,29,29,0,102,70,32,1990,1499,491,101,101,0
467,6,13,345111,5083,4617,466,1865,1025,840,903,609,294,29,0,29,18,18,0,866,375,491,0,0,0,36,10,26,13,13,0,826,585,241,126,47,79
468,6,13,345112,5896,5691,205,2078,1031,1047,1258,609,649,21,21,0,0,0,0,721,366,355,0,0,0,30,21,9,48,14,34,998,609,389,305,21,284
469,6,13,345113,4298,4182,116,1447,1319,128,1097,981,116,47,47,0,0,0,0,297,285,12,0,0,0,0,0,0,6,6,0,1042,926,116,55,55,0
470,6,13,345114,6518,6154,364,2556,2305,251,2324,2089,235,16,16,0,0,0,0,208,192,16,0,0,0,0,0,0,8,8,0,2250,2015,235,74,74,0
471,6,13,345115,5990,5674,316,1895,1426,469,1204,958,246,5,0,5,25,0,25,577,450,127,0,0,0,11,0,11,73,18,55,1103,891,212,112,67,45
472,6,13,345116,2841,2664,177,898,755,143,641,547,94,4,4,0,0,0,0,186,156,30,0,0,0,26,26,0,41,22,19,584,507,77,68,51,17
473,6,13,345202,7835,7335,500,3119,1761,1358,2147,1224,923,163,97,66,11,11,0,697,378,319,0,0,0,0,0,0,101,51,50,2048,1158,890,167,121,46
474,6,13,345203,6761,6375,386,2656,1920,736,2389,1748,641,65,65,0,0,0,0,165,70,95,0,0,0,0,0,0,37,37,0,2255,1672,583,164,106,58
475,6,13,345204,3933,3742,191,1252,1169,83,1202,1119,83,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,7,7,0,1135,1052,83,75,75,0
476,6,13,346101,3444,3295,149,1301,1156,145,1081,981,100,0,0,0,0,0,0,196,160,36,0,0,0,0,0,0,24,15,9,1024,924,100,57,57,0
477,6,13,346102,5774,5444,330,1998,1827,171,1714,1590,124,9,9,0,0,0,0,201,187,14,9,9,0,33,0,33,32,32,0,1635,1511,124,112,79,33
478,6,13,346201,7283,6628,655,2751,2510,241,2566,2325,241,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,21,21,0,2478,2255,223,88,70,18
479,6,13,346203,3822,3499,323,1377,1303,74,1234,1160,74,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,17,17,0,1218,1144,74,16,16,0
480,6,13,346204,7411,7230,181,2520,2256,264,2132,1884,248,0,0,0,0,0,0,375,359,16,0,0,0,0,0,0,13,13,0,2001,1770,231,131,114,17
481,6,13,347000,6152,5778,374,2382,2036,346,1880,1697,183,46,46,0,0,0,0,356,204,152,0,0,0,29,18,11,71,71,0,1810,1678,132,107,45,62
482,6,13,348000,4846,4620,226,1668,1433,235,1423,1197,226,9,9,0,0,0,0,169,160,9,0,0,0,0,0,0,67,67,0,1373,1166,207,50,31,19
483,6,13,349000,5465,4228,1237,2041,1168,873,1637,1050,587,53,9,44,6,0,6,206,91,115,0,0,0,35,0,35,104,18,86,1511,1008,503,208,42,166
484,6,13,350000,6459,5364,1095,2591,1418,1173,2122,1183,939,46,46,0,0,0,0,294,174,120,0,0,0,12,0,12,117,15,102,1939,1155,784,195,28,167
485,6,13,351101,2600,2116,484,1926,1769,157,1731,1598,133,17,17,0,0,0,0,143,119,24,9,9,0,9,9,0,17,17,0,1695,1562,133,45,45,0
486,6,13,351102,3568,2778,790,2697,2374,323,2475,2216,259,0,0,0,0,0,0,178,114,64,0,0,0,30,30,0,14,14,0,2364,2123,241,141,123,18
487,6,13,351103,1875,1508,367,1276,1215,61,1180,1119,61,0,0,0,7,7,0,73,73,0,0,0,0,8,8,0,8,8,0,1153,1103,50,35,24,11
488,6,13,351200,5959,5651,308,2132,2037,95,1811,1716,95,0,0,0,0,0,0,240,240,0,0,0,0,20,20,0,61,61,0,1737,1642,95,94,94,0
489,6,13,352101,2082,1916,166,797,726,71,654,599,55,10,5,5,0,0,0,119,114,5,0,0,0,4,4,0,10,4,6,618,563,55,40,40,0
490,6,13,352102,5071,4826,245,1788,1661,127,1497,1383,114,0,0,0,0,0,0,244,231,13,0,0,0,0,0,0,47,47,0,1433,1328,105,64,55,9
491,6,13,352201,6224,5392,832,2342,1708,634,1864,1393,471,0,0,0,0,0,0,426,299,127,0,0,0,16,16,0,36,0,36,1744,1292,452,120,101,19
492,6,13,352202,2466,2297,169,1032,811,221,839,671,168,0,0,0,0,0,0,170,131,39,8,0,8,0,0,0,15,9,6,794,636,158,45,35,10
493,6,13,353001,3697,3461,236,1317,1221,96,1130,1054,76,21,21,0,0,0,0,143,123,20,0,0,0,0,0,0,23,23,0,1124,1048,76,6,6,0
494,6,13,353002,4416,4189,227,1533,1394,139,1321,1191,130,28,19,9,0,0,0,153,153,0,0,0,0,31,31,0,0,0,0,1284,1175,109,68,47,21
495,6,13,354001,2064,1968,96,731,677,54,617,567,50,0,0,0,5,5,0,89,89,0,4,0,4,0,0,0,16,16,0,603,553,50,14,14,0
496,6,13,354002,6537,6200,337,2595,2088,507,2078,1750,328,32,14,18,0,0,0,374,213,161,0,0,0,58,58,0,53,53,0,1954,1675,279,154,105,49
497,6,13,355107,4994,4225,769,1704,1393,311,1107,968,139,235,121,114,0,0,0,165,165,0,0,0,0,140,93,47,57,46,11,879,788,91,376,281,95
498,6,13,355108,13856,10753,3103,3725,2762,963,1415,1174,241,920,533,387,55,0,55,736,631,105,58,58,0,319,217,102,222,149,73,1143,944,199,591,447,144
499,6,13,355109,7186,5737,1449,2218,1887,331,1250,1101,149,455,386,69,0,0,0,203,203,0,11,11,0,167,62,105,132,124,8,1070,921,149,373,268,105
500,6,13,355110,4081,3239,842,1112,749,363,590,404,186,206,115,91,7,7,0,182,139,43,0,0,0,58,25,33,69,59,10,354,265,89,302,172,130
501,6,13,355111,6399,5130,1269,1923,1421,502,806,637,169,477,221,256,0,0,0,287,265,22,0,0,0,232,192,40,121,106,15,648,523,125,469,362,107
502,6,13,355112,5217,4423,794,2094,1901,193,1743,1606,137,6,6,0,0,0,0,284,268,16,0,0,0,21,21,0,40,0,40,1623,1486,137,120,120,0
503,6,13,355113,4980,4656,324,1707,1528,179,1189,1054,135,74,65,9,0,0,0,418,383,35,0,0,0,0,0,0,26,26,0,1136,1001,135,53,53,0
504,6,13,355114,11316,10278,1038,3461,2860,601,1768,1378,390,57,39,18,0,0,0,1499,1345,154,0,0,0,87,48,39,50,50,0,1635,1245,390,254,215,39
505,6,13,355115,7330,6177,1153,2514,1073,1441,894,190,704,205,57,148,0,0,0,1196,799,397,30,0,30,52,27,25,137,0,137,762,161,601,215,63,152
506,6,13,355116,7865,7510,355,2167,1768,399,657,502,155,20,20,0,5,5,0,1365,1174,191,0,0,0,14,14,0,106,53,53,561,440,121,110,76,34
507,6,13,355117,7278,6934,344,1902,1647,255,382,277,105,21,21,0,7,7,0,1405,1300,105,35,0,35,10,0,10,42,42,0,356,251,105,26,26,0
508,6,13,355200,10116,9158,958,2692,1545,1147,886,417,469,463,137,326,0,0,0,953,800,153,0,0,0,302,145,157,88,46,42,762,364,398,515,240,275
509,6,13,355301,8070,7046,1024,2870,2433,437,2216,1934,282,96,18,78,13,13,0,249,249,0,20,20,0,99,52,47,177,147,30,2032,1819,213,312,243,69
510,6,13,355302,3464,3275,189,1198,1088,110,913,803,110,6,6,0,0,0,0,248,248,0,0,0,0,0,0,0,31,31,0,851,772,79,75,44,31
511,6,13,355304,8216,7498,718,3165,2824,341,2691,2396,295,38,0,38,35,35,0,293,293,0,0,0,0,42,42,0,66,58,8,2551,2305,246,220,133,87
512,6,13,355306,5228,4877,351,1826,1630,196,1669,1483,186,0,0,0,8,8,0,85,75,10,0,0,0,29,29,0,35,35,0,1598,1412,186,108,108,0
513,6,13,356001,4375,3192,1183,1240,1026,214,582,499,83,186,98,88,40,40,0,333,306,27,0,0,0,51,51,0,48,32,16,402,324,78,240,235,5
514,6,13,356002,5241,4804,437,1892,1554,338,820,678,142,332,266,66,24,24,0,537,442,95,0,0,0,38,27,11,141,117,24,784,650,134,108,81,27
515,6,13,357000,3149,2593,556,1482,670,812,1254,613,641,43,23,20,0,0,0,11,0,11,0,0,0,74,27,47,100,7,93,1084,561,523,250,79,171
516,6,13,358000,5874,4094,1780,2073,1061,1012,1178,680,498,319,127,192,8,0,8,255,147,108,0,0,0,125,67,58,188,40,148,794,568,226,499,179,320
517,6,13,359102,5809,4528,1281,1892,1264,628,1096,745,351,144,90,54,44,7,37,452,305,147,0,0,0,23,23,0,133,94,39,750,513,237,447,303,144
518,6,13,359103,4907,3766,1141,1984,1173,811,1118,792,326,280,56,224,0,0,0,361,258,103,0,0,0,51,15,36,174,52,122,886,675,211,299,132,167
519,6,13,359104,1974,1718,256,889,634,255,310,237,73,186,108,78,5,5,0,299,201,98,0,0,0,37,37,0,52,46,6,265,198,67,87,81,6
520,6,13,359105,4726,4195,531,1522,1259,263,465,404,61,342,249,93,5,5,0,582,497,85,7,7,0,46,34,12,75,63,12,354,302,52,178,157,21
521,6,13,359202,5958,5145,813,2210,1792,418,1449,1278,171,178,89,89,8,8,0,290,241,49,0,0,0,97,18,79,188,158,30,1286,1115,171,333,242,91
522,6,13,359203,7025,6068,957,2291,1795,496,827,661,166,436,263,173,0,0,0,877,783,94,0,0,0,111,80,31,40,8,32,606,509,97,332,232,100
523,6,13,359204,4814,4386,428,1487,1284,203,351,305,46,256,192,64,6,6,0,696,636,60,0,0,0,35,29,6,143,116,27,277,241,36,133,117,16
524,6,13,360101,4898,3358,1540,1654,1308,346,930,732,198,146,146,0,0,0,0,410,323,87,0,0,0,92,40,52,76,67,9,826,677,149,198,97,101
525,6,13,360102,4103,3778,325,1489,1296,193,866,727,139,108,83,25,0,0,0,340,340,0,0,0,0,55,55,0,120,91,29,693,629,64,267,174,93
526,6,13,360200,4714,3550,1164,1744,1011,733,993,603,390,255,154,101,9,9,0,286,186,100,0,0,0,32,13,19,169,46,123,750,536,214,350,95,255
527,6,13,361000,4667,3394,1273,1739,1037,702,1042,704,338,215,119,96,0,0,0,276,152,124,31,13,18,73,0,73,102,49,53,776,542,234,335,174,161
528,6,13,362000,2957,2178,779,1213,945,268,826,629,197,92,80,12,0,0,0,134,134,0,7,7,0,93,58,35,61,37,24,749,573,176,161,105,56
529,6,13,363000,7326,5555,1771,2729,1847,882,1433,1019,414,626,343,283,0,0,0,458,394,64,0,0,0,120,69,51,92,22,70,1098,813,285,528,307,221
530,6,13,364002,5490,3665,1825,1810,1130,680,875,678,197,317,76,241,15,9,6,272,190,82,0,0,0,154,98,56,177,79,98,637,481,156,418,307,111
531,6,13,365002,6200,2613,3587,1574,548,1026,634,167,467,448,130,318,8,8,0,164,111,53,0,0,0,243,132,111,77,0,77,97,35,62,809,272,537
532,6,13,365003,5001,4069,932,2248,470,1778,805,100,705,788,208,580,0,0,0,318,162,156,0,0,0,77,0,77,260,0,260,504,59,445,446,41,405
533,6,13,366001,4470,2587,1883,1324,779,545,622,266,356,168,128,40,19,19,0,306,261,45,0,0,0,126,74,52,83,31,52,181,112,69,582,239,343
534,6,13,366002,6319,3566,2753,1685,606,1079,800,331,469,277,79,198,7,0,7,295,116,179,22,10,12,208,43,165,76,27,49,143,114,29,880,260,620
535,6,13,367100,4949,3536,1413,1944,1077,867,544,341,203,896,514,382,0,0,0,266,139,127,0,0,0,135,67,68,103,16,87,210,110,100,483,312,171
536,6,13,367200,5352,2902,2450,1737,772,965,744,294,450,333,146,187,0,0,0,363,242,121,14,0,14,182,62,120,101,28,73,352,190,162,627,166,461
537,6,13,368001,5143,2132,3011,1320,555,765,792,220,572,113,46,67,36,36,0,73,64,9,0,0,0,285,168,117,21,21,0,81,39,42,1055,385,670
538,6,13,368002,3362,1562,1800,948,362,586,474,207,267,104,23,81,11,0,11,91,51,40,10,0,10,237,81,156,21,0,21,149,84,65,569,204,365
539,6,13,369001,7043,2925,4118,2426,662,1764,973,294,679,547,94,453,0,0,0,556,207,349,0,0,0,288,56,232,62,11,51,477,261,216,783,89,694
540,6,13,369002,2332,1411,921,980,518,462,590,343,247,202,53,149,18,0,18,92,79,13,0,0,0,61,33,28,17,10,7,340,248,92,298,122,176
541,6,13,370000,2850,2409,441,1112,767,345,662,500,162,165,94,71,0,0,0,228,151,77,0,0,0,25,5,20,32,17,15,587,472,115,108,41,67
542,6,13,371000,6130,4023,2107,1965,1013,952,903,563,340,390,182,208,5,5,0,275,199,76,5,5,0,308,59,249,79,0,79,677,443,234,537,179,358
543,6,13,372000,7615,3494,4121,2235,1490,745,1308,799,509,177,91,86,0,0,0,320,303,17,0,0,0,339,243,96,91,54,37,649,515,134,1014,543,471
544,6,13,373000,4063,2368,1695,1112,688,424,482,321,161,219,117,102,30,0,30,154,107,47,0,0,0,206,137,69,21,6,15,63,52,11,655,429,226
545,6,13,374000,4246,2332,1914,1702,663,1039,684,404,280,500,72,428,10,10,0,142,111,31,0,0,0,270,31,239,96,35,61,468,305,163,480,148,332
546,6,13,375000,4753,2084,2669,1139,393,746,494,194,300,129,28,101,13,0,13,41,35,6,0,0,0,402,113,289,60,23,37,122,78,44,745,254,491
547,6,13,376000,5537,2402,3135,1757,534,1223,588,151,437,625,166,459,0,0,0,124,17,107,15,0,15,362,166,196,43,34,9,131,11,120,824,311,513
548,6,13,377000,6748,2627,4121,2177,740,1437,1004,421,583,565,90,475,0,0,0,157,79,78,9,0,9,401,109,292,41,41,0,354,245,109,1064,298,766
549,6,13,378000,3105,2552,553,1699,992,707,1344,780,564,76,20,56,0,0,0,115,108,7,0,0,0,26,11,15,138,73,65,1214,713,501,164,86,78
550,6,13,379000,6522,2932,3590,1893,661,1232,372,37,335,852,377,475,0,0,0,24,0,24,0,0,0,558,214,344,87,33,54,49,13,36,891,238,653
551,6,13,380000,6569,4751,1818,2878,1434,1444,1327,688,639,732,359,373,10,0,10,496,314,182,28,12,16,235,61,174,50,0,50,1148,618,530,334,131,203
552,6,13,381000,6968,3172,3796,2028,748,1280,566,249,317,852,346,506,0,0,0,75,31,44,0,0,0,448,97,351,87,25,62,186,86,100,831,268,563
553,6,13,382000,7447,3572,3875,2724,959,1765,336,120,216,1517,595,922,0,0,0,400,196,204,62,15,47,326,33,293,83,0,83,189,99,90,571,70,501
554,6,13,383000,4830,3655,1175,1949,1102,847,968,643,325,247,77,170,8,8,0,486,340,146,0,0,0,50,0,50,190,34,156,906,618,288,149,25,124
555,6,13,384000,3888,3287,601,1626,1371,255,1068,893,175,86,48,38,10,10,0,314,314,0,12,12,0,33,0,33,103,94,9,979,838,141,122,55,67
