TRACT_CODE,TENURE_RENT,TENURE_TOT,TENURE_OWN,B25064_001E_2011,B25064_001E_2016,Rent_Percent_Change
84006085503122,758,1154,396,594,598,0.006734007
84006085503123,1193,1644,451,1263,1413,0.118764846
84006085503204,999,2279,1280,1221,1353,0.108108108
84006085503207,265,1059,794,1672,2039,0.219497608
84006085503208,241,897,656,2001,2076,0.037481259
84006085503210,313,968,655,1909,1796,-0.059193295
84006085503211,228,1153,925,1883,2077,0.103027084
84006085503212,222,957,735,2001,2389,0.193903048
84006085503213,486,1264,778,1428,1616,0.131652661
84006085503214,1146,2330,1184,1136,1141,0.004401408
84006085503217,486,1093,607,1590,1708,0.074213836
84006085503218,815,1181,366,1055,1150,0.090047393
84006085503304,910,1908,998,1326,1414,0.066365008
84006085503305,576,1500,924,1230,2018,0.640650407
84006085503306,256,906,650,2001,1750,-0.125437281
84006085503312,215,1079,864,1934,1680,-0.131334023
84006085503313,103,1297,1194,2001,2722,0.36031984
84006085503315,774,2040,1266,1741,1921,0.103388857
84006085503321,201,1090,889,1920,2313,0.2046875
84006085503322,190,1067,877,1705,2586,0.516715543
84006085503323,237,1183,946,1676,2483,0.48150358
84006085503324,148,908,760,2001,2553,0.275862069
84006085503325,254,1157,903,1901,2074,0.091004734
84006085503326,354,1813,1459,2001,1568,-0.216391804
84006085503327,517,1433,916,1913,2323,0.214323053
84006085503329,104,980,876,2001,2750,0.374312844
84006085503330,275,2158,1883,1307,2852,1.182096404
84006085503331,240,1360,1120,1180,1636,0.386440678
84006085503332,184,2579,2395,2001,2389,0.193903048
84006085503333,280,1296,1016,1962,2342,0.193679918
84006085503334,140,2525,2385,2001,2623,0.310844578
84006085503336,259,895,636,2001,1681,-0.15992004
84006085503337,212,961,749,2001,2018,0.008495752
84006085503401,335,948,613,1846,2099,0.137053088
84006085503402,843,1255,412,1083,1352,0.248384118
84006085503504,475,1218,743,1868,2010,0.076017131
84006085503506,560,1290,730,1381,1745,0.263577118
84006085503507,112,389,277,1737,2057,0.184225676
84006085503508,466,1267,801,1270,2106,0.658267717
84006085503509,198,901,703,2001,1990,-0.005497251
84006085503510,669,1407,738,1558,1569,0.007060334
84006085503511,249,865,616,1905,2243,0.177427822
84006085503601,541,881,340,1079,1324,0.227062095
84006085503602,697,1352,655,1262,1110,-0.12044374
84006085503703,444,953,509,1170,1297,0.108547009
84006085503707,710,1431,721,1436,1820,0.267409471
84006085503708,296,762,466,755,-666666666,-883003.2066
84006085503709,1371,1698,327,678,816,0.203539823
84006085503710,828,1044,216,1034,897,-0.132495164
84006085503711,632,1038,406,1436,1529,0.064763231
84006085503712,1035,1369,334,964,1137,0.179460581
84006085503713,965,1172,207,968,1242,0.283057851
84006085503802,777,2252,1475,1418,1699,0.198166432
84006085503803,338,1417,1079,1797,1664,-0.074012243
84006085503804,601,1664,1063,1389,1864,0.341972642
84006085503902,794,1533,739,1352,1626,0.202662722
84006085503903,465,936,471,1198,1565,0.306343907
84006085504001,724,1567,843,1339,1460,0.090365945
84006085504002,833,1430,597,1379,1449,0.050761421
84006085504101,378,1095,717,1412,1593,0.128186969
84006085504102,460,1352,892,1397,1781,0.274874732
84006085504201,404,1806,1402,1777,1792,0.008441193
84006085504202,289,1473,1184,2001,2010,0.004497751
84006085504307,525,1716,1191,1521,1747,0.148586456
84006085504308,272,1525,1253,1591,1128,-0.291011942
84006085504311,783,2411,1628,1751,2153,0.229583095
84006085504314,362,1333,971,1678,2283,0.360548272
84006085504315,478,2000,1522,1627,1960,0.204671174
84006085504316,370,1409,1039,2001,2087,0.042978511
84006085504317,235,1198,963,1497,2526,0.687374749
84006085504318,232,1505,1273,1131,1324,0.170645447
84006085504319,628,2061,1433,1540,2049,0.330519481
84006085504320,89,844,755,2001,2572,0.285357321
84006085504321,480,1589,1109,1440,2016,0.4
84006085504322,1295,2043,748,1687,1900,0.126259632
84006085504323,862,1893,1031,1651,2189,0.325863113
84006085504410,412,1192,780,1199,1557,0.298582152
84006085504411,221,1561,1340,1904,2404,0.262605042
84006085504412,693,1342,649,1450,1715,0.182758621
84006085504413,286,721,435,923,985,0.067172264
84006085504414,177,1552,1375,2001,2651,0.324837581
84006085504415,217,1593,1376,2001,2226,0.112443778
84006085504416,358,1116,758,1718,2285,0.330034924
84006085504417,33,129,96,2001,-666666666,-333167.7496
84006085504418,647,1352,705,1492,1706,0.143431635
84006085504420,429,1416,987,1354,2066,0.525849335
84006085504421,261,1384,1123,1885,2486,0.318832891
84006085504422,338,1061,723,1487,1158,-0.221250841
84006085504423,123,691,568,2001,2142,0.070464768
84006085504504,1576,2899,1323,1580,1909,0.208227848
84006085504505,664,2020,1356,1872,2277,0.216346154
84006085504506,1206,2244,1038,1605,2141,0.333956386
84006085504507,595,1831,1236,1474,1700,0.153324288
84006085504601,72,353,281,1212,1207,-0.004125413
84006085504602,263,635,372,1316,1546,0.174772036
84006085504700,200,200,0,1921,3105,0.616345653
84006085504802,546,1797,1251,1539,2004,0.30214425
84006085504803,1401,2491,1090,1614,2325,0.440520446
84006085504805,687,2694,2007,1837,2430,0.322808928
84006085504806,174,775,601,2001,2535,0.266866567
84006085504901,2719,4123,1404,1811,2461,0.358917725
84006085505001,1999,3450,1451,1858,2157,0.160925727
84006085505006,2585,3251,666,1892,2612,0.380549683
84006085505007,377,952,575,1466,2073,0.414051842
84006085505008,2462,2462,0,1993,2467,0.237832413
84006085505009,1929,3352,1423,1589,2304,0.449968534
84006085505100,1091,1670,579,1241,1348,0.08622079
84006085505202,1765,2374,609,1252,1429,0.141373802
84006085505203,865,1447,582,1826,2395,0.311610077
84006085505301,731,1412,681,1311,1660,0.266209001
84006085505302,463,1387,924,1421,1805,0.270232231
84006085505303,1365,2163,798,1262,1670,0.323296355
84006085505304,155,1099,944,2001,2623,0.310844578
84006085505305,869,2076,1207,1304,1772,0.358895706
84006085505401,1905,2581,676,1647,2106,0.278688525
84006085505402,460,1137,677,1415,1750,0.236749117
84006085505403,1723,2567,844,1633,1960,0.200244948
84006085505500,751,1578,827,1250,1497,0.1976
84006085505600,997,1235,238,1320,1417,0.073484848
84006085505700,1927,2461,534,1206,1794,0.487562189
84006085505800,683,1550,867,1497,1953,0.304609218
84006085505900,1840,3116,1276,1216,1707,0.403782895
84006085506000,895,1814,919,1668,2086,0.25059952
84006085506101,604,1730,1126,1480,1878,0.268918919
84006085506102,498,1493,995,1711,2248,0.313851549
84006085506103,620,1645,1025,1674,1964,0.173237754
84006085506202,994,2515,1521,1497,1783,0.191048764
84006085506203,1766,2379,613,1467,1779,0.212678937
84006085506204,669,2086,1417,1483,1648,0.111260958
84006085506301,1603,2290,687,1322,1739,0.315431165
84006085506302,1132,2504,1372,1378,1842,0.336719884
84006085506304,1692,2088,396,1361,1774,0.303453343
84006085506305,2163,2569,406,1185,1482,0.250632911
84006085506401,1343,2103,760,1386,1830,0.32034632
84006085506402,1540,2253,713,1239,1610,0.299435028
84006085506501,1679,2487,808,1196,1514,0.265886288
84006085506502,1061,1878,817,1598,2131,0.333541927
84006085506503,1648,2609,961,1330,1646,0.237593985
84006085506601,851,1693,842,1223,1526,0.247751431
84006085506603,312,1340,1028,2001,2013,0.005997001
84006085506604,580,2562,1982,1736,1762,0.014976959
84006085506605,903,1508,605,1242,1505,0.211755233
84006085506606,844,1596,752,1350,1570,0.162962963
84006085506701,334,1253,919,2001,2126,0.062468766
84006085506702,913,1935,1022,1317,1770,0.343963554
84006085506703,592,1308,716,1675,1906,0.137910448
84006085506801,687,2172,1485,1869,2002,0.071161049
84006085506802,460,1935,1475,1422,1987,0.397327707
84006085506803,718,2363,1645,1215,1492,0.227983539
84006085506804,183,1278,1095,2001,2461,0.229885057
84006085506900,433,2634,2201,2001,2132,0.065467266
84006085507001,925,2977,2052,1915,1893,-0.011488251
84006085507002,180,1005,825,1909,2070,0.084337349
84006085507100,855,1282,427,1429,1675,0.172148355
84006085507203,584,1166,582,1963,2378,0.211411105
84006085507205,200,1825,1625,1859,1951,0.049488973
84006085507206,92,1055,963,2001,2193,0.095952024
84006085507301,508,2414,1906,963,-666666666,-692282.0654
84006085507302,247,1031,784,984,3098,2.148373984
84006085507401,194,1860,1666,2001,3501,0.749625187
84006085507402,286,1453,1167,1750,3000,0.714285714
84006085507500,189,2028,1839,2001,3089,0.543728136
84006085507600,240,1962,1722,1962,2310,0.177370031
84006085507701,292,1372,1080,2001,2250,0.124437781
84006085507702,258,2058,1800,2001,3501,0.749625187
84006085507703,990,2693,1703,1974,2332,0.181357649
84006085507805,1323,2203,880,1679,2352,0.40083383
84006085507806,1191,1811,620,1815,2599,0.431955923
84006085507807,334,1052,718,1871,2383,0.273650454
84006085507808,421,1773,1352,1978,2898,0.465116279
84006085507903,283,1626,1343,2001,2412,0.205397301
84006085507904,119,1098,979,2001,3079,0.538730635
84006085507905,1139,2152,1013,1511,1814,0.200529451
84006085507906,203,1411,1208,2001,3058,0.528235882
84006085508001,1124,2858,1734,2001,2727,0.362818591
84006085508003,375,770,395,1891,2347,0.241142253
84006085508004,1072,2210,1138,1792,2163,0.20703125
84006085508101,846,2327,1481,2001,2731,0.364817591
84006085508102,647,1193,546,1851,2290,0.237169098
84006085508202,1152,2772,1620,1476,2194,0.486449864
84006085508203,545,1797,1252,1467,1964,0.338786639
84006085508204,397,1481,1084,1424,2252,0.581460674
84006085508301,322,1567,1245,1772,2824,0.593679458
84006085508303,103,924,821,2001,2558,0.27836082
84006085508304,2204,3058,854,1408,1638,0.163352273
84006085508401,803,2350,1547,1659,2255,0.359252562
84006085508403,158,1078,920,2001,2750,0.374312844
84006085508404,984,2328,1344,1795,1859,0.035654596
84006085508503,1853,2630,777,1410,1852,0.313475177
84006085508504,2931,3396,465,1481,1855,0.252532073
84006085508505,901,1914,1013,1626,2146,0.319803198
84006085508507,992,1343,351,1452,2061,0.419421488
84006085508508,1176,2029,853,1486,1810,0.218034993
84006085508601,521,1355,834,1515,1721,0.135973597
84006085508602,1532,2016,484,1422,1983,0.394514768
84006085508703,2018,3256,1238,1562,2013,0.288732394
84006085508704,1748,2603,855,1676,2119,0.264319809
84006085508800,1082,1460,378,1402,1895,0.351640514
84006085508900,1002,1700,698,1335,1696,0.270411985
84006085509000,1452,2540,1088,1160,1660,0.431034483
84006085509102,1514,2274,760,1702,2258,0.326674501
84006085509105,2017,3057,1040,1740,2099,0.206321839
84006085509106,1149,1693,544,1380,1722,0.247826087
84006085509107,1927,1946,19,1322,1937,0.465204236
84006085509108,1404,1967,563,1366,1715,0.255490483
84006085509109,875,1943,1068,1943,2401,0.235717962
84006085509201,1282,2337,1055,1593,2127,0.335216573
84006085509202,1030,1885,855,1376,1836,0.334302326
84006085509302,398,1222,824,1280,1874,0.4640625
84006085509303,1257,1743,486,1160,1488,0.282758621
84006085509304,779,1357,578,1557,2014,0.293513166
84006085509401,1417,1757,340,1337,1782,0.332834705
84006085509403,1938,2052,114,1369,1843,0.34623813
84006085509404,1705,2683,978,1490,1959,0.314765101
84006085509500,1837,2240,403,1459,1779,0.219328307
84006085509600,1008,1483,475,1780,2337,0.312921348
84006085509700,868,1408,540,1552,2173,0.400128866
84006085509801,767,2172,1405,1247,1490,0.194867682
84006085509802,382,1131,749,1131,1684,0.488947834
84006085509901,128,689,561,2001,2723,0.36081959
84006085509902,605,1839,1234,1327,1716,0.293142427
84006085510001,166,2063,1897,2001,2983,0.490754623
84006085510002,235,1291,1056,1908,3092,0.620545073
84006085510100,91,1081,990,2001,3501,0.749625187
84006085510200,143,1440,1297,2001,2725,0.36181909
84006085510300,401,1716,1315,2001,2487,0.242878561
84006085510400,165,1165,1000,2001,2306,0.152423788
84006085510500,363,1891,1528,2001,2579,0.288855572
84006085510600,847,2350,1503,1629,2190,0.344383057
84006085510700,1107,2046,939,1644,1889,0.149026764
84006085510801,599,2210,1611,2001,2016,0.007496252
84006085510802,125,683,558,1750,1872,0.069714286
84006085510803,404,997,593,1469,1741,0.185159973
84006085510900,742,2040,1298,1728,2325,0.345486111
84006085511000,934,2449,1515,1758,2562,0.457337884
84006085511100,314,1846,1532,2001,2945,0.471764118
84006085511200,420,1670,1250,2001,3207,0.602698651
84006085511301,1107,1801,694,1628,2319,0.424447174
84006085511302,1625,2136,511,1622,1706,0.051787916
84006085511400,456,1335,879,2001,2323,0.16091954
84006085511500,1375,3043,1668,1705,2377,0.394134897
84006085511608,89,93,4,-666666666,1556,-1.000002334
84006085511609,1503,1714,211,2001,2807,0.402798601
84006085511701,222,1565,1343,2001,2351,0.174912544
84006085511702,47,945,898,2001,2750,0.374312844
84006085511704,102,1723,1621,2001,1681,-0.15992004
84006085511705,51,357,306,2001,1607,-0.196901549
84006085511707,136,1206,1070,1144,2865,1.504370629
84006085511800,382,1645,1263,2001,1567,-0.216891554
84006085511905,221,1063,842,1726,2083,0.206836616
84006085511907,252,1344,1092,2001,3000,0.499250375
84006085511909,141,2658,2517,2001,3239,0.618690655
84006085511910,67,1051,984,2001,3429,0.713643178
84006085511911,518,1879,1361,1375,1216,-0.115636364
84006085511912,233,1748,1515,2001,2569,0.283858071
84006085511913,71,1427,1356,2001,3501,0.749625187
84006085511914,182,1918,1736,1979,2557,0.2920667
84006085511915,859,1275,416,1167,1338,0.146529563
84006085511916,507,1696,1189,1178,1319,0.119694397
84006085512001,327,2012,1685,2001,2613,0.305847076
84006085512005,544,2217,1673,1919,2366,0.23293382
84006085512017,843,2213,1370,1396,1492,0.068767908
84006085512019,572,1563,991,1785,2026,0.135014006
84006085512020,1998,2561,563,1443,1809,0.253638254
84006085512021,365,2047,1682,2001,2337,0.167916042
84006085512022,820,1888,1068,1355,1634,0.205904059
84006085512023,986,2024,1038,1701,1863,0.095238095
84006085512024,704,1635,931,1408,1434,0.018465909
84006085512025,229,1079,850,2001,2394,0.196401799
84006085512026,440,1312,872,1381,1975,0.430123099
84006085512027,958,1577,619,1622,1822,0.123304562
84006085512029,624,2472,1848,1849,2116,0.14440238
84006085512030,157,993,836,2001,2750,0.374312844
84006085512031,277,1369,1092,2001,2582,0.290354823
84006085512032,164,1006,842,2001,2278,0.138430785
84006085512033,640,2033,1393,1724,1938,0.12412993
84006085512034,232,1019,787,2001,2406,0.202398801
84006085512035,329,1412,1083,1655,1716,0.036858006
84006085512036,1312,1888,576,1937,2296,0.185338152
84006085512037,168,975,807,2001,2407,0.202898551
84006085512038,358,1073,715,1706,1939,0.136576788
84006085512039,293,1339,1046,1903,2201,0.15659485
84006085512042,371,868,497,1121,1381,0.231935772
84006085512043,981,1592,611,1178,1364,0.157894737
84006085512045,268,1808,1540,2001,2342,0.170414793
84006085512047,375,1708,1333,1714,2007,0.170945158
84006085512052,998,1762,764,1749,2036,0.164093768
84006085512053,493,1433,940,1658,1578,-0.048250905
84006085512100,170,455,285,1856,1714,-0.076508621
84006085512200,241,1657,1416,1592,1490,-0.064070352
84006085512305,279,1480,1201,1563,1827,0.16890595
84006085512307,453,2359,1906,1849,2028,0.096809086
84006085512308,393,2464,2071,1784,2515,0.409753363
84006085512309,309,1712,1403,1453,2122,0.460426703
84006085512310,880,1447,567,1270,1470,0.157480315
84006085512311,249,1189,940,650,1214,0.867692308
84006085512312,204,1079,875,1392,2211,0.588362069
84006085512313,739,1186,447,1529,1587,0.03793329
84006085512314,917,2158,1241,1420,1398,-0.015492958
84006085512401,393,1420,1027,1256,1662,0.323248408
84006085512402,375,1446,1071,1859,1526,-0.179128564
84006085512503,375,2731,2356,2001,3226,0.612193903
84006085512505,1023,2186,1163,1239,1678,0.354317998
84006085512506,1048,1906,858,1107,1192,0.076784101
84006085512508,1223,2630,1407,1351,1446,0.070318283
84006085512509,239,1227,988,1177,1532,0.301614274
84006085512510,971,2258,1287,1415,1591,0.124381625
84006085512602,320,802,482,1277,1322,0.035238841
84006085512603,868,1101,233,1028,1341,0.304474708
84006085512604,793,1174,381,1242,1466,0.180354267
84006085513000,2213,2223,10,1251,1537,0.228617106
84006085513500,97,306,209,769,1036,0.347204161
84006095250103,622,1547,925,1434,1318,-0.080892608
84006095250104,229,814,585,2001,1934,-0.033483258
84006095250105,819,2207,1388,1315,1479,0.124714829
84006095250106,143,1396,1253,1788,2699,0.50950783
84006095250200,763,1472,709,1186,1353,0.140809444
84006095250300,447,1114,667,1395,1404,0.006451613
84006095250400,401,1034,633,1251,1259,0.006394884
84006095250501,254,776,522,1172,1667,0.422354949
84006095250502,301,1000,699,1333,1790,0.342835709
84006095250601,543,1560,1017,1368,1660,0.213450292
84006095250604,424,1384,960,1483,1564,0.054619016
84006095250605,485,1577,1092,1540,1901,0.234415584
84006095250701,493,1132,639,1143,1121,-0.019247594
84006095250801,689,1436,747,1227,1323,0.078239609
84006095250900,1106,1207,101,548,668,0.218978102
84006095251000,783,1058,275,995,1130,0.135678392
84006095251100,699,1105,406,1097,1220,0.112123974
84006095251200,748,1282,534,993,1108,0.115810675
84006095251300,303,1179,876,1613,1589,-0.014879107
84006095251400,791,2126,1335,1112,1183,0.063848921
84006095251500,1068,1464,396,988,1075,0.08805668
84006095251600,886,1069,183,975,978,0.003076923
84006095251701,855,1368,513,995,1062,0.067336683
84006095251702,421,937,516,1369,1300,-0.050401753
84006095251802,902,1213,311,821,785,-0.043848965
84006095251803,439,1384,945,1573,1671,0.062301335
84006095251804,277,972,695,1731,1775,0.025418833
84006095251901,1099,1829,730,1346,1194,-0.112927192
84006095251902,766,1773,1007,1323,1549,0.170823885
84006095251903,523,1653,1130,1547,1592,0.029088559
84006095252000,1037,2148,1111,1007,1279,0.270109235
84006095252102,587,1473,886,1157,1471,0.27139153
84006095252103,987,1980,993,1257,1248,-0.007159905
84006095252104,261,1812,1551,1183,1413,0.194420964
84006095252105,252,1250,998,1623,1753,0.080098583
84006095252106,636,1717,1081,1405,1500,0.067615658
84006095252107,299,1404,1105,1738,1449,-0.166283084
84006095252108,484,1345,861,1424,1387,-0.025983146
84006095252201,553,3030,2477,2001,2302,0.150424788
84006095252202,552,3191,2639,1790,2124,0.186592179
84006095252305,461,1680,1219,1713,1602,-0.064798599
84006095252306,298,1241,943,1516,1383,-0.087730871
84006095252310,324,1261,937,1787,2399,0.342473419
84006095252311,380,1449,1069,1490,1848,0.240268456
84006095252312,663,1342,679,1537,1475,-0.040338321
84006095252313,923,2193,1270,1227,1227,0
84006095252314,597,1361,764,1600,1535,-0.040625
84006095252315,281,1436,1155,1654,1743,0.053808948
84006095252316,467,1138,671,1791,1662,-0.072026801
84006095252317,607,2153,1546,1976,2019,0.021761134
84006095252401,658,1313,655,1214,1450,0.194398682
84006095252402,1042,1749,707,812,899,0.107142857
84006095252501,656,913,257,1201,1008,-0.160699417
84006095252502,540,654,114,869,1048,0.20598389
84006095252604,681,1038,357,1000,967,-0.033
84006095252605,1298,1895,597,1073,1048,-0.023299161
84006095252606,1075,1632,557,989,942,-0.04752275
84006095252607,745,1150,405,1108,1009,-0.089350181
84006095252608,776,1288,512,1041,1193,0.146013449
84006095252610,381,1028,647,1333,1492,0.11927982
84006095252611,593,1074,481,1180,1176,-0.003389831
84006095252702,962,2239,1277,1264,1492,0.180379747
84006095252703,532,1218,686,1717,1613,-0.060570763
84006095252704,815,1655,840,1119,1185,0.058981233
84006095252705,569,1787,1218,1466,1756,0.19781719
84006095252706,246,1193,947,1693,2199,0.298877732
84006095252707,686,1677,991,1190,1407,0.182352941
84006095252801,827,840,13,1816,1806,-0.005506608
84006095252802,280,280,0,1865,1748,-0.062734584
84006095252903,291,1665,1374,994,1145,0.151911469
84006095252904,741,2254,1513,1476,1647,0.115853659
84006095252908,706,1283,577,1235,1456,0.178947368
84006095252909,216,1050,834,1801,1897,0.05330372
84006095252910,654,2009,1355,1551,1747,0.126370084
84006095252911,1122,2728,1606,1288,1135,-0.11878882
84006095252912,502,1836,1334,2001,2179,0.088955522
84006095252913,515,1628,1113,1712,1820,0.063084112
84006095252914,580,1801,1221,1477,1460,-0.011509817
84006095252915,185,1287,1102,1958,2209,0.128192033
84006095253000,0,0,0,-666666666,-666666666,0
84006095253101,941,2047,1106,1120,1249,0.115178571
84006095253105,1669,2408,739,1296,1318,0.016975309
84006095253106,601,1259,658,1239,1432,0.155770783
84006095253107,1234,2325,1091,1127,1363,0.209405501
84006095253108,657,1612,955,1174,1154,-0.017035775
84006095253201,221,1819,1598,1625,2078,0.278769231
84006095253203,733,1429,696,1196,1377,0.151337793
84006095253204,1185,2351,1166,1065,1019,-0.043192488
84006095253205,434,990,556,1540,1341,-0.129220779
84006095253206,238,1005,767,2001,2201,0.099950025
84006095253300,423,913,490,1151,1104,-0.040834057
84006095253402,841,2204,1363,1029,1149,0.116618076
84006095253403,234,1521,1287,1830,1684,-0.079781421
84006095253404,803,2191,1388,1203,1109,-0.078137988
84006095253500,1216,4405,3189,1092,1282,0.173992674
84006095980000,0,0,0,-666666666,-666666666,0
84006097150100,274,1025,751,1346,1313,-0.024517088
84006097150202,790,2348,1558,1195,1380,0.154811715
84006097150203,989,2273,1284,1417,1615,0.139731828
84006097150204,823,1741,918,1416,1433,0.01200565
84006097150303,371,2292,1921,1398,1620,0.158798283
84006097150304,870,2182,1312,1335,1388,0.039700375
84006097150305,910,1789,879,1208,1213,0.004139073
84006097150306,550,1645,1095,999,1126,0.127127127
84006097150500,746,2185,1439,1188,1319,0.11026936
84006097150601,447,1378,931,1234,1498,0.213938412
84006097150602,161,1460,1299,1759,2106,0.197271177
84006097150603,1026,2561,1535,1354,1171,-0.135155096
84006097150607,382,1770,1388,1421,1845,0.298381422
84006097150609,509,1948,1439,1530,1632,0.066666667
84006097150610,286,1359,1073,1924,1895,-0.015072765
84006097150611,748,1547,799,1235,1695,0.372469636
84006097150612,462,1627,1165,1663,2073,0.246542393
84006097150701,1142,2061,919,1362,1491,0.094713656
84006097150702,417,1819,1402,1844,1817,-0.014642082
84006097150800,972,2008,1036,1389,1416,0.019438445
84006097150901,925,2002,1077,1148,1136,-0.010452962
84006097150902,456,1397,941,1216,1578,0.297697368
84006097151000,619,1512,893,1167,1332,0.141388175
84006097151100,745,1891,1146,1316,1678,0.275075988
84006097151201,1013,2799,1786,1299,1293,-0.004618938
84006097151203,768,1896,1128,1005,1503,0.495522388
84006097151204,563,1326,763,1215,1296,0.066666667
84006097151301,775,1599,824,969,1192,0.230134159
84006097151305,1776,2366,590,1071,1192,0.112978525
84006097151306,678,1550,872,1224,1361,0.111928105
84006097151307,538,1958,1420,1369,1906,0.392257122
84006097151308,922,1914,992,1376,1432,0.040697674
84006097151309,680,1968,1288,1466,1600,0.091405184
84006097151310,744,1491,747,1218,1473,0.209359606
84006097151311,1034,2272,1238,1403,1845,0.315039202
84006097151401,1197,2419,1222,1240,1334,0.075806452
84006097151402,1841,3329,1488,1098,1176,0.071038251
84006097151502,1607,2977,1370,1271,1527,0.201416208
84006097151503,87,1377,1290,2001,1797,-0.101949025
84006097151504,304,1316,1012,1284,1637,0.274922118
84006097151601,427,1680,1253,1637,1671,0.020769701
84006097151602,245,1861,1616,1686,1715,0.017200474
84006097151700,1559,2697,1138,1212,1308,0.079207921
84006097151800,829,2048,1219,1266,1483,0.171406003
84006097151900,1027,1398,371,1029,1071,0.040816327
84006097152000,829,920,91,960,1103,0.148958333
84006097152100,514,1053,539,1113,1390,0.248876909
84006097152201,1045,1687,642,1138,1328,0.166959578
84006097152202,1319,2738,1419,1131,1475,0.304155615
84006097152203,1201,1810,609,1011,1181,0.168150346
84006097152300,492,1818,1326,1323,1676,0.266817838
84006097152400,1039,4287,3248,1997,2067,0.035052579
84006097152501,883,1671,788,1415,1507,0.065017668
84006097152502,586,1513,927,1175,1537,0.308085106
84006097152600,566,3176,2610,1779,1815,0.020236088
84006097152701,713,2160,1447,1424,1672,0.174157303
84006097152702,1095,2091,996,1251,1463,0.169464428
84006097152801,583,1949,1366,1371,1397,0.01896426
84006097152802,2088,2775,687,1002,1125,0.122754491
84006097152903,919,1490,571,1037,1292,0.245901639
84006097152904,760,1976,1216,1493,1671,0.119223041
84006097152905,581,1581,1000,1342,1617,0.204918033
84006097152906,734,2077,1343,1382,1805,0.306078148
84006097153001,1630,2490,860,991,1103,0.113017154
84006097153002,1088,1913,825,1148,1406,0.224738676
84006097153003,978,2028,1050,1195,1412,0.181589958
84006097153005,856,2470,1614,1488,1687,0.133736559
84006097153006,1050,2830,1780,1417,1632,0.151729005
84006097153102,689,1453,764,1233,1252,0.01540957
84006097153103,733,1409,676,1214,1185,-0.023887974
84006097153104,920,1176,256,1084,1135,0.04704797
84006097153200,1364,2523,1159,1201,1384,0.152373022
84006097153300,1709,3683,1974,1337,1506,0.126402393
84006097153401,1435,2878,1443,1224,1351,0.10375817
84006097153403,585,1556,971,1130,1378,0.219469027
84006097153404,662,1844,1182,1026,1154,0.124756335
84006097153501,582,1952,1370,1204,1528,0.26910299
84006097153502,423,1693,1270,924,1439,0.557359307
84006097153600,840,2350,1510,1412,1285,-0.089943343
84006097153703,631,1650,1019,953,1111,0.165792235
84006097153704,810,1687,877,947,1128,0.191129884
84006097153705,607,1745,1138,1089,1261,0.157943067
84006097153706,459,1928,1469,1141,1160,0.01665206
84006097153801,1146,3132,1986,1748,1836,0.050343249
84006097153804,258,1185,927,1743,2070,0.187607573
84006097153806,282,1298,1016,1427,1484,0.039943938
84006097153807,139,1378,1239,1811,2040,0.126449475
84006097153808,463,1482,1019,1185,1322,0.115611814
84006097153809,408,1577,1169,1354,1329,-0.018463811
84006097153901,622,2128,1506,1096,1607,0.466240876
84006097153902,1009,1717,708,1187,1307,0.101095198
84006097153903,615,1690,1075,1298,1612,0.241910632
84006097154000,332,1047,715,1110,1064,-0.041441441
84006097154100,584,1382,798,1513,1173,-0.224719101
84006097154201,685,1349,664,1053,995,-0.055080722
84006097154202,518,2264,1746,1563,1263,-0.19193858
84006097154302,402,1607,1205,1234,1363,0.104538088
84006097154303,177,758,581,1267,1398,0.103393844
84006097154304,397,958,561,1319,1000,-0.241849886
84006097990100,0,0,0,-666666666,-666666666,0
