"","state","county","tract","B25064_001E"
"1075","06","085","503113",1208
"1076","06","085","503115",1424
"1077","06","085","503116",1714
"1078","06","085","503117",1312
"1079","06","085","503118",1359
"1080","06","085","503121",1042
"1081","06","085","503122",594
"1082","06","085","503123",1263
"1083","06","085","503204",1221
"1084","06","085","503207",1672
"1085","06","085","503208",2001
"1086","06","085","503210",1909
"1087","06","085","503211",1883
"1088","06","085","503212",2001
"1089","06","085","503213",1428
"1090","06","085","503214",1136
"1091","06","085","503217",1590
"1092","06","085","503218",1055
"1093","06","085","503304",1326
"1094","06","085","503305",1230
"1095","06","085","503306",2001
"1096","06","085","503312",1934
"1097","06","085","503313",2001
"1098","06","085","503315",1741
"1099","06","085","503321",1920
"1100","06","085","503322",1705
"1101","06","085","503323",1676
"1102","06","085","503324",2001
"1103","06","085","503325",1901
"1104","06","085","503326",2001
"1105","06","085","503327",1913
"1106","06","085","503329",2001
"1107","06","085","503330",1307
"1108","06","085","503331",1180
"1109","06","085","503332",2001
"1110","06","085","503333",1962
"1111","06","085","503334",2001
"1112","06","085","503336",2001
"1113","06","085","503337",2001
"1114","06","085","503401",1846
"1115","06","085","503402",1083
"1116","06","085","503504",1868
"1117","06","085","503506",1381
"1118","06","085","503507",1737
"1119","06","085","503508",1270
"1120","06","085","503509",2001
"1121","06","085","503510",1558
"1122","06","085","503511",1905
"1123","06","085","503601",1079
"1124","06","085","503602",1262
"1125","06","085","503703",1170
"1126","06","085","503707",1436
"1127","06","085","503708",755
"1128","06","085","503709",678
"1129","06","085","503710",1034
"1130","06","085","503711",1436
"1131","06","085","503712",964
"1132","06","085","503713",968
"1133","06","085","503802",1418
"1134","06","085","503803",1797
"1135","06","085","503804",1389
"1136","06","085","503902",1352
"1137","06","085","503903",1198
"1138","06","085","504001",1339
"1139","06","085","504002",1379
"1140","06","085","504101",1412
"1141","06","085","504102",1397
"1142","06","085","504201",1777
"1143","06","085","504202",2001
"1144","06","085","504307",1521
"1145","06","085","504308",1591
"1146","06","085","504311",1751
"1147","06","085","504314",1678
"1148","06","085","504315",1627
"1149","06","085","504316",2001
"1150","06","085","504317",1497
"1151","06","085","504318",1131
"1152","06","085","504319",1540
"1153","06","085","504320",2001
"1154","06","085","504321",1440
"1155","06","085","504322",1687
"1156","06","085","504323",1651
"1157","06","085","504410",1199
"1158","06","085","504411",1904
"1159","06","085","504412",1450
"1160","06","085","504413",923
"1161","06","085","504414",2001
"1162","06","085","504415",2001
"1163","06","085","504416",1718
"1164","06","085","504417",2001
"1165","06","085","504418",1492
"1166","06","085","504420",1354
"1167","06","085","504421",1885
"1168","06","085","504422",1487
"1169","06","085","504423",2001
"1170","06","085","504504",1580
"1171","06","085","504505",1872
"1172","06","085","504506",1605
"1173","06","085","504507",1474
"1174","06","085","504601",1212
"1175","06","085","504602",1316
"1176","06","085","504700",1921
"1177","06","085","504802",1539
"1178","06","085","504803",1614
"1179","06","085","504805",1837
"1180","06","085","504806",2001
"1181","06","085","504901",1811
"1182","06","085","505001",1858
"1183","06","085","505006",1892
"1184","06","085","505007",1466
"1185","06","085","505008",1993
"1186","06","085","505009",1589
"1187","06","085","505100",1241
"1188","06","085","505202",1252
"1189","06","085","505203",1826
"1190","06","085","505301",1311
"1191","06","085","505302",1421
"1192","06","085","505303",1262
"1193","06","085","505304",2001
"1194","06","085","505305",1304
"1195","06","085","505401",1647
"1196","06","085","505402",1415
"1197","06","085","505403",1633
"1198","06","085","505500",1250
"1199","06","085","505600",1320
"1200","06","085","505700",1206
"1201","06","085","505800",1497
"1202","06","085","505900",1216
"1203","06","085","506000",1668
"1204","06","085","506101",1480
"1205","06","085","506102",1711
"1206","06","085","506103",1674
"1207","06","085","506202",1497
"1208","06","085","506203",1467
"1209","06","085","506204",1483
"1210","06","085","506301",1322
"1211","06","085","506302",1378
"1212","06","085","506304",1361
"1213","06","085","506305",1185
"1214","06","085","506401",1386
"1215","06","085","506402",1239
"1216","06","085","506501",1196
"1217","06","085","506502",1598
"1218","06","085","506503",1330
"1219","06","085","506601",1223
"1220","06","085","506603",2001
"1221","06","085","506604",1736
"1222","06","085","506605",1242
"1223","06","085","506606",1350
"1224","06","085","506701",2001
"1225","06","085","506702",1317
"1226","06","085","506703",1675
"1227","06","085","506801",1869
"1228","06","085","506802",1422
"1229","06","085","506803",1215
"1230","06","085","506804",2001
"1231","06","085","506900",2001
"1232","06","085","507001",1915
"1233","06","085","507002",1909
"1234","06","085","507100",1429
"1235","06","085","507203",1963
"1236","06","085","507205",1859
"1237","06","085","507206",2001
"1238","06","085","507301",963
"1239","06","085","507302",984
"1240","06","085","507401",2001
"1241","06","085","507402",1750
"1242","06","085","507500",2001
"1243","06","085","507600",1962
"1244","06","085","507701",2001
"1245","06","085","507702",2001
"1246","06","085","507703",1974
"1247","06","085","507805",1679
"1248","06","085","507806",1815
"1249","06","085","507807",1871
"1250","06","085","507808",1978
"1251","06","085","507903",2001
"1252","06","085","507904",2001
"1253","06","085","507905",1511
"1254","06","085","507906",2001
"1255","06","085","508001",2001
"1256","06","085","508003",1891
"1257","06","085","508004",1792
"1258","06","085","508101",2001
"1259","06","085","508102",1851
"1260","06","085","508202",1476
"1261","06","085","508203",1467
"1262","06","085","508204",1424
"1263","06","085","508301",1772
"1264","06","085","508303",2001
"1265","06","085","508304",1408
"1266","06","085","508401",1659
"1267","06","085","508403",2001
"1268","06","085","508404",1795
"1269","06","085","508503",1410
"1270","06","085","508504",1481
"1271","06","085","508505",1626
"1272","06","085","508507",1452
"1273","06","085","508508",1486
"1274","06","085","508601",1515
"1275","06","085","508602",1422
"1276","06","085","508703",1562
"1277","06","085","508704",1676
"1278","06","085","508800",1402
"1279","06","085","508900",1335
"1280","06","085","509000",1160
"1281","06","085","509102",1702
"1282","06","085","509105",1740
"1283","06","085","509106",1380
"1284","06","085","509107",1322
"1285","06","085","509108",1366
"1286","06","085","509109",1943
"1287","06","085","509201",1593
"1288","06","085","509202",1376
"1289","06","085","509302",1280
"1290","06","085","509303",1160
"1291","06","085","509304",1557
"1292","06","085","509401",1337
"1293","06","085","509403",1369
"1294","06","085","509404",1490
"1295","06","085","509500",1459
"1296","06","085","509600",1780
"1297","06","085","509700",1552
"1298","06","085","509801",1247
"1299","06","085","509802",1131
"1300","06","085","509901",2001
"1301","06","085","509902",1327
"1302","06","085","510001",2001
"1303","06","085","510002",1908
"1304","06","085","510100",2001
"1305","06","085","510200",2001
"1306","06","085","510300",2001
"1307","06","085","510400",2001
"1308","06","085","510500",2001
"1309","06","085","510600",1629
"1310","06","085","510700",1644
"1311","06","085","510801",2001
"1312","06","085","510802",1750
"1313","06","085","510803",1469
"1314","06","085","510900",1728
"1315","06","085","511000",1758
"1316","06","085","511100",2001
"1317","06","085","511200",2001
"1318","06","085","511301",1628
"1319","06","085","511302",1622
"1320","06","085","511400",2001
"1321","06","085","511500",1705
"1322","06","085","511608",-666666666
"1323","06","085","511609",2001
"1324","06","085","511701",2001
"1325","06","085","511702",2001
"1326","06","085","511704",2001
"1327","06","085","511705",2001
"1328","06","085","511707",1144
"1329","06","085","511800",2001
"1330","06","085","511905",1726
"1331","06","085","511907",2001
"1332","06","085","511909",2001
"1333","06","085","511910",2001
"1334","06","085","511911",1375
"1335","06","085","511912",2001
"1336","06","085","511913",2001
"1337","06","085","511914",1979
"1338","06","085","511915",1167
"1339","06","085","511916",1178
"1340","06","085","512001",2001
"1341","06","085","512005",1919
"1342","06","085","512017",1396
"1343","06","085","512019",1785
"1344","06","085","512020",1443
"1345","06","085","512021",2001
"1346","06","085","512022",1355
"1347","06","085","512023",1701
"1348","06","085","512024",1408
"1349","06","085","512025",2001
"1350","06","085","512026",1381
"1351","06","085","512027",1622
"1352","06","085","512029",1849
"1353","06","085","512030",2001
"1354","06","085","512031",2001
"1355","06","085","512032",2001
"1356","06","085","512033",1724
"1357","06","085","512034",2001
"1358","06","085","512035",1655
"1359","06","085","512036",1937
"1360","06","085","512037",2001
"1361","06","085","512038",1706
"1362","06","085","512039",1903
"1363","06","085","512042",1121
"1364","06","085","512043",1178
"1365","06","085","512045",2001
"1366","06","085","512047",1714
"1367","06","085","512052",1749
"1368","06","085","512053",1658
"1369","06","085","512100",1856
"1370","06","085","512200",1592
"1371","06","085","512305",1563
"1372","06","085","512307",1849
"1373","06","085","512308",1784
"1374","06","085","512309",1453
"1375","06","085","512310",1270
"1376","06","085","512311",650
"1377","06","085","512312",1392
"1378","06","085","512313",1529
"1379","06","085","512314",1420
"1380","06","085","512401",1256
"1381","06","085","512402",1859
"1382","06","085","512503",2001
"1383","06","085","512505",1239
"1384","06","085","512506",1107
"1385","06","085","512508",1351
"1386","06","085","512509",1177
"1387","06","085","512510",1415
"1388","06","085","512602",1277
"1389","06","085","512603",1028
"1390","06","085","512604",1242
"1391","06","085","513000",1251
"1392","06","085","513500",769
"1393","06","095","250103",1434
"1394","06","095","250104",2001
"1395","06","095","250105",1315
"1396","06","095","250106",1788
"1397","06","095","250200",1186
"1398","06","095","250300",1395
"1399","06","095","250400",1251
"1400","06","095","250501",1172
"1401","06","095","250502",1333
"1402","06","095","250601",1368
"1403","06","095","250604",1483
"1404","06","095","250605",1540
"1405","06","095","250701",1143
"1406","06","095","250801",1227
"1407","06","095","250900",548
"1408","06","095","251000",995
"1409","06","095","251100",1097
"1410","06","095","251200",993
"1411","06","095","251300",1613
"1412","06","095","251400",1112
"1413","06","095","251500",988
"1414","06","095","251600",975
"1415","06","095","251701",995
"1416","06","095","251702",1369
"1417","06","095","251802",821
"1418","06","095","251803",1573
"1419","06","095","251804",1731
"1420","06","095","251901",1346
"1421","06","095","251902",1323
"1422","06","095","251903",1547
"1423","06","095","252000",1007
"1424","06","095","252102",1157
"1425","06","095","252103",1257
"1426","06","095","252104",1183
"1427","06","095","252105",1623
"1428","06","095","252106",1405
"1429","06","095","252107",1738
"1430","06","095","252108",1424
"1431","06","095","252201",2001
"1432","06","095","252202",1790
"1433","06","095","252305",1713
"1434","06","095","252306",1516
"1435","06","095","252310",1787
"1436","06","095","252311",1490
"1437","06","095","252312",1537
"1438","06","095","252313",1227
"1439","06","095","252314",1600
"1440","06","095","252315",1654
"1441","06","095","252316",1791
"1442","06","095","252317",1976
"1443","06","095","252401",1214
"1444","06","095","252402",812
"1445","06","095","252501",1201
"1446","06","095","252502",869
"1447","06","095","252604",1000
"1448","06","095","252605",1073
"1449","06","095","252606",989
"1450","06","095","252607",1108
"1451","06","095","252608",1041
"1452","06","095","252610",1333
"1453","06","095","252611",1180
"1454","06","095","252702",1264
"1455","06","095","252703",1717
"1456","06","095","252704",1119
"1457","06","095","252705",1466
"1458","06","095","252706",1693
"1459","06","095","252707",1190
"1460","06","095","252801",1816
"1461","06","095","252802",1865
"1462","06","095","252903",994
"1463","06","095","252904",1476
"1464","06","095","252908",1235
"1465","06","095","252909",1801
"1466","06","095","252910",1551
"1467","06","095","252911",1288
"1468","06","095","252912",2001
"1469","06","095","252913",1712
"1470","06","095","252914",1477
"1471","06","095","252915",1958
"1472","06","095","253000",-666666666
"1473","06","095","253101",1120
"1474","06","095","253105",1296
"1475","06","095","253106",1239
"1476","06","095","253107",1127
"1477","06","095","253108",1174
"1478","06","095","253201",1625
"1479","06","095","253203",1196
"1480","06","095","253204",1065
"1481","06","095","253205",1540
"1482","06","095","253206",2001
"1483","06","095","253300",1151
"1484","06","095","253402",1029
"1485","06","095","253403",1830
"1486","06","095","253404",1203
"1487","06","095","253500",1092
"1488","06","095","980000",-666666666
"1489","06","097","150100",1346
"1490","06","097","150202",1195
"1491","06","097","150203",1417
"1492","06","097","150204",1416
"1493","06","097","150303",1398
"1494","06","097","150304",1335
"1495","06","097","150305",1208
"1496","06","097","150306",999
"1497","06","097","150500",1188
"1498","06","097","150601",1234
"1499","06","097","150602",1759
"1500","06","097","150603",1354
"1501","06","097","150607",1421
"1502","06","097","150609",1530
"1503","06","097","150610",1924
"1504","06","097","150611",1235
"1505","06","097","150612",1663
"1506","06","097","150701",1362
"1507","06","097","150702",1844
"1508","06","097","150800",1389
"1509","06","097","150901",1148
"1510","06","097","150902",1216
"1511","06","097","151000",1167
"1512","06","097","151100",1316
"1513","06","097","151201",1299
"1514","06","097","151203",1005
"1515","06","097","151204",1215
"1516","06","097","151301",969
"1517","06","097","151305",1071
"1518","06","097","151306",1224
"1519","06","097","151307",1369
"1520","06","097","151308",1376
"1521","06","097","151309",1466
"1522","06","097","151310",1218
"1523","06","097","151311",1403
"1524","06","097","151401",1240
"1525","06","097","151402",1098
"1526","06","097","151502",1271
"1527","06","097","151503",2001
"1528","06","097","151504",1284
"1529","06","097","151601",1637
"1530","06","097","151602",1686
"1531","06","097","151700",1212
"1532","06","097","151800",1266
"1533","06","097","151900",1029
"1534","06","097","152000",960
"1535","06","097","152100",1113
"1536","06","097","152201",1138
"1537","06","097","152202",1131
"1538","06","097","152203",1011
"1539","06","097","152300",1323
"1540","06","097","152400",1997
"1541","06","097","152501",1415
"1542","06","097","152502",1175
"1543","06","097","152600",1779
"1544","06","097","152701",1424
"1545","06","097","152702",1251
"1546","06","097","152801",1371
"1547","06","097","152802",1002
"1548","06","097","152903",1037
"1549","06","097","152904",1493
"1550","06","097","152905",1342
"1551","06","097","152906",1382
"1552","06","097","153001",991
"1553","06","097","153002",1148
"1554","06","097","153003",1195
"1555","06","097","153005",1488
"1556","06","097","153006",1417
"1557","06","097","153102",1233
"1558","06","097","153103",1214
"1559","06","097","153104",1084
"1560","06","097","153200",1201
"1561","06","097","153300",1337
"1562","06","097","153401",1224
"1563","06","097","153403",1130
"1564","06","097","153404",1026
"1565","06","097","153501",1204
"1566","06","097","153502",924
"1567","06","097","153600",1412
"1568","06","097","153703",953
"1569","06","097","153704",947
"1570","06","097","153705",1089
"1571","06","097","153706",1141
"1572","06","097","153801",1748
"1573","06","097","153804",1743
"1574","06","097","153806",1427
"1575","06","097","153807",1811
"1576","06","097","153808",1185
"1577","06","097","153809",1354
"1578","06","097","153901",1096
"1579","06","097","153902",1187
"1580","06","097","153903",1298
"1581","06","097","154000",1110
"1582","06","097","154100",1513
"1583","06","097","154201",1053
"1584","06","097","154202",1563
"1585","06","097","154302",1234
"1586","06","097","154303",1267
"1587","06","097","154304",1319
"1588","06","097","990100",-666666666
