OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_10_14,Tot_Population_ACSMOE_10_14,Med_HHD_Inc_ACS_10_14,Med_HHD_Inc_ACSMOE_10_14,pct_Pop_under_5_ACS_10_14,pct_Pop_under_5_ACSMOE_10_14,pct_Pop_18_24_ACS_10_14,pct_Pop_18_24_ACSMOE_10_14,pct_Pop_65plus_ACS_10_14,pct_Pop_65plus_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Not_HS_Grad_ACS_10_14,pct_Not_HS_Grad_ACSMOE_10_14,pct_NH_Blk_alone_ACS_10_14,pct_NH_Blk_alone_ACSMOE_10_14,pct_NH_White_alone_ACS_10_14,pct_NH_White_alone_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_NH_AIAN_alone_ACS_10_14,pct_NH_AIAN_alone_ACSMOE_10_14,pct_NH_Asian_alone_ACS_10_14,pct_NH_Asian_alone_ACSMOE_10_14,pct_NH_NHOPI_alone_ACS_10_14,pct_NH_NHOPI_alone_ACSMOE_10_14,pct_NH_SOR_alone_ACS_10_14,pct_NH_SOR_alone_ACSMOE_10_14,pct_Born_foreign_ACS_10_14,pct_Born_foreign_ACSMOE_10_14,pct_ENG_VW_ACS_10_14,pct_ENG_VW_ACSMOE_10_14,pct_Age5p_Spanish_ACS_10_14,pct_Age5p_Spanish_ACSMOE_10_14,pct_Age5p_Russian_ACS_10_14,pct_Age5p_Russian_ACSMOE_10_14,pct_Age5p_Chinese_ACS_10_14,pct_Age5p_Chinese_ACSMOE_10_14,pct_Age5p_Korean_ACS_10_14,pct_Age5p_Korean_ACSMOE_10_14,pct_Age5p_Vietnames_ACS_10_14,pct_Age5p_Vietnames_ACSMOE_10_14,pct_Age5p_Tagalog_ACS_10_14,pct_Age5p_Tagalog_ACSMOE_10_14,pct_Age5p_Arabic_ACS_10_14,pct_Age5p_Arabic_ACSMOE_10_14,Tot_Housing_Units_ACS_10_14,Tot_Housing_Units_ACSMOE_10_14,Tot_Occp_Units_ACS_10_14,Tot_Occp_Units_ACSMOE_10_14,pct_Renter_Occp_HU_ACS_10_14,pct_Renter_Occp_HU_ACSMOE_10_14,pct_Rel_Under_6_ACS_10_14,pct_Rel_Under_6_ACSMOE_10_14,pct_Diff_HU_1yr_Ago_ACS_10_14,pct_Diff_HU_1yr_Ago_ACSMOE_10_14,pct_Vacant_Units_ACS_10_14,pct_Vacant_Units_ACSMOE_10_14,pct_MLT_U10p_ACS_10_14,pct_MLT_U10p_ACSMOE_10_14
4781,6,85,512047,6085512047,Census Tract 5120.47,6085,"Census Tract 5120.47, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",18.7,82,5603,431,94257,8255,7.07,2.38,6.82,2.88,14.96,1.91,9.35,3.99,11.83,2.55,0.87,0.78,46.56,4.71,30,6.32,0.5,0.5,13.42,3.62,0,0.3,0.3,0.46,24.52,5.13,3.46,2.14,9.97,3.83,0,0.33,0.17,0.4,0,0.33,1.84,1.3,0.21,0.33,0.35,0.38,1732,43,1675,67,28.72,6.41,20.09,6.65,8.33,3.99,3.29,3.23,0,0.98
4782,6,85,503117,6085503117,Census Tract 5031.17,6085,"Census Tract 5031.17, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",28.3,81.3,3430,277,41765,25795,8.51,3.22,9.53,2.6,8.57,1.86,33.44,10.56,47.26,7.92,2.45,3.23,3.62,3.22,49.56,6.57,4.64,6.23,39.15,5.41,0,0.35,0.41,0.64,49.27,6.89,39.66,10.69,26.67,6.14,0,0.38,0.7,0.86,0,0.38,19.66,4.97,0.76,0.83,0,0.38,764,19,764,19,63.61,8.36,40.69,13.93,25.91,11.38,0,1.57,9.29,5.1
4783,6,37,432201,6037432201,Census Tract 4322.01,6037,"Census Tract 4322.01, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",22.7,78.5,4458,401,41601,6109,3.68,2.04,7.13,2.41,17.43,2.67,16.13,6.34,25.06,4.91,0.74,1.05,12.25,2.94,14.87,4.42,0,0.27,69.87,7.55,0,0.27,0,0.27,59.76,7.27,34.01,8.49,3.7,2,0,0.28,27.06,8.02,0,0.28,13.6,6.07,0.98,1,0.4,0.65,1464,65,1335,85,51.61,7.47,12.37,6.38,12.37,7.03,8.81,4.97,12.77,5.43
4784,6,37,432202,6037432202,Census Tract 4322.02,6037,"Census Tract 4322.02, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",24.1,79.7,4401,418,53259,12893,2.82,1.89,9.45,2.65,13.54,1.56,23.47,8.63,27.81,5.69,0.05,0.05,9.48,4.2,40.38,9.75,0,0.27,49.22,2.01,0.84,1.38,0,0.27,56.46,7.31,26.04,6.96,7.22,3.31,0,0.28,18.19,3.39,0.37,0.44,7.6,3.63,0.28,0.4,0.16,0.28,1262,69,1252,70,45.21,8.5,10.7,6.75,5.87,5.41,0.79,1.19,5.07,3.87
4785,6,37,460900,6037460900,Census Tract 4609,6037,"Census Tract 4609, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",27.5,79.7,6871,671,60109,8811,5.49,2.73,10.14,2.8,10.41,1.78,17.07,6.16,28.53,6.03,28.63,4.7,7.92,3.02,56.28,4.31,0,0.25,4.18,1.52,0,0.25,0.26,0.39,31.33,4.29,11.11,5.12,26.64,5.27,0,0.26,0,0.26,0.29,0.77,0,0.26,0.03,0.06,0,0.26,2044,67,1900,109,43.58,7.99,21.81,9.55,12.89,5.72,7.05,4.84,9.49,4.64
4786,6,65,46500,6065046500,Census Tract 465,6065,"Census Tract 465, Riverside County, CA",Riverside County,California,"Riverside County, California",37.5,66.4,7155,761,17286,2824,2.85,1.25,73.18,7.41,0.21,0.35,59.76,10.03,10.49,6.9,9.99,2.6,17,2.76,33.04,4.26,0,0.24,34.35,3.76,0,0.24,0,0.24,20.42,2.2,12.49,5.26,4.69,1.74,0,0.24,7.24,1.63,1.12,0.87,0.47,0.44,0.24,0.3,0.79,1.03,1616,119,1337,124,97.46,4.15,42.45,17.28,56.01,7.26,17.26,6.12,41.4,9.61
4787,6,65,46800,6065046800,Census Tract 468,6065,"Census Tract 468, Riverside County, CA",Riverside County,California,"Riverside County, California",24,73.5,6295,496,63504,9488,6.35,2.28,15.04,2.95,7.67,1.12,14.57,7.76,27.23,5.43,18.19,3.43,14.54,2.57,58.46,6.18,0.51,0.6,7.39,2.34,0,0.27,0,0.27,21.3,3.7,6.3,4.66,14.93,3.38,0,0.29,0,0.29,0.75,1.07,0,0.29,0.17,0.29,0.15,0.24,1488,32,1413,67,22.01,6.5,31.71,9.08,7.52,3.87,5.04,4.3,0,1.14
4788,6,65,940700,6065940700,Census Tract 9407,6065,"Census Tract 9407, Riverside County, CA",Riverside County,California,"Riverside County, California",18,88.5,2693,157,50868,4034,2.49,1.29,4.9,1.68,39.14,1.53,8.1,1.91,6.71,1.53,1.45,0.59,74.56,2.78,17.49,3.03,0.82,0.59,3.01,1.36,0,0.45,0,0.45,13.85,2.2,1.99,1.37,4.38,1.62,0,0.46,0.08,0.11,0.08,0.08,0,0.46,0.19,0.27,0,0.46,2566,48,1459,78,38.59,3.24,10.54,4.12,24.27,4.14,43.14,2.11,11.81,1.66
4789,6,37,461000,6037461000,Census Tract 4610,6037,"Census Tract 4610, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",26.6,69,6367,628,60021,7849,5.87,1.93,10.98,2.58,10.63,1.37,15.35,6.1,27.52,5.49,25.15,2.63,6.94,1.89,60.94,7.05,0,0.27,4.01,2.04,0,0.27,0,0.27,30.99,4.03,10.63,6.02,23.48,4.38,0,0.28,0,0.28,0,0.28,0,0.28,0.17,0.27,0,0.28,1870,44,1703,89,37.17,7.56,27.47,8.95,4.24,2.9,8.93,4.43,4.17,2.56
4790,6,37,461100,6037461100,Census Tract 4611,6037,"Census Tract 4611, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",24.6,79.9,5002,582,59830,9273,5.88,2.26,9,3.4,10.54,1.78,17.86,7.35,15.32,5.8,23.93,6.14,27.89,2.63,36.95,9.22,0.24,0.36,7.26,3.11,0,0.34,0,0.34,21.89,4.14,3.14,2.18,9.45,3.92,0,0.36,0,0.36,0.19,0.3,0,0.36,2.46,3.07,0,0.36,1796,66,1593,129,46.89,8.34,21.85,9.2,21.13,8.96,11.3,6.39,7.35,3.61
4791,6,37,400402,6037400402,Census Tract 4004.02,6037,"Census Tract 4004.02, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",18.8,82.1,4429,379,92500,20602,5.44,2.55,12.91,3.42,11.33,1.28,7.43,4.62,3.24,2.36,0.54,0.54,63.83,5.62,24.38,5.68,0,0.27,9.98,2.64,0,0.27,0,0.27,15.44,3.36,2.62,2.85,1.81,1.3,0,0.29,2.91,2.11,0,0.29,0,0.29,0.62,0.95,0.12,0.19,1394,50,1334,67,24.59,7.47,19.02,9.07,4.24,2.48,4.3,3.8,2.58,1.79
4792,6,65,940800,6065940800,Census Tract 9408,6065,"Census Tract 9408, Riverside County, CA",Riverside County,California,"Riverside County, California",15.9,91.4,2726,147,49229,2635,0.84,0.59,1.39,0.55,46.04,1.5,12.47,2.59,5.68,1.43,1.47,0.62,87.16,6.59,6.71,1.98,0.88,0.62,2.71,1.24,0.07,0.11,0,0.44,12.88,2.28,2.16,1.07,1.29,0.51,0,0.44,0.07,0.11,0.07,0.07,0,0.44,1,1.07,0.04,0.11,2846,53,1669,90,26.9,3.22,3.43,3.42,16.7,2.25,41.36,2.48,7.55,1.12
4793,6,65,940900,6065940900,Census Tract 9409,6065,"Census Tract 9409, Riverside County, CA",Riverside County,California,"Riverside County, California",13.6,89.8,1792,123,48792,3548,0.11,0.17,2.34,1.05,51.79,2.88,10.6,3.1,6.73,1.73,1.34,0.61,87.83,3.28,6.64,2.64,0.39,0.33,1.79,1.17,0,0.67,0.22,0.22,11.55,2.15,0.71,1.32,1.01,0.55,0,0.67,0,0.67,0,0.67,0,0.67,0,0.67,0,0.67,1552,42,981,71,13.05,2.91,0.24,2.86,17.41,3.07,36.79,3.74,0.06,0.77
4794,6,1,444602,6001444602,Census Tract 4446.02,6001,"Census Tract 4446.02, Alameda County, CA",Alameda County,California,"Alameda County, California",23,75,4237,294,98636,15894,7.95,3.81,4.25,2.48,10.95,3.84,4.2,3.95,6.66,4.22,6.75,3.56,22.42,4.9,12.46,2.17,0,0.28,51.29,5.23,0,0.28,0.99,1.7,48.41,6.39,9.68,5.16,1.64,1.51,1.08,1.23,6.1,3.82,1.13,1.31,1.1,1.1,1.44,2.2,0,0.31,1633,55,1560,89,36.92,8.46,20.44,8.72,9.81,4.56,4.47,4.22,15.8,5.05
4795,6,1,450502,6001450502,Census Tract 4505.02,6001,"Census Tract 4505.02, Alameda County, CA",Alameda County,California,"Alameda County, California",15.9,82.6,5152,261,139655,19825,5.76,2.39,6.5,2.48,11.84,3.42,1.61,1.38,2.84,1.53,0.97,1.49,56.79,3.59,8.35,2.78,0.43,0.5,24.83,5.31,0,0.23,0,0.23,19.51,3.17,5.24,4.19,1.52,1.42,0,0.25,2.22,1.33,1.28,1.3,0.31,0.49,0,0.25,0,0.25,1742,52,1718,62,11.47,5.57,15.3,6.09,13.03,6.43,1.38,2.07,1.89,3.16
4796,6,1,450751,6001450751,Census Tract 4507.51,6001,"Census Tract 4507.51, Alameda County, CA",Alameda County,California,"Alameda County, California",18.6,80.1,4045,434,179523,16356,8.13,2.34,3.04,2.2,6.53,1.9,0.69,0.79,2.29,2.58,6.3,4.52,29.22,4.32,5.66,2.93,0.99,1.11,56.37,7.76,0,0.3,0,0.3,41.51,5.49,7.23,4.92,0.32,0.54,0,0.32,11.71,4.96,0.4,0.62,0,0.32,0,0.32,0,0.32,1349,121,1287,130,9.48,5.67,30.49,8.43,26.13,8.45,4.6,4.65,2.59,1.84
4797,6,1,450752,6001450752,Census Tract 4507.52,6001,"Census Tract 4507.52, Alameda County, CA",Alameda County,California,"Alameda County, California",19.6,74.4,5575,565,162891,19658,7.53,2.43,5.27,2.38,11.7,4.47,1.55,1.25,7.66,2.98,3.96,2.35,31.39,5.35,6.12,3.55,0.2,0.23,52.47,8.77,0.14,0.25,0.54,0.91,43.09,7.5,8.64,4.79,1.34,1.78,0,0.33,3.82,2.16,1.13,1.12,1.92,1.87,1.73,1.84,0,0.33,1611,73,1516,94,14.64,5.93,27.96,9.23,11.57,5.42,5.9,4.09,1.24,1.92
4798,6,1,435602,6001435602,Census Tract 4356.02,6001,"Census Tract 4356.02, Alameda County, CA",Alameda County,California,"Alameda County, California",27.8,70,5578,621,57500,9217,7.8,1.67,8.39,2,9.82,2.24,29.17,10.98,21.03,9.58,5.72,3.58,29.17,5.66,50.68,5.15,0.07,0.18,11.49,3.71,1.85,1.96,0.48,0.63,31.68,4.75,9.96,5.01,18.59,8.24,0.06,0.17,4.71,5.18,0,0.23,0,0.23,2.16,1.34,0,0.23,1674,99,1496,127,55.35,9.23,33.21,13.37,8.77,3.97,10.63,6.6,3.52,3.46
4799,6,1,437101,6001437101,Census Tract 4371.01,6001,"Census Tract 4371.01, Alameda County, CA",Alameda County,California,"Alameda County, California",21.9,76,6283,425,102396,9534,3.44,1.96,8.8,2.25,12.64,2.36,2.37,1.17,14.16,3.31,4.89,3.07,19.1,9.08,17.84,4.69,0,0.27,53.46,4.09,2.15,1.76,0.21,0.32,39.09,3.57,11.25,5.47,4.98,2.01,0,0.28,2.88,1.83,0,0.28,3.53,1.94,5.27,1.86,0,0.28,1997,46,1894,89,6.65,3.15,11.7,5.44,9.6,5.1,5.16,4.15,0.4,1.2
4800,6,1,438203,6001438203,Census Tract 4382.03,6001,"Census Tract 4382.03, Alameda County, CA",Alameda County,California,"Alameda County, California",22.6,76.5,4384,379,76722,21589,3.83,2.51,10.01,2.81,15.12,3.31,10.65,4.35,25.61,6.15,9.01,6.34,14.67,4.69,22.51,4.1,0.41,0.71,46.1,6.94,2.87,2.95,0,0.27,40.15,7.59,13.72,6.73,7.23,3.09,0,0.28,7.64,5.13,0.26,0.38,4.17,3.3,2.92,1.83,0,0.28,1321,32,1268,77,25.16,9.18,16.6,8.49,8.69,4.55,4.01,6.13,5.22,4.69
4801,6,1,443105,6001443105,Census Tract 4431.05,6001,"Census Tract 4431.05, Alameda County, CA",Alameda County,California,"Alameda County, California",13.6,86.8,4360,342,159432,16681,4.33,1.87,6.95,2.77,13.92,1.78,0.71,0.71,2.52,2.14,1.79,2.17,16.33,2.82,0,0.28,0.3,0.37,76.97,6.51,0.89,0.85,0.39,0.57,52.36,3.45,5.27,3.01,0,0.29,0,0.29,10.81,3.11,0.62,1.01,0.91,0.74,0.24,0.38,0.22,0.34,1440,39,1386,81,4.69,3.24,16.59,6.34,5.2,3.24,3.75,4.58,0,0.83
4802,6,1,443321,6001443321,Census Tract 4433.21,6001,"Census Tract 4433.21, Alameda County, CA",Alameda County,California,"Alameda County, California",23.4,76.9,3125,269,97857,18742,8.26,2.59,3.17,1.67,8.32,3.12,6.27,4.09,7.97,4.32,2.69,3.77,17.22,2.98,4.86,3.08,0,0.38,74.34,5.66,0,0.38,0,0.38,59.42,6.76,24.11,7.29,0.28,0.52,0,0.42,16.95,5.2,1.46,2.33,0.49,0.77,0.35,0.52,0.8,1.22,1246,24,1174,65,51.28,8.48,34.65,10.32,17.19,6.24,5.78,4.81,28.65,7.68
4803,6,1,451504,6001451504,Census Tract 4515.04,6001,"Census Tract 4515.04, Alameda County, CA",Alameda County,California,"Alameda County, California",19.8,78.7,1673,166,107850,30425,3.71,3.27,13.15,6.2,10.46,2.02,3.19,2.81,4.47,3.9,2.39,2.98,79.8,8.55,6.04,3.41,0,0.72,7.47,4.84,0.96,2.51,0,0.72,10.94,4.96,1.84,3,0.68,1.24,0,0.74,0.31,0.56,0,0.74,0,0.74,0.37,0.56,0.25,0.81,613,22,599,33,22.2,9.61,10.02,7.93,16.34,12.68,2.28,3.75,3.92,4.57
4804,6,1,403502,6001403502,Census Tract 4035.02,6001,"Census Tract 4035.02, Alameda County, CA",Alameda County,California,"Alameda County, California",26.9,76.1,2018,251,52054,8594,1.19,1.78,3.37,2.84,8.72,1.78,19.77,8.32,4.84,3.76,21.31,8.46,52.68,8.4,11.35,6.69,0,0.59,12.83,5.52,0,0.59,0,0.59,21.06,6.42,5.27,4.92,0.05,0.15,0,0.6,0.45,0.7,0,0.6,0,0.6,0,0.6,0,0.6,1286,61,1196,85,74.08,9.13,6.34,9.3,24.43,7.22,7,5.2,50.39,10.54
4805,6,111,3013,6111003013,Census Tract 30.13,6111,"Census Tract 30.13, Ventura County, CA",Ventura County,California,"Ventura County, California",25.2,69.4,5251,451,66581,4288,7.33,3.1,11.54,2.33,8.4,2.35,4.27,2.74,17.63,5.72,4.57,4.44,22.09,4.45,62.75,8.01,0,0.32,9.52,3.13,0,0.32,0,0.32,22.97,4.33,6.24,3.75,10.93,4.37,0,0.35,0,0.35,0,0.35,1.11,1.44,1.4,1.54,0,0.35,1600,52,1571,68,48.57,6.41,26.58,9.97,15.29,5.69,1.81,2.81,18.56,7.54
4806,6,85,502901,6085502901,Census Tract 5029.01,6085,"Census Tract 5029.01, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",19.9,80.7,6658,486,91176,11911,7.27,2.65,6.43,2.45,10.72,1.94,2.51,1.71,11.56,4.58,0.71,1.25,55.75,4.62,23.54,7.56,0,0.26,16.31,3.07,0.11,0.23,0,0.26,21.49,5.6,12.4,5.85,3.51,3.07,1.7,2.28,2.49,2.12,0.47,0.78,0.92,1,0.81,1.44,0,0.28,2285,31,2234,77,39.39,5.52,26.68,7.63,13.23,5.71,2.23,3.02,12.78,6.08
4807,6,111,4716,6111004716,Census Tract 47.16,6111,"Census Tract 47.16, Ventura County, CA",Ventura County,California,"Ventura County, California",26.5,76.8,4237,272,60227,16586,8.99,3.21,12.25,3.45,8.87,2.17,18.47,8.09,37.52,6.91,1.65,1.81,5.9,3.76,85.06,6.48,0,0.28,7.39,3.17,0,0.28,0,0.28,46.59,6.5,12.58,5.56,34,4.69,0,0.31,0,0.31,0,0.31,0,0.31,1.22,1.06,0,0.31,946,30,914,34,30.74,7.68,30.33,10.07,10.95,6.8,3.38,3.17,0.21,1.37
4808,6,85,503337,6085503337,Census Tract 5033.37,6085,"Census Tract 5033.37, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",23.5,77.4,3803,284,80446,12751,5.78,2.33,10.2,2.95,10.33,3.3,11.01,5.41,24.04,5.21,1.92,1.76,6.31,2.88,26.48,4.1,0.18,0.29,63.82,4.75,0,0.32,0,0.32,46.25,3.16,19.98,6.63,3.01,1.6,0,0.33,4.07,3.61,0.53,0.89,24.23,5.1,3.96,2.35,0,0.33,978,17,941,43,29.22,6.78,23.1,9.87,10.94,8.8,3.78,3.68,0,1.23
4809,6,85,512043,6085512043,Census Tract 5120.43,6085,"Census Tract 5120.43, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",29,71.9,6794,593,45170,5435,9.29,2.3,12.3,4.24,5.89,2.19,20.23,6.92,50.45,7,10.2,5.64,7.43,3.5,64.38,5.37,0,0.25,17.41,2.94,0,0.25,0,0.25,47.6,7.41,27.47,8.44,27.81,5.9,0,0.28,0.26,0.42,0.42,0.7,7.58,2.4,0,0.28,0,0.28,1575,75,1540,85,63.9,7.6,38.63,10.87,16.2,7,2.22,2.66,9.97,6.01
4810,6,85,503713,6085503713,Census Tract 5037.13,6085,"Census Tract 5037.13, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",28.6,81.9,2930,305,28152,5245,9.97,3.79,5.26,3.33,17.47,2.64,23.89,8.55,34.74,10.08,0,0.41,6.11,5.53,53.41,13.54,0,0.41,36.38,4.21,0.31,0.55,0,0.41,57.58,7.13,48.4,13.03,24.41,8.36,0,0.45,7.28,3.95,3.75,2.17,9.29,7.03,0.95,1.13,0.91,1.4,1148,26,1122,47,79.32,7.01,33.85,15.15,7.81,6.61,2.26,3.48,39.02,10.85
4811,6,85,503902,6085503902,Census Tract 5039.02,6085,"Census Tract 5039.02, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",27.2,72.5,6003,476,52974,7924,7.85,2.51,10.91,3.1,8.95,2.48,21.01,9.76,28.42,7.93,2.77,3.51,10.31,4.13,68.35,5.25,0.32,0.62,17.32,5.15,0,0.28,0.43,0.75,40.36,6.61,11.32,6.12,18.17,5.27,0,0.31,0.29,0.47,0,0.31,5.98,2.85,1.48,1.35,0,0.31,1613,50,1546,82,62.03,8.64,27.99,11.93,16.87,10.17,4.15,4.28,11.35,6.81
4812,6,65,941000,6065941000,Census Tract 9410,6065,"Census Tract 9410, Riverside County, CA",Riverside County,California,"Riverside County, California",17.3,91.4,3673,261,36859,5495,1.91,1.14,3.57,1.45,47.94,3.21,20.03,4.56,9.3,2.13,1.5,1.08,81.95,2.58,11.79,2.56,0.68,0.68,2.1,1.13,0,0.33,0,0.33,17.67,3.45,3.28,1.42,3.64,1.36,0,0.33,0.03,0.06,0.19,0.3,0,0.33,0.36,0.61,0.11,0.17,4344,83,2226,159,24.93,2.75,10.28,4.47,19.16,4.97,48.76,3.52,5.71,1.33
4813,6,65,941100,6065941100,Census Tract 9411,6065,"Census Tract 9411, Riverside County, CA",Riverside County,California,"Riverside County, California",10.5,93.5,1854,104,38942,3111,0.43,0.38,0.43,0.27,64.35,2.16,11.17,2.01,7.14,1.68,0.43,0.32,91.32,2.15,5.34,2.19,0.27,0.27,1.35,0.59,0,0.65,0,0.65,17.91,2.68,1.75,1.48,1.73,1.35,0,0.65,0,0.65,0.16,0.22,0,0.65,0.16,0.22,0,0.65,2267,49,1144,69,11.98,2.15,3.93,3.5,10.7,1.85,49.54,2.42,4.9,1.63
4814,6,65,941300,6065941300,Census Tract 9413,6065,"Census Tract 9413, Riverside County, CA",Riverside County,California,"Riverside County, California",22.5,86.3,3341,208,52208,5012,2.21,0.95,5.45,1.33,24.96,2.1,17.69,3.32,7.26,1.68,4.49,1.71,71.3,2.1,18.47,3.37,0.69,0.45,2.99,0.91,0.57,0.78,0.21,0.18,14.43,2.19,2.66,0.88,4.35,1.23,0,0.37,0.18,0.21,0,0.37,0,0.37,0.43,0.37,0.28,0.24,2521,54,1689,89,32.03,3.13,10.78,4.46,16.45,3.3,33,2.56,7.74,1.46
4815,6,65,941400,6065941400,Census Tract 9414,6065,"Census Tract 9414, Riverside County, CA",Riverside County,California,"Riverside County, California",25,79.7,3499,218,31445,2065,5.32,1.39,9.26,2.03,24.66,1.58,28.42,4.58,13.9,3.68,5.6,1.65,52.62,2.34,34.64,4.29,0.6,0.48,4.4,1.75,0.51,1.17,0.34,0.17,25.35,3.65,8.79,1.96,13.34,3.2,0.06,0.09,0.39,0.42,0.06,0.15,0,0.36,1.09,0.57,0,0.36,2960,93,1787,91,64.86,2.59,22.71,5.41,29.23,4.12,39.63,2.32,39.19,3.07
4816,6,65,40607,6065040607,Census Tract 406.07,6065,"Census Tract 406.07, Riverside County, CA",Riverside County,California,"Riverside County, California",26.5,74.6,8565,598,74157,10230,6.94,2.78,9.32,3.87,9.69,2.85,6.97,5.16,20.07,6.53,7.87,3.19,25.21,5.05,53.25,7.97,0,0.2,13.17,2.45,0,0.2,0,0.2,26.7,5.05,5.36,2.79,7.89,2.51,0,0.21,1.34,1.01,0.51,0.81,0.88,1.04,1.67,1.56,1.02,1.27,2583,106,2386,147,47.65,8.3,23.57,7.66,25.45,10.83,7.63,5.68,7.86,4.13
4817,6,37,403316,6037403316,Census Tract 4033.16,6037,"Census Tract 4033.16, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",20.1,80.6,7534,594,93828,28556,6.28,2.41,10.33,4.24,13.72,3.44,4.07,3.43,7.37,3.41,5.23,2.03,27.59,5.96,27.61,7.55,0,0.23,36.04,5.43,0,0.23,0.15,0.24,32.67,4.79,9.27,3.98,0.72,0.92,0,0.24,5.59,2.55,3.36,2.18,1.6,1.33,0.35,0.54,0,0.24,2451,56,2298,110,20.45,6.98,18.43,10.21,11.93,5.64,6.24,4.28,4.12,2.12
4818,6,37,403318,6037403318,Census Tract 4033.18,6037,"Census Tract 4033.18, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",21.9,78.3,6077,367,81363,7578,5.84,1.88,10.73,2.38,10.27,1.34,7.57,4.22,7.34,2.78,12.85,4.29,21.11,3.69,30.87,5.55,0.91,1.28,31.2,4.37,0,0.28,0.28,0.41,30.28,4,6.38,3.64,3.06,1.83,0,0.3,4.21,1.94,2.04,1.6,3.25,3.09,0.26,0.42,0.23,0.37,2079,43,1913,99,16.41,4.68,16.79,6.46,9.46,4.77,7.98,4.18,10.77,4.37
4819,6,37,403319,6037403319,Census Tract 4033.19,6037,"Census Tract 4033.19, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",23.3,75.4,4378,224,73711,9361,4.75,2.27,7.29,2.74,10.6,1.84,7.29,3.32,5.74,2.99,9.27,5.62,22.82,5.5,20.72,4.23,0.59,0.91,43.54,4.71,0,0.27,0,0.27,39.74,4.57,11.91,4.6,6.52,2.76,0,0.29,8.99,3.3,2.49,1.62,1.25,1.15,0.82,0.93,0.17,0.26,1607,57,1553,76,34,4.88,17.5,8.13,13.34,5.61,3.36,3.3,18.98,5.37
4820,6,37,403320,6037403320,Census Tract 4033.20,6037,"Census Tract 4033.20, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",18,82.5,5349,350,94120,15359,3.93,1.45,11.85,3.2,11.67,1.97,5.91,3.51,6.46,2.69,0.37,0.62,15.63,4.02,17.52,3.26,0,0.32,64.14,5.26,0,0.32,0.32,0.5,51.19,6.01,14.07,4.96,0.88,0.91,0,0.33,13.66,3.21,4.86,2.67,2.08,1.55,1.21,1.01,0.39,0.64,1694,51,1613,87,18.04,4.67,10.99,4.76,11.68,4.45,4.78,4.07,1.24,1.83
4821,6,37,405400,6037405400,Census Tract 4054,6037,"Census Tract 4054, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",22.9,76.3,5841,864,83503,12245,7.91,4.31,6.88,3.23,9.01,2.53,13.06,8.66,31.58,6.95,0,0.29,13.64,6.31,80.65,11.13,0.63,0.95,3.68,2.96,0.39,0.6,0,0.29,30.63,7.62,7.37,5.23,20.82,8.68,0,0.32,2.08,2.12,0,0.32,0,0.32,0.2,0.41,0,0.32,1345,24,1317,51,19.29,8.17,23.65,11.02,4.96,3.57,2.08,3.27,0.82,1.71
4822,6,37,405500,6037405500,Census Tract 4055,6037,"Census Tract 4055, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",23.9,75.1,6540,477,68299,15012,4.88,1.97,12.09,1.9,11.54,1.46,13.52,5.26,19.34,5.04,3.67,2.14,16.28,2.9,60.64,7.19,1.24,1.6,16.57,2.4,0,0.26,0,0.26,28.29,6.1,5.74,4.08,6.62,2.23,0,0.27,6.08,2.32,0.21,0.31,0.16,0.31,1.08,0.93,0,0.27,2033,52,1935,82,24.91,6.16,20.91,9.17,5.16,2.78,4.82,3.59,15.4,6.09
