geoid,state,county_fip,tract,tot_pop,tot_pop_po,tot_pop_ci,tot_hh,pop_zvhhs,tot_fam,tot_pop_ov,pop_hus_re,pop_poc,pop_over75,pop_spfam,pop_lep,pop_below2,pop_disabi,pct_poc,pct_over75,pct_spfam,pct_lep,pct_below2,pct_disab,pct_zvhhs,pct_hus_re,over75_1_2,poc_1_2,spfam_1_2,disab_1_2,lep_1_2,below2_1_2,zvhh_1_2,hus_re_1_2,coc_2035,coc_2040,epc_2050,e2040_2050,epc_class
6085512508,6,85,512508,8007,7996,8007,2629,209,1872,7618,492,5259,515,394,1164,3241,921,0.6568003,0.064318721,0.210470085,0.152796009,0.405327664,0.115024354,0.079497908,0.187143401,0,0,1,0,1,1,0,1,0,0,1,1,High
6085500300,6,85,500300,3987,3961,3987,1504,74,821,3847,102,2524,62,103,209,1035,386,0.633057437,0.015550539,0.12545676,0.054328048,0.261297652,0.096814648,0.049202128,0.067819149,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085500800,6,85,500800,4176,4131,4174,2062,344,889,4013,338,2574,176,68,329,1206,309,0.61637931,0.042145594,0.076490439,0.081983553,0.291938998,0.074029708,0.166828322,0.163918526,0,0,0,0,0,1,1,1,0,0,0,0,NA
6085501300,6,85,501300,4063,3501,4053,1095,98,489,3968,141,1800,137,63,105,1504,685,0.443022397,0.033718927,0.128834356,0.026461694,0.429591545,0.169010609,0.089497717,0.128767123,0,0,0,1,0,1,0,0,0,0,0,0,NA
6085502910,6,85,502910,3583,3576,3583,1390,28,935,3379,142,1758,242,77,87,611,460,0.490650293,0.067541167,0.082352941,0.025747263,0.170861298,0.128384036,0.020143885,0.102158273,0,0,0,1,0,0,0,0,0,0,0,0,NA
6085503112,6,85,503112,4092,4075,4092,1471,175,793,3848,280,3503,169,193,699,1673,436,0.856060606,0.041300098,0.243379571,0.181652807,0.410552147,0.106549365,0.118966689,0.190346703,0,1,1,0,1,1,0,1,1,1,1,0,Higher
6085503116,6,85,503116,5869,5869,5869,2294,165,1603,5439,131,4007,175,299,836,1281,669,0.682739819,0.029817686,0.186525265,0.153704725,0.218265463,0.113988754,0.071926765,0.057105493,0,0,1,0,1,0,0,0,0,0,0,0,NA
6085503207,6,85,503207,4228,4228,4228,1059,30,975,4099,129,4022,278,132,789,886,482,0.9512772,0.065752129,0.135384615,0.192485972,0.209555345,0.114001892,0.028328612,0.121813031,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085503217,6,85,503217,4785,4785,4785,1094,36,1008,4334,105,4588,54,292,1045,1977,321,0.958829676,0.011285266,0.28968254,0.241116751,0.413166144,0.067084639,0.032906764,0.095978062,0,1,1,0,1,1,0,0,1,1,1,0,Higher
6085503323,6,85,503323,4865,4835,4854,1238,34,1190,4640,46,4384,236,97,589,702,430,0.901130524,0.048509764,0.081512605,0.126939655,0.145191313,0.088586733,0.027463651,0.037156704,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085503324,6,85,503324,3603,3603,3603,906,19,846,3385,78,3338,165,136,417,597,314,0.92645018,0.045795171,0.160756501,0.123190547,0.165695254,0.087149598,0.020971302,0.086092715,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085503325,6,85,503325,4591,4545,4591,1182,30,1031,4455,109,4273,360,83,614,645,398,0.930734045,0.078414289,0.080504365,0.137822671,0.141914191,0.086691353,0.025380711,0.092216582,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085504001,6,85,504001,6344,6319,6344,1561,97,1221,6025,336,6021,235,246,1123,2308,505,0.94908575,0.037042875,0.201474201,0.186390041,0.365247666,0.079602774,0.062139654,0.215246637,0,1,1,0,1,1,0,1,0,0,1,1,Higher
6085504201,6,85,504201,5036,5021,5031,1632,36,1271,4827,20,2863,232,146,174,444,448,0.568506751,0.046068308,0.114870181,0.036047234,0.0884286,0.089047903,0.022058824,0.012254902,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085504318,6,85,504318,5929,5923,5929,1689,35,1241,5463,26,5289,211,206,1236,1995,493,0.892055996,0.035587789,0.165995165,0.226249314,0.336822556,0.083150616,0.020722321,0.015393724,0,1,0,0,1,1,0,0,1,1,1,0,High
6085504411,6,85,504411,5836,5836,5836,1530,28,1267,5637,72,4939,335,192,695,566,471,0.846298835,0.05740233,0.151539069,0.123292531,0.096984236,0.080705963,0.018300654,0.047058824,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085504418,6,85,504418,5209,5203,5203,1403,64,1200,4989,185,4621,196,164,555,1162,436,0.887118449,0.037627184,0.136666667,0.111244738,0.223332693,0.083797809,0.045616536,0.131860299,0,1,0,0,0,0,0,0,1,1,0,-1,NA
6085504806,6,85,504806,3124,3116,3124,797,15,651,2895,53,2520,189,26,335,601,300,0.806658131,0.06049936,0.039938556,0.115716753,0.192875481,0.09603073,0.018820577,0.066499373,0,1,0,0,0,0,0,0,0,0,0,0,NA
6085506401,6,85,506401,5196,5176,5176,2219,199,1419,4826,415,3129,356,245,376,1082,562,0.602193995,0.068514242,0.172656801,0.077911314,0.209041731,0.108578053,0.089680036,0.187021181,0,0,0,0,0,0,0,1,0,0,0,0,NA
6085506501,6,85,506501,7132,7017,6997,2393,197,1524,6564,554,5519,181,202,850,2731,582,0.773836231,0.025378575,0.132545932,0.129494211,0.389197663,0.083178505,0.082323443,0.231508567,0,1,0,0,1,1,0,1,1,1,1,0,High
6085503321,6,85,503321,4872,4856,4866,1129,43,1029,4663,36,4540,330,62,645,633,576,0.931855501,0.06773399,0.060252672,0.138322968,0.130354201,0.11837238,0.038086802,0.031886625,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085503327,6,85,503327,4637,4622,4622,1351,113,1045,4492,178,4003,311,102,413,1044,593,0.863273668,0.067069226,0.097607656,0.091941229,0.225876244,0.128299437,0.083641747,0.131754256,0,1,0,1,0,0,0,0,0,0,0,0,NA
6095253107,6,95,253107,6086,6009,5983,2405,60,1439,5658,351,3372,399,407,288,2358,678,0.554058495,0.065560302,0.282835302,0.050901379,0.392411383,0.113321076,0.024948025,0.145945946,0,0,1,0,0,1,0,1,0,0,0,0,NA
6085503510,6,85,503510,5929,5918,5929,1393,115,1120,5625,223,5550,218,266,1164,1925,471,0.93607691,0.036768426,0.2375,0.206933333,0.32527881,0.07944004,0.082555635,0.160086145,0,1,1,0,1,1,0,1,1,1,1,0,High
6085501200,6,85,501200,4212,4098,4161,1301,62,778,3974,157,3408,170,107,540,1483,481,0.809116809,0.040360874,0.137532134,0.135883241,0.361883846,0.115597212,0.04765565,0.120676403,0,1,0,0,1,1,0,0,1,1,1,0,High
6085501700,6,85,501700,4962,4944,4962,1334,99,916,4560,432,4328,79,252,960,2630,490,0.87222894,0.015921,0.27510917,0.210526316,0.531957929,0.098750504,0.074212894,0.323838081,0,1,1,0,1,1,0,1,1,1,1,0,Highest
6095253108,6,95,253108,5182,5174,5138,1681,46,1204,4637,121,2694,237,166,250,1314,789,0.519876496,0.045735237,0.137873754,0.053914169,0.253962118,0.153561697,0.027364664,0.071980964,0,0,0,1,0,0,0,0,0,0,0,0,NA
6095253203,6,95,253203,4131,4053,4031,1523,48,1076,3969,124,1489,162,276,55,1213,488,0.360445413,0.039215686,0.256505576,0.013857395,0.299284481,0.121061771,0.031516743,0.081418253,0,0,1,1,0,1,0,0,0,0,0,0,NA
6095252608,6,95,252608,4205,4195,4195,1353,69,987,3749,281,3476,118,356,393,1798,532,0.826634958,0.028061831,0.360688956,0.104827954,0.428605483,0.12681764,0.050997783,0.207686622,0,1,1,1,0,1,0,1,1,1,1,0,Higher
6095252107,6,95,252107,3720,3720,3720,1427,21,1082,3456,90,1320,227,100,14,395,498,0.35483871,0.061021505,0.092421442,0.004050926,0.106182796,0.133870968,0.014716188,0.063069376,0,0,0,1,0,0,0,0,0,0,0,0,NA
6095252605,6,95,252605,5957,5957,5949,1972,213,1466,5423,356,4987,283,436,605,3259,988,0.837166359,0.047507134,0.297407913,0.111561866,0.54708746,0.166078332,0.10801217,0.180527383,0,1,1,1,0,1,0,1,1,1,1,0,Higher
6095252903,6,95,252903,3926,3906,3926,1551,15,1120,3786,83,857,335,45,66,622,542,0.218288334,0.085328579,0.040178571,0.017432647,0.159242192,0.138053999,0.00967118,0.053513862,1,0,0,1,0,0,0,0,0,0,0,0,NA
6095251701,6,95,251701,3415,3413,3415,1343,226,785,3185,314,2270,160,253,44,1347,439,0.664714495,0.046852123,0.322292994,0.013814757,0.394667448,0.128550512,0.16827997,0.233804914,0,0,1,1,0,1,1,1,1,1,1,0,High
6095252000,6,95,252000,4582,4582,4582,2233,211,1321,4306,243,1174,555,199,2,936,685,0.256219991,0.121126146,0.150643452,0.000464468,0.204277608,0.149498036,0.094491715,0.108822212,1,0,0,1,0,0,0,0,0,0,0,0,NA
6095252105,6,95,252105,3253,3253,3236,1300,32,921,3165,64,1261,197,137,59,347,320,0.387642176,0.060559484,0.148751357,0.01864139,0.106670765,0.098887515,0.024615385,0.049230769,0,0,0,0,0,0,0,0,0,0,0,0,NA
6095252606,6,95,252606,5434,5262,5407,1608,175,1169,5082,251,4537,330,245,910,2272,659,0.83492823,0.060728745,0.209580838,0.179063361,0.43177499,0.121879046,0.108830846,0.156094527,0,1,1,1,1,1,0,1,1,1,1,0,Higher
6095252703,6,95,252703,4178,4158,4142,1307,63,1048,3772,141,3354,113,235,222,1459,374,0.802776448,0.027046434,0.224236641,0.058854719,0.350889851,0.090294544,0.048201989,0.107880643,0,1,1,0,0,1,0,0,1,1,1,0,High
6095252707,6,95,252707,5379,5379,5320,1762,109,1351,5085,214,3542,388,360,200,1644,968,0.658486708,0.072132367,0.266469282,0.039331367,0.305633017,0.181954887,0.061861521,0.121452894,0,0,1,1,0,1,0,0,0,0,0,0,NA
6095253201,6,95,253201,4827,4824,4824,1846,42,1438,4517,35,1231,411,118,21,716,712,0.255023824,0.085146053,0.082058414,0.004649103,0.148424544,0.147595357,0.022751896,0.018959913,1,0,0,1,0,0,0,0,0,0,0,0,NA
6095250701,6,95,250701,3595,3550,3583,1134,42,806,3243,143,2922,111,262,232,1515,679,0.812795549,0.030876217,0.325062035,0.071538699,0.426760563,0.189506001,0.037037037,0.126102293,0,1,1,1,0,1,0,0,1,1,1,0,High
6095250900,6,95,250900,2771,2771,2771,1364,502,583,2383,538,2190,181,327,168,2008,474,0.790328401,0.065319379,0.560891938,0.070499371,0.724648141,0.17105738,0.368035191,0.394428152,0,1,1,1,0,1,1,1,1,1,1,0,Highest
6095251702,6,95,251702,2670,2652,2664,999,22,637,2506,110,2165,69,130,87,737,270,0.810861423,0.025842697,0.204081633,0.03471668,0.277903469,0.101351351,0.022022022,0.11011011,0,1,1,0,0,0,0,0,1,1,0,-1,NA
6095251902,6,95,251902,5833,5833,5833,1731,102,1319,5417,205,5082,322,253,600,2077,745,0.871249786,0.055203154,0.191811979,0.110762415,0.35607749,0.127721584,0.058925477,0.118428654,0,1,1,1,0,1,0,0,1,1,1,0,Higher
6095251903,6,95,251903,5817,5809,5817,1684,31,1363,5426,146,5246,304,334,370,2374,570,0.901839436,0.052260615,0.245047689,0.068190195,0.408676192,0.097988654,0.018408551,0.086698337,0,1,1,0,0,1,0,0,1,1,1,0,Higher
6095252104,6,95,252104,5686,5686,5686,1856,35,1627,5462,71,2684,223,178,24,614,457,0.472036581,0.039219135,0.109403811,0.004393995,0.107984523,0.080372846,0.018857759,0.03825431,0,0,0,0,0,0,0,0,0,0,0,0,NA
6095252909,6,95,252909,3366,3341,3335,1053,24,803,3215,13,1473,69,110,70,208,279,0.437611408,0.020499109,0.136986301,0.021772939,0.062256809,0.083658171,0.022792023,0.012345679,0,0,0,0,0,0,0,0,0,0,0,0,NA
6095252910,6,95,252910,5820,5813,5666,1967,65,1494,5573,142,2737,230,173,106,843,527,0.470274914,0.0395189,0.115796519,0.019020276,0.145019783,0.093010942,0.033045247,0.072191154,0,0,0,0,0,0,0,0,0,0,0,0,NA
6095253300,6,95,253300,2949,2924,2949,869,4,750,2765,4,1183,198,83,300,749,272,0.401152933,0.067141404,0.110666667,0.108499096,0.256155951,0.092234656,0.004602992,0.004602992,0,0,0,0,0,0,0,0,0,0,0,0,NA
6075015700,6,75,15700,8912,6059,8766,2600,462,1195,8530,292,4592,260,65,179,1043,433,0.515260323,0.029174147,0.054393305,0.02098476,0.172140617,0.049395391,0.177692308,0.112307692,0,0,0,0,0,0,1,0,0,0,0,0,NA
6075016400,6,75,16400,4187,3982,4019,1806,599,512,4004,106,1629,168,41,83,340,183,0.38906138,0.040124194,0.080078125,0.020729271,0.085384229,0.045533715,0.331672204,0.058693245,0,0,0,0,0,0,1,0,0,0,0,0,NA
6075016600,6,75,16600,5583,5583,5583,2398,940,916,5487,154,1422,206,0,69,812,326,0.254701773,0.036897725,0,0.012575178,0.145441519,0.058391546,0.391993328,0.064220183,0,0,0,0,0,0,1,0,0,0,0,0,NA
6075017902,6,75,17902,3064,2977,3064,595,185,286,2993,130,2240,7,125,118,1929,517,0.731070496,0.002284595,0.437062937,0.039425326,0.647967753,0.168733681,0.31092437,0.218487395,0,1,1,1,0,1,1,1,1,1,1,0,Higher
6075021400,6,75,21400,3783,3783,3783,1744,272,798,3484,131,1144,207,63,46,292,284,0.302405498,0.054718477,0.078947368,0.013203215,0.077187417,0.075072694,0.155963303,0.075114679,0,0,0,0,0,0,1,0,0,0,0,0,NA
6085507401,6,85,507401,5658,5658,5658,1929,52,1716,5586,54,3851,531,49,249,312,392,0.680629198,0.093849417,0.028554779,0.044575725,0.05514316,0.069282432,0.026956973,0.027993779,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085508602,6,85,508602,4899,4899,4899,2141,322,1197,4604,210,2838,284,99,542,721,528,0.579301898,0.057971014,0.082706767,0.117723719,0.147172892,0.107777097,0.150397011,0.098085007,0,0,0,0,0,0,1,0,0,0,0,0,NA
6085508703,6,85,508703,7933,7933,7933,3151,86,2076,7495,227,5815,279,246,636,908,417,0.733013992,0.035169545,0.11849711,0.084856571,0.114458591,0.052565234,0.027292923,0.072040622,0,1,0,0,0,0,0,0,0,0,0,0,NA
6085508800,6,85,508800,3941,3941,3941,1463,79,846,3666,190,2959,50,73,425,901,229,0.750824664,0.012687135,0.086288416,0.115930169,0.228622177,0.058107079,0.053998633,0.12987013,0,1,0,0,0,0,0,0,1,1,0,-1,NA
6085508900,6,85,508900,5296,5287,5296,1685,92,1138,4786,230,4380,216,131,663,1105,390,0.827039275,0.040785498,0.115114236,0.138529043,0.209003215,0.073640483,0.054599407,0.136498516,0,1,0,0,1,0,0,0,1,1,0,-1,NA
6085509000,6,85,509000,7832,7698,7832,2557,77,1817,7056,395,6076,187,426,779,2415,449,0.775791624,0.023876404,0.234452394,0.110402494,0.313717849,0.057328907,0.030113414,0.154477904,0,1,1,0,0,1,0,1,1,1,1,0,High
6085509107,6,85,509107,5135,5135,5135,1986,155,1188,4735,291,3659,104,200,302,1218,78,0.712560857,0.020253165,0.168350168,0.063780359,0.237195716,0.015189873,0.078046324,0.14652568,0,1,0,0,0,0,0,1,0,0,0,0,NA
6085509303,6,85,509303,3577,3577,3577,1741,238,884,3376,334,2192,334,110,259,738,367,0.612804026,0.093374336,0.124434389,0.076718009,0.206318144,0.102599944,0.136703044,0.191843768,1,0,0,0,0,0,0,1,1,1,0,-1,NA
6085510100,6,85,510100,2946,2939,2946,1044,25,888,2847,7,1031,354,20,23,227,237,0.349966056,0.120162933,0.022522523,0.008078679,0.077237155,0.080448065,0.02394636,0.006704981,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085511910,6,85,511910,3174,3174,3174,1061,0,960,3006,13,1093,352,43,59,250,292,0.344360428,0.110901071,0.044791667,0.019627412,0.078764965,0.09199748,0,0.012252592,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085511911,6,85,511911,4837,4796,4796,1862,78,1291,4682,120,2166,388,92,188,785,528,0.447798222,0.080215009,0.071262587,0.04015378,0.163678065,0.110091743,0.04189044,0.064446831,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085512505,6,85,512505,8373,8368,8368,2313,72,1888,7513,290,6325,228,248,550,2501,656,0.755404276,0.027230383,0.131355932,0.073206442,0.298876673,0.078393881,0.031128405,0.125378297,0,1,0,0,0,1,0,0,0,0,1,1,High
6085512602,6,85,512602,2377,2351,2372,732,39,583,2227,51,1382,113,92,368,620,248,0.581405133,0.047538915,0.15780446,0.165244724,0.263717567,0.10455312,0.053278689,0.069672131,0,0,0,0,1,0,0,0,0,0,0,0,NA
6085507906,6,85,507906,4431,4431,4431,1393,56,1212,4321,0,3386,414,33,190,191,203,0.764161589,0.093432634,0.027227723,0.043971303,0.043105394,0.045813586,0.040201005,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
6085506804,6,85,506804,3714,3714,3714,1277,41,1067,3480,12,1289,335,100,58,313,287,0.347065159,0.090199246,0.093720712,0.016666667,0.084275714,0.077275175,0.0321065,0.009397024,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085507301,6,85,507301,6690,6603,6603,2499,216,1862,6544,47,3490,1240,63,391,732,808,0.521674141,0.185351271,0.033834586,0.059749389,0.110858701,0.12236862,0.086434574,0.018807523,1,0,0,1,0,0,0,0,0,0,0,0,NA
6085507903,6,85,507903,4991,4984,4991,1596,10,1408,4883,51,4020,559,70,368,263,396,0.80544981,0.112001603,0.049715909,0.075363506,0.05276886,0.079342817,0.006265664,0.031954887,1,1,0,0,0,0,0,0,0,0,0,0,NA
6085508102,6,85,508102,3405,3405,3405,1301,0,945,3084,145,2462,141,7,267,244,92,0.723054332,0.041409692,0.007407407,0.086575875,0.071659325,0.02701909,0,0.111452729,0,1,0,0,0,0,0,0,0,0,0,0,NA
6085508401,6,85,508401,6980,6879,6881,2443,66,1696,6449,112,3625,578,65,161,533,469,0.519340974,0.082808023,0.038325472,0.024965111,0.077482192,0.068158698,0.027015964,0.045845272,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085508403,6,85,508403,3087,2983,2983,1048,8,838,2906,39,1553,290,54,118,141,193,0.503077421,0.093942339,0.064439141,0.040605643,0.047267851,0.064699966,0.007633588,0.03721374,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085508503,6,85,508503,7004,6925,6925,2548,340,1894,6332,213,5221,441,12,333,645,391,0.745431182,0.062964021,0.006335797,0.052590019,0.093140794,0.056462094,0.133437991,0.083594976,0,1,0,0,0,0,0,0,0,0,0,0,NA
6085508601,6,85,508601,3860,3860,3860,1364,62,1090,3649,86,2420,214,67,337,423,241,0.626943005,0.055440415,0.06146789,0.09235407,0.109585492,0.062435233,0.045454545,0.063049853,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085509102,6,85,509102,4968,4968,4968,2243,70,1282,4607,89,3703,114,60,148,386,288,0.74537037,0.02294686,0.046801872,0.032125027,0.077697262,0.057971014,0.031208203,0.039679001,0,1,0,0,0,0,0,0,0,0,0,0,NA
6085509105,6,85,509105,6890,6890,6890,3048,152,1787,6449,153,4209,463,121,184,513,502,0.610885341,0.067198839,0.067711248,0.028531555,0.074455733,0.072859216,0.049868766,0.05019685,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085509201,6,85,509201,5321,5321,5267,2537,111,1047,5026,207,2364,235,117,131,737,245,0.444277391,0.044164631,0.111747851,0.026064465,0.138507799,0.046516043,0.043752464,0.081592432,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085510002,6,85,510002,3644,3632,3644,1263,21,1082,3478,22,1638,296,38,110,147,231,0.449506037,0.081229418,0.035120148,0.031627372,0.040473568,0.063391877,0.016627078,0.017418844,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085510500,6,85,510500,4579,4504,4504,1662,75,1343,4484,107,1580,595,61,101,296,353,0.345053505,0.129941035,0.0454207,0.022524532,0.065719361,0.078374778,0.045126354,0.064380265,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085510900,6,85,510900,5348,5348,5348,2041,50,1472,5041,176,2483,430,234,171,435,221,0.464285714,0.080403889,0.158967391,0.033921841,0.081338818,0.041323859,0.024497795,0.086232239,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041115000,6,41,115000,7288,7146,7279,2781,47,2026,7028,126,807,612,121,71,465,427,0.110729967,0.083973655,0.059723593,0.010102447,0.065071369,0.058661904,0.016900396,0.045307443,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041104101,6,41,104101,7837,7763,7837,3195,47,2002,7561,263,2186,688,206,300,1537,773,0.278933265,0.087788695,0.102897103,0.039677291,0.197990468,0.098634682,0.014710485,0.082316119,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041124100,6,41,124100,5707,5707,5707,2244,41,1561,5504,103,1325,317,130,58,317,464,0.232171018,0.055545821,0.083279949,0.010537791,0.055545821,0.081303662,0.018270945,0.045900178,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041121200,6,41,121200,6126,5780,5811,2480,291,1451,5742,202,1319,628,147,76,774,578,0.215311786,0.102513875,0.101309442,0.013235806,0.133910035,0.099466529,0.11733871,0.081451613,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041129000,6,41,129000,2940,2926,2940,1170,94,688,2658,306,2245,121,216,352,1607,532,0.763605442,0.041156463,0.313953488,0.132430399,0.549213944,0.180952381,0.08034188,0.261538462,0,1,1,1,1,1,0,1,1,1,1,0,Highest
6041132200,6,41,132200,1816,1816,1816,917,35,565,1768,96,336,348,20,13,330,183,0.185022026,0.191629956,0.03539823,0.007352941,0.181718062,0.100770925,0.038167939,0.104689204,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041123000,6,41,123000,2099,2099,2099,917,45,600,2044,72,187,415,25,11,91,223,0.089090043,0.197713197,0.041666667,0.005381605,0.043353978,0.106241067,0.049073064,0.078516903,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041107000,6,41,107000,6953,6926,6893,2449,71,1893,6652,68,1590,806,184,148,752,806,0.228678268,0.115921185,0.097200211,0.022248948,0.108576379,0.116930219,0.028991425,0.027766435,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041111000,6,41,111000,5669,5613,5622,2805,213,977,5498,558,2026,212,189,439,1554,457,0.357382254,0.037396366,0.193449335,0.079847217,0.276857296,0.081287798,0.075935829,0.198930481,0,0,1,0,0,0,0,1,0,0,0,0,NA
6041116000,6,41,116000,3194,3166,3166,1310,43,962,3172,138,424,197,102,0,327,252,0.132748904,0.061678147,0.106029106,0,0.103284902,0.079595704,0.032824427,0.105343511,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041124200,6,41,124200,5948,5916,5916,2561,42,1868,5809,161,1121,905,126,0,672,502,0.188466711,0.152151984,0.06745182,0,0.113590264,0.084854632,0.016399844,0.062866068,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041125000,6,41,125000,4448,4126,4444,1991,77,1109,4196,325,1252,342,206,121,620,297,0.28147482,0.076888489,0.185752931,0.028836988,0.150266602,0.066831683,0.038674033,0.163234555,0,0,1,0,0,0,0,1,0,0,0,0,NA
6041127000,6,41,127000,4678,4678,4678,2031,36,1366,4511,60,689,339,144,43,430,369,0.147285165,0.072466866,0.105417277,0.009532254,0.091919624,0.078879863,0.017725258,0.029542097,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041102100,6,41,102100,2341,2341,2333,988,5,679,2287,50,353,105,25,0,278,171,0.150790261,0.044852627,0.036818851,0,0.11875267,0.073296185,0.005060729,0.050607287,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041106001,6,41,106001,4287,3926,3926,2121,79,856,4110,425,1434,756,152,94,508,450,0.33449965,0.176347096,0.177570093,0.022871046,0.129393785,0.114620479,0.037246582,0.200377181,1,0,0,0,0,0,0,1,0,0,0,0,NA
6041108100,6,41,108100,6466,6451,6451,2586,75,2011,6220,119,1115,663,223,95,593,589,0.172440458,0.102536344,0.110890104,0.015273312,0.091923733,0.091303674,0.02900232,0.046017015,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041103100,6,41,103100,7774,7774,7759,2903,24,2304,7441,51,1323,737,121,54,1033,520,0.17018266,0.09480319,0.052517361,0.007257089,0.132878827,0.067018946,0.00826731,0.017568033,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041108200,6,41,108200,6549,6448,6456,2808,496,1536,6316,299,2743,1114,150,385,1875,811,0.418842571,0.170102306,0.09765625,0.060956301,0.290787841,0.125619579,0.176638177,0.106481481,1,0,0,1,0,1,1,0,0,0,1,1,High
6041110200,6,41,110200,4951,4951,4951,2121,0,1554,4699,41,533,817,64,47,167,550,0.107655019,0.165017168,0.041184041,0.010002128,0.033730559,0.111088669,0,0.019330504,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041128100,6,41,128100,6610,6610,6610,2882,40,1809,6428,101,895,471,243,85,562,397,0.135400908,0.071255673,0.134328358,0.013223398,0.085022693,0.060060514,0.013879251,0.035045108,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041104300,6,41,104300,1631,1631,1631,673,0,445,1511,11,218,196,59,5,225,146,0.133660331,0.120171674,0.13258427,0.003309067,0.137952177,0.089515635,0,0.016344725,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041114100,6,41,114100,5228,5228,5228,2260,129,1504,5034,238,914,347,91,147,439,507,0.17482785,0.066373374,0.060505319,0.02920143,0.083970926,0.096977812,0.057079646,0.105309735,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041119100,6,41,119100,5061,5061,5061,1947,93,1388,4882,53,419,539,57,51,392,386,0.082789962,0.106500692,0.041066282,0.010446538,0.077455048,0.076269512,0.047765794,0.027221366,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041112100,6,41,112100,4782,4757,4782,1830,79,1018,4349,279,1940,218,188,299,1507,346,0.405687997,0.04558762,0.184675835,0.068751437,0.3167963,0.072354663,0.043169399,0.152459016,0,0,1,0,0,1,0,1,0,0,0,0,NA
6041114200,6,41,114200,3084,3058,3067,1408,108,807,2914,171,621,311,97,41,424,295,0.201361868,0.100843061,0.120198265,0.014070007,0.138652714,0.096185197,0.076704545,0.121448864,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041117000,6,41,117000,4397,4397,4397,1982,78,1238,4228,204,730,307,146,0,455,362,0.166022288,0.069820332,0.117932149,0,0.103479645,0.082328861,0.039354188,0.102926337,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041120000,6,41,120000,6284,6226,6284,2801,112,1601,5995,189,861,305,126,84,615,490,0.13701464,0.048535964,0.078700812,0.014011676,0.098779313,0.077975812,0.039985719,0.067475901,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041126200,6,41,126200,4324,4255,4255,2030,271,1084,4238,222,806,727,114,22,576,456,0.18640148,0.16813136,0.105166052,0.005191128,0.135370153,0.107168038,0.133497537,0.109359606,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041128200,6,41,128200,4974,4974,4974,1917,56,1337,4686,38,996,352,118,46,423,390,0.200241255,0.070767994,0.088257292,0.009816475,0.08504222,0.07840772,0.029212311,0.01982264,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041133000,6,41,133000,2803,2776,2803,1207,60,743,2699,96,689,318,37,116,627,203,0.245808063,0.113449875,0.049798116,0.042978881,0.225864553,0.072422405,0.049710025,0.07953604,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041103200,6,41,103200,7260,7089,7089,2882,346,1729,6949,316,2520,822,183,438,1339,1065,0.347107438,0.11322314,0.105841527,0.063030652,0.188884187,0.150232755,0.120055517,0.109646079,1,0,0,1,0,0,0,0,0,0,0,0,NA
6085512200,6,85,512200,3895,3895,3895,1573,0,1186,3766,0,1317,339,82,43,399,247,0.338125802,0.08703466,0.069139966,0.01141795,0.102439024,0.063414634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
